path_id,surplus_gt50,ordinary_shortage_first_hour,first_shortage_relative_hour,shortage_total_kg,system_begin_inventory_at_first_shortage_kg,system_end_inventory_at_first_shortage_kg,first_shortage_sites_begin_inventory_sum_kg,final_target_kg,inventory_growth_after_first_shortage_kg,final_inventory_kg,final_surplus_kg,production_during_shortage_hours_kg,mean_electrolyzer_utilization_during_shortage,HTT_during_shortage_hours_kg,HTT_after_first_shortage_kg,production_after_first_shortage_kg,actual_operating_cost_yuan,mechanism_statement
302,True,25,-7,22.4004734629,160.308409272,174.814625669,93.8181378911,180.836278269,89.0033289286,263.817954597,82.9816763286,120.12,1,19.9702458467,5.2332086751,105.105,65092.1281185,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
308,True,17,-15,16.0399118401,182.014475204,188.393343068,67.5324378844,180.836278269,159.941984259,348.335327327,167.499049059,114.667934353,0.954611508098,37.6521557647,28.3259224856,219.772934353,68232.9829295,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
333,True,25,-15,22.4004734629,145.293409272,159.799625669,85.0431378911,0,29.5103229979,189.309948667,189.309948667,120.12,1,8.66247236513,7.33508721657,105.105,83461.3422259,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
369,True,25,-7,25.4577703268,254.111343625,268.928119028,233.803087713,0,91.7500667863,360.678185814,360.678185814,120.12,1,6.48007923717,2.11157447515,105.105,70369.8860443,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
370,True,25,-7,3.72363284547,150.558409272,164.543158608,55.6945570449,58.1956878969,70.8479553719,235.39111398,177.195426083,90.09,1,22.7795090335,0,105.105,61189.4446857,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
388,True,25,-7,39.0109281376,157.383409272,172.398409272,157.383409272,180.565756528,105.105,277.503409272,96.9376527441,120.12,1,36.5132996988,36.5132996988,105.105,68867.6729059,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
403,True,17,-15,46.5918680524,302.134475204,317.149475204,302.134475204,374.764778406,181.857808336,499.00728354,124.242505134,174.727934353,0.969741005399,39.524220245,90.6176133158,219.772934353,83955.260896,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
413,True,25,-7,11.4483507725,163.233409272,177.739625669,96.7431378911,142.923283799,78.0512062382,255.790831907,112.867548108,105.105,1,12.7338770584,0,105.105,62701.8958372,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
544,True,25,-15,11.4483507725,163.233409272,177.739625669,96.7431378911,0,18.5582003075,196.297825976,196.297825976,105.105,1,12.7338770584,2.43601377826,105.105,81878.4683654,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
558,True,33,-7,22.4729180772,199.306742208,208.978347399,81.8053559616,58.1956878969,73.4283069551,282.406654354,224.210966458,120.12,1,25.2158909584,13.0275005452,105.105,88372.0457004,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
559,True,25,-7,3.2896767816,369.374773715,382.73914096,79.382776004,11.1833565999,71.0343813986,453.773522359,442.590165759,90.09,1,37.1819778292,36.9889965919,105.105,72470.3450239,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
632,True,33,-7,39.3135466324,452.415415487,464.301866236,335.689178676,395.525364721,88.0540899527,552.355956189,156.830591468,120.12,1,28.9382733381,28.9382733381,105.105,102969.021695,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
641,True,25,-7,22.4004734629,251.186343625,265.692560022,168.366191869,11.1833565999,89.0033289286,354.69588895,343.51253235,120.12,1,18.9460518577,3.85033595026,105.105,69670.7732354,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
684,True,17,-7,45.4960659317,182.014475204,197.029475204,182.014475204,180.565756528,99.6529343528,296.682409557,116.116653029,114.667934353,0.954611508098,44.2330858302,4.89379908276,99.6529343528,64419.7945982,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
724,True,25,-23,22.4004734629,151.533409272,166.039625669,85.0431378911,11.1833565999,218.802191419,384.841817088,373.658460488,120.12,1,28.2198135817,71.5049742103,339.892934353,115325.46466,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
735,True,41,-7,45.4960659317,169.404795302,184.419795302,169.404795302,180.836278269,99.6529343528,284.072729655,103.236451386,114.667934353,0.954611508098,29.6170539286,0,99.6529343528,113912.993106,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
758,False,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,386.76593055,99.6529343528,416.802409557,30.0364790063,114.667934353,0.954611508098,34.2966635843,0,99.6529343528,69268.1638108,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
814,True,25,-15,22.9676579181,163.233409272,177.739625669,96.7431378911,180.836278269,150.197507453,327.937133122,147.100854853,195.195,1,12.7338770584,33.8217561939,225.225,90139.5415192,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
836,True,17,-15,45.4960659317,302.134475204,317.149475204,302.134475204,332.579156112,180.762006215,497.911481419,165.332325306,114.667934353,0.954611508098,53.6802061817,59.1673103784,219.772934353,80777.810996,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
957,True,25,-7,15.8351740267,160.308409272,174.293158608,61.5445570449,142.923283799,82.9594965531,257.252655161,114.329371362,120.12,1,15.361326968,0,105.105,63543.2469819,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
960,True,25,-7,22.4004734629,251.186343625,265.692560022,167.482729315,11.1833565999,89.0033289286,354.69588895,343.51253235,120.12,1,15.9791784611,0,105.105,69691.5969796,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
963,True,25,-7,39.0109281376,160.308409272,175.323409272,160.308409272,156.407515605,105.105,280.428409272,124.020893667,120.12,1,8.68597939322,0,105.105,68019.6699704,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
989,True,25,-15,38.3698993597,254.111343625,268.617560022,149.393137891,11.1833565999,165.599748895,434.217308916,423.033952316,120.12,1,50.341647205,32.2808402893,225.225,97681.4727518,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1042,True,25,-7,39.0109281376,254.111343625,269.126343625,254.111343625,11.1833565999,105.105,374.231343625,363.047987025,120.12,1,10.7952410542,2.13192487346,105.105,73415.3288134,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1101,True,33,-7,59.4930059307,179.51612768,194.53112768,179.51612768,11.1833565999,105.105,299.63612768,288.45277108,120.12,1,28.7545138792,13.1007599255,105.105,95503.2533389,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1105,True,25,-7,39.0109281376,147.633409272,162.648409272,147.633409272,142.923283799,105.105,267.753409272,124.830125473,120.12,1,34.432436166,11.2683441882,105.105,68524.8390905,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1112,True,34,-6,10.5621103912,246.769519637,257.874830732,133.172552651,58.1956878969,54.7317548628,312.606585595,254.410897698,75.075,1,0,0,90.09,87783.2876182,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1116,True,33,-7,19.3371103912,232.642481134,239.17827864,110.598220729,180.836278269,73.4283069551,312.606585595,131.770307326,120.12,1,14.8448597756,14.8448597756,105.105,89107.5324115,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1125,True,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,11.1833565999,99.6529343528,416.802409557,405.619052957,114.667934353,0.954611508098,36.9370209112,0,99.6529343528,69267.7765286,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1129,True,25,-7,20.7365827538,163.233409272,177.739625669,96.7431378911,58.1956878969,87.3394382195,265.079063888,206.883375991,120.12,1,19.6829654906,5.00433707678,105.105,64861.9914424,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1154,True,17,-15,33.0196985277,302.134475204,307.741565448,58.9753277609,11.1833565999,177.693548567,485.435114015,474.251757415,234.787934353,0.977305754049,59.6860271268,37.9352530033,219.772934353,78373.9017712,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1216,True,17,-15,17.6878808395,302.134475204,310.161312068,114.332437884,11.1833565999,159.941984259,470.103296327,458.919939727,114.667934353,0.954611508098,20.2828788078,7.54412283883,219.772934353,73220.0867356,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1231,True,25,-23,30.2891182676,371.306343625,386.010784619,264.38495739,0,193.797804988,579.808589607,579.808589607,120.12,1,80.2888198596,88.6774350122,307.198127714,126396.858378,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1249,True,33,-7,59.4930059307,173.712545313,188.727545313,173.712545313,180.565756528,105.105,293.832545313,113.266788785,120.12,1,33.4469342565,33.4469342565,105.105,95445.7320733,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1308,True,25,-15,11.4483507725,163.233409272,177.739625669,96.7431378911,58.1956878969,138.678200308,316.417825976,258.222138079,105.105,1,12.7338770584,41.0275801331,225.225,88079.9671131,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1355,True,25,-15,71.2075416601,147.633409272,161.618158608,55.6945570449,11.1833565999,198.958858256,360.577016864,349.393660264,180.18,1,40.2826201797,16.2797823114,225.225,99273.0032325,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1359,True,33,-7,12.047891589,227.962481134,237.634086326,93.5053559616,0,63.0032804669,300.637366793,300.637366793,60.06,1,36.6509821808,0,105.105,87334.3210113,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1362,True,33,-7,22.4729180772,452.415415487,462.087020679,175.405355962,316.940731494,73.4283069551,535.515327634,218.57459614,120.12,1,17.0756421007,17.0756421007,105.105,99238.0537736,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1363,True,33,-7,59.4930059307,244.342481134,259.357481134,244.342481134,161.875234945,105.105,364.462481134,202.58724619,120.12,1,30.0545797016,9.73299407373,105.105,97836.4626938,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1365,True,25,-7,28.1620923636,251.186343625,266.201343625,251.186343625,0,94.2561642261,360.457507851,360.457507851,120.12,1,7.9089741262,7.9089741262,105.105,70750.0941003,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1500,True,41,-7,45.4960659317,301.677699803,316.692699803,301.677699803,316.940731494,99.6529343528,416.345634156,99.404902662,114.667934353,0.954611508098,15.6533899965,0,99.6529343528,120182.742267,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1503,True,25,-7,14.6448510596,163.233409272,177.739625669,96.7431378911,156.407515605,81.2477065254,258.987332194,102.579816589,120.12,1,12.16161425,0,105.105,63326.8650491,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1569,True,25,-15,17.0637537493,254.111343625,268.617560022,149.393137891,161.875234945,144.293603284,412.911163306,251.035928361,120.12,1,62.847828149,38.8544116269,225.225,93867.2917526,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1583,True,25,-7,39.0109281376,149.443112104,164.458112104,149.443112104,0,105.105,269.563112104,269.563112104,120.12,1,33.0998485078,10.638981829,105.105,68588.4666881,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1605,True,25,-15,21.9577116029,251.186343625,265.692560022,168.366191869,161.875234945,149.187561138,414.880121159,253.004886215,120.12,1,15.2096075363,2.54644823275,225.225,93624.8401581,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1609,True,25,-7,11.4483507725,163.233409272,177.739625669,96.7431378911,58.1956878969,78.0512062382,255.790831907,197.59514401,105.105,1,12.7338770584,0,105.105,62701.8958372,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1640,True,27,-21,13.301202897,189.869005232,204.114488099,76.3631164762,0,-40.3448759295,163.769612169,163.769612169,90.09,1,0,22.6291466358,86.19,103446.359058,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1681,True,33,-7,43.1477972806,244.342481134,256.752471126,160.637953078,180.565756528,91.3648013587,348.117272484,167.551515956,120.12,1,9.61195393621,0,105.105,94498.1313201,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1735,True,25,-7,35.0464361958,371.306343625,386.123119028,339.600212121,161.875234945,101.338732655,487.461851683,325.586616738,120.12,1,28.6804822967,3.07508858243,105.105,77422.460211,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1759,True,17,-15,76.0919861812,302.134475204,317.149475204,302.134475204,11.1833565999,211.357926465,528.507401668,517.324045068,234.787934353,0.977305754049,77.4310570482,11.0986774814,219.772934353,86510.0526575,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1830,True,25,-15,26.0906476612,151.533409272,166.350184675,130.55127583,0,32.88993819,199.240122865,199.240122865,120.12,1,16.9776076797,4.01733134088,105.105,84563.2209286,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1851,True,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,189.355321264,99.6529343528,416.802409557,227.447088293,114.667934353,0.954611508098,52.739301962,52.739301962,99.6529343528,72421.253224,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1889,True,17,-23,45.4960659317,302.134475204,317.149475204,302.134475204,11.1833565999,238.682101311,555.831576515,544.648219915,114.667934353,0.954611508098,54.987412724,80.7234886412,337.186035379,105269.098065,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1906,True,25,-15,30.6541453472,155.546921843,169.531671179,56.7830696158,156.407515605,158.405461943,327.937133122,171.529617517,225.225,1,46.5556332523,37.859394226,225.225,91375.3350536,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1929,True,25,-7,2.74863284547,151.533409272,165.518158608,55.6945570449,0,69.8729553719,235.39111398,235.39111398,75.075,1,26.6795090335,0,105.105,61074.5158916,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1991,True,34,-6,12.3617759884,230.389519637,241.494830732,132.111569035,58.1956878969,56.53142046,298.026251192,239.830563295,90.09,1,0,0,90.09,87306.5239743,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
1992,True,25,-15,15.8351740267,160.308409272,174.293158608,61.5445570449,189.355321264,143.586490622,317.87964923,128.524327967,120.12,1,15.361326968,31.2720548381,225.225,88642.9885957,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2090,True,27,-13,13.301202897,189.869005232,204.114488099,76.3631164762,142.923283799,114.156190002,318.270678101,175.347394302,90.09,1,0,19.8389883711,195.195,87911.4450119,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2212,True,33,-7,35.7598987829,225.037481134,236.794954568,141.617664428,156.407515605,84.6294194182,321.424373987,165.016858382,120.12,1,30.1756332523,10.0550959333,105.105,91729.6060854,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2253,True,25,-15,14.3733507725,160.308409272,174.814625669,93.8181378911,142.923283799,141.603200308,316.417825976,173.494542177,120.12,1,12.7338770584,41.0275801331,225.225,88560.8746131,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2271,True,25,-7,3.62833904351,160.308409272,174.293158608,61.5445570449,58.1956878969,70.7526615699,245.045820178,186.850132281,90.09,1,21.2833670982,8.69623902627,105.105,61285.3493152,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2291,True,25,-15,52.2979088433,251.186343625,266.201343625,251.186343625,161.875234945,179.018974775,445.2203184,283.345083455,240.24,1,75.8951159015,45.4974699828,225.225,101135.05584,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2313,True,25,-15,49.1072612615,371.306343625,385.291092961,180.112981223,395.525364721,176.858577857,562.149670818,166.624306097,225.225,1,82.0256911474,38.4983197779,225.225,106643.504449,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2318,True,25,-7,31.6326869776,150.558409272,165.573409272,150.558409272,58.1956878969,97.7267588401,263.300168112,205.104480215,120.12,1,25.420410983,10.6047861493,105.105,66893.6077697,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2366,False,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,374.764778406,99.6529343528,416.802409557,42.0376311507,114.667934353,0.954611508098,84.7908741011,84.1061968608,99.6529343528,73474.3544137,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2381,True,25,-7,17.2255895272,160.308409272,173.883684572,32.2735808462,180.565756528,84.7593860897,258.643070662,78.0773141337,120.12,1,13.6862840864,0,105.105,63776.4170827,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2392,True,17,-15,45.0695538781,302.134475204,312.122393281,140.479117873,374.764778406,185.362576084,497.484969365,122.72019096,234.787934353,0.977305754049,69.3749932693,69.3749932693,219.772934353,81003.7252066,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2394,True,25,-7,24.4099462325,251.186343625,266.201343625,251.186343625,180.836278269,90.5040180949,356.70536172,175.869083451,120.12,1,27.1973710579,0,105.105,69908.8967542,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2398,True,27,-13,13.301202897,189.869005232,204.114488099,76.3631164762,180.836278269,114.156190002,318.270678101,137.434399832,90.09,1,0,11.3193184811,195.195,87581.2113835,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2439,True,25,-7,28.3827703268,251.186343625,265.692560022,193.445568924,180.836278269,94.9856257925,360.678185814,179.841907545,120.12,1,9.35108371149,1.29936887541,105.105,71082.6973564,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2484,True,27,-13,13.301202897,189.869005232,204.114488099,76.3631164762,0,-5.96380999775,198.150678101,198.150678101,90.09,1,0,19.8772991581,75.075,82724.8646002,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2525,True,25,-15,30.350734455,254.111343625,268.617560022,149.393137891,189.355321264,157.58058399,426.198144012,236.842822748,240.24,1,79.8919972115,50.9960645495,225.225,96886.5279834,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2537,True,25,-7,22.4004734629,251.186343625,265.692560022,155.668736387,11.1833565999,89.0033289286,354.69588895,343.51253235,120.12,1,27.793171389,0,105.105,69796.3741268,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2553,True,25,-15,11.4483507725,163.233409272,177.739625669,96.7431378911,0,18.5582003075,196.297825976,196.297825976,105.105,1,12.7338770584,2.43601377826,105.105,81879.2478898,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2578,True,25,-15,14.3733507725,160.308409272,174.814625669,93.8181378911,0,141.603200308,316.417825976,316.417825976,120.12,1,12.7338770584,40.2812074299,225.225,88599.986953,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2581,True,25,-7,14.6448510596,163.233409272,177.739625669,96.7431378911,180.565756528,81.2477065254,258.987332194,78.4215756662,120.12,1,12.16161425,0,105.105,63326.8650491,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2606,True,25,-15,39.0109281376,254.111343625,269.126343625,254.111343625,161.875234945,165.731994069,434.858337694,272.983102749,120.12,1,20.3121425437,18.5771388219,225.225,97740.911642,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2617,True,25,-7,15.8351740267,160.308409272,174.293158608,61.5445570449,58.1956878969,82.9594965531,257.252655161,199.056967264,120.12,1,15.361326968,0,105.105,63543.2469819,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2619,True,25,-15,7.56127237963,371.306343625,384.881618925,73.2235808462,11.1833565999,135.722063011,520.603681936,509.420325336,120.12,1,30.3397549582,19.0625130763,225.225,96978.6937191,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2766,True,25,-23,42.0088508188,371.306343625,386.321343625,371.306343625,161.875234945,166.913850819,553.235194444,391.359959499,240.24,1,117.546098741,75.0319009962,268.905,127440.913577,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2770,True,17,-7,45.4960659317,302.134475204,317.149475204,302.134475204,316.940731494,99.6529343528,416.802409557,99.8616780626,114.667934353,0.954611508098,34.0513232116,15.9954684128,99.6529343528,69138.7135991,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2793,True,17,-23,21.6472856677,302.134475204,310.161312068,114.332437884,332.579156112,224.528383156,534.689695224,202.110539112,219.772934353,0.975792804319,77.8108108575,80.0331127552,339.892934353,100161.680548,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2798,True,25,-23,39.0109281376,254.111343625,269.126343625,254.111343625,161.875234945,234.90386249,504.030206115,342.15497117,120.12,1,72.94043404,106.155951218,339.892934353,124665.436696,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2859,True,25,-7,17.2612127023,251.186343625,265.692560022,156.488305461,161.875234945,83.8640681681,349.55662819,187.681393245,120.12,1,30.8042134071,0,105.105,68809.1201536,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2877,True,25,-7,39.0109281376,147.633409272,162.648409272,147.633409272,156.407515605,105.105,267.753409272,111.345893667,120.12,1,6.71576551436,0,105.105,67647.6900175,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2893,True,17,-23,45.4960659317,302.134475204,317.149475204,302.134475204,455.499334558,207.162369363,524.311844567,68.8125100091,114.667934353,0.954611508098,54.987412724,63.8363978122,305.666303432,103272.978998,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2894,True,33,-7,31.0412507107,332.295415487,340.904980555,116.129697082,161.875234945,83.0586797119,423.963660267,262.088425322,120.12,1,9.36703228565,0,105.105,95111.9612063,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2908,True,17,-23,45.4960659317,302.134475204,317.149475204,302.134475204,161.875234945,241.389000284,558.538475488,396.663240543,114.667934353,0.954611508098,54.987412724,77.7955331101,339.892934353,105163.529668,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2909,True,25,-7,39.0109281376,371.306343625,386.321343625,371.306343625,374.764778406,105.105,491.426343625,116.661565219,120.12,1,46.1057858629,41.341042274,105.105,79663.3111541,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2980,True,17,-7,45.4960659317,182.014475204,197.029475204,182.014475204,0,99.6529343528,296.682409557,296.682409557,114.667934353,0.954611508098,44.2330858302,4.89379908276,99.6529343528,64419.7945982,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
2997,True,25,-15,12.7533998203,163.233409272,177.218158608,61.5445570449,0,20.384716416,197.602875024,197.602875024,120.12,1,14.0942176976,0.464412230648,105.105,82159.776415,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3042,True,25,-7,39.0109281376,371.306343625,386.321343625,371.306343625,395.525364721,105.105,491.426343625,95.9009789034,120.12,1,41.7311193502,0,105.105,78127.9153178,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3059,True,25,-15,11.4483507725,163.233409272,177.739625669,96.7431378911,180.836278269,138.678200308,316.417825976,135.581547708,105.105,1,12.7338770584,1.24316860129,225.225,86817.4923723,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3064,True,17,-15,16.0399118401,182.014475204,188.393343068,67.5324378844,0,159.941984259,348.335327327,348.335327327,114.667934353,0.954611508098,37.6521557647,30.6411590633,219.772934353,68353.1518941,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3071,True,25,-7,39.0109281376,371.306343625,386.321343625,371.306343625,142.923283799,105.105,491.426343625,348.503059826,120.12,1,38.2359516469,6.11107344439,105.105,77934.2705105,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3108,True,17,-15,83.326778919,302.134475204,317.149475204,302.134475204,346.859686167,218.592719202,535.742194406,188.88250824,234.787934353,0.977305754049,81.9217143021,56.5515017989,219.772934353,88534.6351779,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3111,True,17,-7,16.0399118401,182.014475204,188.393343068,67.5324378844,142.923283799,78.8329123965,267.226255465,124.302971666,114.667934353,0.954611508098,37.6521557647,24.9834611064,99.6529343528,58208.453825,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3121,True,25,-7,39.0109281376,163.233409272,178.248409272,163.233409272,0,105.105,283.353409272,283.353409272,120.12,1,9.09756058289,0,105.105,68146.8620348,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3140,True,35,-5,3.02545618407,466.545412343,477.724568226,220.078504329,161.875234945,38.3432975146,516.067865741,354.192630796,30.03,1,0,8.22336996089,75.075,95711.9197894,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
3143,True,25,-15,59.1738430285,145.293409272,159.799625669,85.0431378911,0,186.403692564,346.203318232,346.203318232,240.24,1,27.0471176102,25.7197324617,225.225,96302.7483539,CO_OCCURRENCE_TRADEOFF_SIGNAL_ONLY
