record_type,path_id,surplus_site,deficit_site,potential_match_kg,actual_same_direction_HTT_over_path_kg,actual_flow_fraction_of_final_potential
surplus_to_deficit_OD,1159,2,3,3.74757370849,0,0
surplus_to_deficit_OD,1159,4,3,3.74757370849,0,0
surplus_to_deficit_OD,1353,1,2,16.3180133701,0,0
surplus_to_deficit_OD,1353,3,2,2.9099097094,0,0
surplus_to_deficit_OD,1353,4,2,16.3180133701,0,0
surplus_to_deficit_OD,1364,1,4,0.106525322269,0,0
surplus_to_deficit_OD,1364,2,4,0.106525322269,5.71166139664,53.6178748391
surplus_to_deficit_OD,1364,3,4,0.106525322269,0,0
surplus_to_deficit_OD,1389,2,1,8.81031030891,0,0
surplus_to_deficit_OD,1389,2,3,1.92924556664,0,0
surplus_to_deficit_OD,1389,2,4,6.84929149069,0,0
surplus_to_deficit_OD,1420,1,4,1.31555821243,10.1721660711,7.73220521527
surplus_to_deficit_OD,1420,2,4,30.4721931459,18.8540664597,0.618730209849
surplus_to_deficit_OD,1420,3,4,25.4702274475,0,0
surplus_to_deficit_OD,1455,2,4,15.2742850027,7.00307411909,0.458487851827
surplus_to_deficit_OD,1455,3,4,9.54912334484,0,0
surplus_to_deficit_OD,1459,1,3,2.59776935609,20.6516541383,7.94976431987
surplus_to_deficit_OD,1459,2,3,2.59776935609,0,0
surplus_to_deficit_OD,1459,4,3,2.59776935609,0,0
surplus_to_deficit_OD,1460,1,3,1.18674861547,0,0
surplus_to_deficit_OD,1460,2,3,1.18674861547,0,0
surplus_to_deficit_OD,1460,4,3,1.18674861547,0,0
surplus_to_deficit_OD,1511,1,4,6.53037970976,0,0
surplus_to_deficit_OD,1511,2,4,15.4280676311,0,0
surplus_to_deficit_OD,1511,3,4,11.4556614511,0,0
surplus_to_deficit_OD,1538,2,1,2.53324522926,0,0
surplus_to_deficit_OD,1538,2,4,2.53324522926,0,0
surplus_to_deficit_OD,1538,3,1,3.3453016791,0,0
surplus_to_deficit_OD,1538,3,4,3.70132720443,0,0
surplus_to_deficit_OD,1564,1,3,2.26693593943,0.296681869534,0.130873512733
surplus_to_deficit_OD,1564,2,3,2.26693593943,0,0
surplus_to_deficit_OD,1564,4,3,2.26693593943,0,0
surplus_to_deficit_OD,1616,1,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,1616,2,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,1616,4,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,1624,1,2,14.556602479,3.68260286204,0.252985053851
surplus_to_deficit_OD,1624,1,3,26.2043616808,0,0
surplus_to_deficit_OD,1624,4,2,14.556602479,12.0739876003,0.829450939376
surplus_to_deficit_OD,1624,4,3,15.9333519617,0,0
surplus_to_deficit_OD,1671,1,3,13.8718537861,0,0
surplus_to_deficit_OD,1671,1,4,46.7694305905,0,0
surplus_to_deficit_OD,1671,2,3,13.8718537861,0,0
surplus_to_deficit_OD,1671,2,4,46.7694305905,0,0
surplus_to_deficit_OD,1674,2,1,7.70678458359,0,0
surplus_to_deficit_OD,1674,2,4,19.1384996907,6.72206022331,0.351232350077
surplus_to_deficit_OD,1674,3,1,7.70678458359,0,0
surplus_to_deficit_OD,1674,3,4,19.1384996907,35.5252106091,1.85621711123
surplus_to_deficit_OD,1710,1,2,39.3323593221,2.65846796038,0.0675898422112
surplus_to_deficit_OD,1710,3,2,39.3323593221,1.86181638164,0.0473354869561
surplus_to_deficit_OD,1710,4,2,39.3323593221,0,0
surplus_to_deficit_OD,1719,1,3,8.19720660409,0.164054979244,0.0200135225531
surplus_to_deficit_OD,1719,2,3,8.19720660409,0,0
surplus_to_deficit_OD,1719,4,3,8.19720660409,0,0
surplus_to_deficit_OD,1743,1,3,0.746833859287,0,0
surplus_to_deficit_OD,1743,1,4,0.575531111525,0,0
surplus_to_deficit_OD,1743,2,3,0.746833859287,0,0
surplus_to_deficit_OD,1743,2,4,0.575531111525,41.0892099232,71.3935512788
surplus_to_deficit_OD,1897,1,4,1.21524559433,0,0
surplus_to_deficit_OD,1897,2,4,10.4544590985,0,0
surplus_to_deficit_OD,1897,3,4,2.5442834347,0,0
surplus_to_deficit_OD,1974,1,3,4.45955269136,0,0
surplus_to_deficit_OD,1974,2,3,9.73166975472,0,0
surplus_to_deficit_OD,1974,4,3,9.73166975472,0,0
surplus_to_deficit_OD,2018,1,3,9.74332144299,0,0
surplus_to_deficit_OD,2018,2,3,9.74332144299,0,0
surplus_to_deficit_OD,2018,4,3,7.55326518365,0,0
surplus_to_deficit_OD,2032,1,3,2.4550681526,0,0
surplus_to_deficit_OD,2032,2,3,2.4550681526,0,0
surplus_to_deficit_OD,2032,4,3,2.4550681526,0,0
surplus_to_deficit_OD,2081,1,4,23.3342629212,0,0
surplus_to_deficit_OD,2081,2,4,3.65847124357,23.3796749008,6.39055860885
surplus_to_deficit_OD,2081,3,4,2.20342352267,6.18759436755,2.80817296533
surplus_to_deficit_OD,2132,2,1,15.3067768444,0,0
surplus_to_deficit_OD,2132,3,1,1.82289278502,0,0
surplus_to_deficit_OD,2132,4,1,0.721183592076,0,0
surplus_to_deficit_OD,2158,1,4,9.36363150142,0,0
surplus_to_deficit_OD,2158,2,4,9.36363150142,0,0
surplus_to_deficit_OD,2158,3,4,9.36363150142,0,0
surplus_to_deficit_OD,2180,1,4,22.5631844769,4.38314356292,0.194260857434
surplus_to_deficit_OD,2180,2,4,45.5887091389,0,0
surplus_to_deficit_OD,2180,3,4,14.3123219247,0,0
surplus_to_deficit_OD,2219,1,4,0.160254347448,0,0
surplus_to_deficit_OD,2219,2,4,0.160254347448,5.96889406626,37.2463784061
surplus_to_deficit_OD,2219,3,4,0.160254347448,35.5252106091,221.680167652
surplus_to_deficit_OD,2224,1,3,0.317177985377,0,0
surplus_to_deficit_OD,2224,2,3,0.317177985377,0,0
surplus_to_deficit_OD,2224,4,3,0.317177985377,0,0
surplus_to_deficit_OD,2240,1,3,9.40479788794,0,0
surplus_to_deficit_OD,2240,2,3,9.40479788794,0,0
surplus_to_deficit_OD,2240,4,3,9.40479788794,0,0
surplus_to_deficit_OD,2306,1,4,0.483185378588,0,0
surplus_to_deficit_OD,2306,2,4,0.483185378588,2.78325442567,5.76022071239
surplus_to_deficit_OD,2306,3,4,0.483185378588,0,0
surplus_to_deficit_OD,2422,2,1,13.1335297734,15.6617885339,1.19250413286
surplus_to_deficit_OD,2422,2,4,12.4273120253,5.83593839425,0.469605847377
surplus_to_deficit_OD,2422,3,1,13.1335297734,8.44467392631,0.642985859247
surplus_to_deficit_OD,2422,3,4,12.4273120253,35.6581662811,2.86933861551
surplus_to_deficit_OD,2425,1,3,0.0813392488481,0,0
surplus_to_deficit_OD,2425,2,3,0.0813392488481,0.84712031417,10.4146562228
surplus_to_deficit_OD,2425,4,3,0.0724835318545,0,0
surplus_to_deficit_OD,2470,1,4,18.3513795213,0,0
surplus_to_deficit_OD,2470,2,4,8.05862646515,36.303506652,4.50492485401
surplus_to_deficit_OD,2470,3,4,2.26960096677,0,0
surplus_to_deficit_OD,2532,1,2,9.91390648182,0,0
surplus_to_deficit_OD,2532,3,2,3.58890737432,0,0
surplus_to_deficit_OD,2532,4,2,9.91390648182,0,0
surplus_to_deficit_OD,2623,2,1,8.81031030891,0,0
surplus_to_deficit_OD,2623,2,3,1.31173211193,0.617513454709,0.47076186448
surplus_to_deficit_OD,2623,2,4,6.84929149069,0,0
surplus_to_deficit_OD,2632,1,3,19.9710287696,0,0
surplus_to_deficit_OD,2632,2,3,19.9710287696,0,0
surplus_to_deficit_OD,2632,4,3,10.5469258809,0,0
surplus_to_deficit_OD,2674,1,4,1.57965252942,15.1687975784,9.60261658553
surplus_to_deficit_OD,2674,2,4,1.57965252942,20.869233568,13.2112810756
surplus_to_deficit_OD,2674,3,4,1.57965252942,0,0
surplus_to_deficit_OD,2699,2,1,7.37759027768,0,0
surplus_to_deficit_OD,2699,2,3,15.2116016875,0,0
surplus_to_deficit_OD,2699,2,4,26.1701853494,0,0
surplus_to_deficit_OD,2700,1,2,37.3953966509,0,0
surplus_to_deficit_OD,2700,3,2,0.186948859176,0,0
surplus_to_deficit_OD,2700,4,2,37.3953966509,0,0
surplus_to_deficit_OD,2776,1,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,2776,2,3,4.0152308042e-05,1.03349081966,25739.2630724
surplus_to_deficit_OD,2776,4,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,2783,2,1,0.276490770809,18.4882630072,66.867559279
surplus_to_deficit_OD,2783,2,4,1.79776997411,0,0
surplus_to_deficit_OD,2783,3,1,0.276490770809,21.8980539775,79.1999454934
surplus_to_deficit_OD,2783,3,4,0.986228420677,0,0
surplus_to_deficit_OD,2802,1,4,9.36363150142,0,0
surplus_to_deficit_OD,2802,2,4,9.36363150142,0,0
surplus_to_deficit_OD,2802,3,4,9.36363150142,0,0
surplus_to_deficit_OD,2824,1,3,0.611948829209,0,0
surplus_to_deficit_OD,2824,2,3,0.611948829209,0,0
surplus_to_deficit_OD,2824,4,3,0.611948829209,0,0
surplus_to_deficit_OD,2825,1,3,0.972194649057,0,0
surplus_to_deficit_OD,2825,2,3,0.972194649057,0,0
surplus_to_deficit_OD,2825,4,3,0.972194649057,0,0
surplus_to_deficit_OD,2834,2,1,6.86471802776,30.1760887364,4.39582348676
surplus_to_deficit_OD,2834,3,1,6.86471802776,47.1263318677,6.86500620668
surplus_to_deficit_OD,2834,4,1,6.86471802776,0,0
surplus_to_deficit_OD,2854,1,3,3.63897619711,9.57125206739,2.63020463695
surplus_to_deficit_OD,2854,1,4,1.8782840616,38.0798741493,20.2737567378
surplus_to_deficit_OD,2854,2,3,3.63897619711,0,0
surplus_to_deficit_OD,2854,2,4,1.8782840616,0,0
surplus_to_deficit_OD,2906,1,4,6.53037970976,0,0
surplus_to_deficit_OD,2906,2,4,5.56809798212,0,0
surplus_to_deficit_OD,2906,3,4,10.5272420404,0,0
surplus_to_deficit_OD,2937,2,1,0.0526928605788,0,0
surplus_to_deficit_OD,2937,3,1,0.0526928605788,7.48229409718,141.99825204
surplus_to_deficit_OD,2937,4,1,0.0526928605788,0,0
surplus_to_deficit_OD,3005,1,3,0.522872209737,0,0
surplus_to_deficit_OD,3005,2,3,1.90657825861,0,0
surplus_to_deficit_OD,3005,4,3,1.90657825861,0,0
surplus_to_deficit_OD,3013,1,4,0.995805813222,0,0
surplus_to_deficit_OD,3013,2,4,0.995805813222,0,0
surplus_to_deficit_OD,3013,3,4,0.995805813222,33.7166736354,33.8586832771
surplus_to_deficit_OD,3070,1,2,22.9611535707,0,0
surplus_to_deficit_OD,3070,1,3,13.1237440324,0,0
surplus_to_deficit_OD,3070,4,2,7.23593292147,0,0
surplus_to_deficit_OD,3070,4,3,7.23593292147,0,0
surplus_to_deficit_OD,3129,2,1,0.276490770809,12.8867424912,46.6082193396
surplus_to_deficit_OD,3129,2,4,0.480209579617,2.32286504503,4.83719014287
surplus_to_deficit_OD,3129,3,1,0.276490770809,21.8980539775,79.1999454934
surplus_to_deficit_OD,3129,3,4,0.480209579617,0,0
surplus_to_deficit_OD,3136,1,4,7.20795024039,0,0
surplus_to_deficit_OD,3136,2,4,15.8505697536,0,0
surplus_to_deficit_OD,3136,3,4,12.0113614421,0,0
surplus_to_deficit_OD,3160,1,3,6.51932240261,0,0
surplus_to_deficit_OD,3160,2,3,6.51932240261,0,0
surplus_to_deficit_OD,3160,4,3,6.51932240261,0,0
surplus_to_deficit_OD,3245,2,1,16.7483548688,0,0
surplus_to_deficit_OD,3245,2,4,20.0664398043,0,0
surplus_to_deficit_OD,3245,3,1,7.59811869559,0,0
surplus_to_deficit_OD,3245,3,4,7.59811869559,0,0
surplus_to_deficit_OD,3247,1,4,11.8003987008,11.4611298674,0.971249375376
surplus_to_deficit_OD,3247,2,4,27.5170990543,21.0083405975,0.763464947959
surplus_to_deficit_OD,3247,3,4,9.79449914049,1.54529546701,0.157771770137
surplus_to_deficit_OD,3272,1,3,0.839614650289,0,0
surplus_to_deficit_OD,3272,2,3,0.839614650289,3.85033595026,4.58583702527
surplus_to_deficit_OD,3272,4,3,0.839614650289,0,0
surplus_to_deficit_OD,3428,1,4,7.05325191949,0,0
surplus_to_deficit_OD,3428,2,4,9.36363150142,0,0
surplus_to_deficit_OD,3428,3,4,9.36363150142,0,0
surplus_to_deficit_OD,3447,1,2,5.27911222242,18.9579171791,3.59111842681
surplus_to_deficit_OD,3447,1,3,10.5676717491,9.33329547186,0.883193166236
surplus_to_deficit_OD,3447,4,2,5.27911222242,0,0
surplus_to_deficit_OD,3447,4,3,10.5676717491,0,0
surplus_to_deficit_OD,3495,1,4,2.93628234566,7.5475092696,2.57043035414
surplus_to_deficit_OD,3495,2,4,2.93628234566,28.6456069199,9.75573992815
surplus_to_deficit_OD,3495,3,4,2.93628234566,7.17901071339,2.44493201548
surplus_to_deficit_OD,3503,1,3,2.00200434402,0,0
surplus_to_deficit_OD,3503,2,3,2.00200434402,7.49370499855,3.74310126796
surplus_to_deficit_OD,3503,4,3,2.00200434402,0,0
surplus_to_deficit_OD,3507,1,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,3507,2,3,4.0152308042e-05,1.03349081966,25739.2630724
surplus_to_deficit_OD,3507,4,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,3527,1,3,6.20203467972,0,0
surplus_to_deficit_OD,3527,2,3,6.20203467972,0,0
surplus_to_deficit_OD,3527,4,3,6.20203467972,0,0
surplus_to_deficit_OD,3548,1,3,0.715831839984,0,0
surplus_to_deficit_OD,3548,2,3,3.01129423983,16.0255866522,5.32182688766
surplus_to_deficit_OD,3548,4,3,3.01129423983,0,0
surplus_to_deficit_OD,3557,1,4,0.972206563964,6.11107344439,6.28577677924
surplus_to_deficit_OD,3557,2,4,0.972206563964,8.10434018063,8.33602701425
surplus_to_deficit_OD,3557,3,4,0.972206563964,24.0205380219,24.7072370341
surplus_to_deficit_OD,3660,1,4,6.53037970976,0,0
surplus_to_deficit_OD,3660,2,4,10.9262181236,0,0
surplus_to_deficit_OD,3660,3,4,10.5057423956,0,0
surplus_to_deficit_OD,3702,2,1,12.754275316,0,0
surplus_to_deficit_OD,3702,2,4,2.81317718748,0,0
surplus_to_deficit_OD,3702,3,1,6.93360959886,1.98881851304,0.286837394676
surplus_to_deficit_OD,3702,3,4,2.81317718748,0,0
surplus_to_deficit_OD,3758,1,3,9.43088414149,0,0
surplus_to_deficit_OD,3758,2,3,9.43088414149,0,0
surplus_to_deficit_OD,3758,4,3,9.43088414149,0,0
surplus_to_deficit_OD,3762,1,2,0.465604097016,0,0
surplus_to_deficit_OD,3762,1,3,8.91828409603,0,0
surplus_to_deficit_OD,3762,4,2,0.465604097016,0,0
surplus_to_deficit_OD,3762,4,3,9.53420337401,0,0
surplus_to_deficit_OD,3813,1,3,3.63897619711,0,0
surplus_to_deficit_OD,3813,1,4,1.8782840616,6.13968907502,3.26877558115
surplus_to_deficit_OD,3813,2,3,3.63897619711,0,0
surplus_to_deficit_OD,3813,2,4,1.8782840616,23.9034071012,12.7261938648
surplus_to_deficit_OD,3959,2,1,0.774974336745,7.16158928954,9.24106638114
surplus_to_deficit_OD,3959,2,3,2.83955933637,1.50347050317,0.529473177023
surplus_to_deficit_OD,3959,4,1,0.774974336745,0,0
surplus_to_deficit_OD,3959,4,3,2.83955933637,0,0
surplus_to_deficit_OD,3989,1,3,2.2748221914,0,0
surplus_to_deficit_OD,3989,1,4,52.5671991759,0,0
surplus_to_deficit_OD,3989,2,3,2.2748221914,0,0
surplus_to_deficit_OD,3989,2,4,52.5671991759,0,0
surplus_to_deficit_OD,4012,1,3,0.972194649057,0,0
surplus_to_deficit_OD,4012,2,3,0.972194649057,0,0
surplus_to_deficit_OD,4012,4,3,0.972194649057,0,0
surplus_to_deficit_OD,4059,1,4,7.17136443272,0,0
surplus_to_deficit_OD,4059,2,4,7.17136443272,32.8779361047,4.58461376676
surplus_to_deficit_OD,4059,3,4,0.722714772011,6.72013005311,9.29845398678
surplus_to_deficit_OD,4070,1,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,4070,2,3,4.0152308042e-05,1.70898598414,42562.5840076
surplus_to_deficit_OD,4070,4,3,4.0152308042e-05,0,0
surplus_to_deficit_OD,4102,1,3,3.29274408069,0,0
surplus_to_deficit_OD,4102,2,3,3.29274408069,0,0
surplus_to_deficit_OD,4102,4,3,3.29274408069,0,0
surplus_to_deficit_OD,4106,2,1,9.62230123012,0.731854756653,0.0760581839157
surplus_to_deficit_OD,4106,2,3,2.86382493532,5.84147014394,2.03974414494
surplus_to_deficit_OD,4106,4,1,2.94704318004,0,0
surplus_to_deficit_OD,4106,4,3,2.86382493532,0,0
surplus_to_deficit_OD,4114,4,1,9.50897805624,0,0
surplus_to_deficit_OD,4114,4,2,7.30252565644,0,0
surplus_to_deficit_OD,4114,4,3,9.4363143828,0,0
surplus_to_deficit_OD,4120,1,4,3.30094565627,0,0
surplus_to_deficit_OD,4120,2,4,10.4544590985,0,0
surplus_to_deficit_OD,4120,3,4,5.37284075024,0,0
surplus_to_deficit_OD,4209,1,3,0.391913476787,16.31139569,41.6198897361
surplus_to_deficit_OD,4209,2,3,0.391913476787,0,0
surplus_to_deficit_OD,4209,4,3,0.391913476787,0,0
surplus_to_deficit_OD,4321,1,4,11.8003987008,0,0
surplus_to_deficit_OD,4321,2,4,27.5170990543,49.0254667286,1.781636452
surplus_to_deficit_OD,4321,3,4,9.79449914049,0,0
surplus_to_deficit_OD,4326,1,3,2.9495950149,0,0
surplus_to_deficit_OD,4326,2,3,2.9495950149,0,0
surplus_to_deficit_OD,4326,4,3,2.9495950149,0,0
surplus_to_deficit_OD,4395,1,4,53.4564112962,0,0
surplus_to_deficit_OD,4395,2,4,35.9513875268,0,0
surplus_to_deficit_OD,4395,3,4,3.30802930856,0,0
surplus_to_deficit_OD,4406,1,2,29.5955065455,0,0
surplus_to_deficit_OD,4406,1,3,20.8605076243,0,0
surplus_to_deficit_OD,4406,4,2,26.8346261058,0,0
surplus_to_deficit_OD,4406,4,3,20.8605076243,0,0
surplus_to_deficit_OD,4434,1,2,30.5030123166,0,0
surplus_to_deficit_OD,4434,3,2,8.6476180496,0,0
surplus_to_deficit_OD,4434,4,2,16.3876798361,0,0
surplus_to_deficit_OD,4483,2,1,2.12411228115,9.42899673309,4.43902933792
surplus_to_deficit_OD,4483,2,3,7.22513522277,0.554323773591,0.0767215777282
surplus_to_deficit_OD,4483,4,1,2.12411228115,7.95031286817,3.742887294
surplus_to_deficit_OD,4483,4,3,7.22513522277,0,0
surplus_to_deficit_OD,4500,2,1,18.764753778,0,0
surplus_to_deficit_OD,4500,2,4,1.79776997411,0,0
surplus_to_deficit_OD,4500,3,1,9.03197982724,21.8980539775,2.42450209106
surplus_to_deficit_OD,4500,3,4,1.79776997411,0,0
surplus_to_deficit_OD,4569,1,3,1.17205466003,0,0
surplus_to_deficit_OD,4569,2,3,1.17205466003,0,0
surplus_to_deficit_OD,4569,4,3,1.17205466003,0,0
surplus_to_deficit_OD,4665,2,1,15.5124210239,0,0
surplus_to_deficit_OD,4665,3,1,1.49217772057,1.98881851304,1.33282951864
surplus_to_deficit_OD,4665,4,1,15.5124210239,0,0
surplus_to_deficit_OD,4787,1,2,14.1790603794,0,0
surplus_to_deficit_OD,4787,1,3,6.12064680774,0,0
surplus_to_deficit_OD,4787,4,2,14.1790603794,0,0
surplus_to_deficit_OD,4787,4,3,6.12064680774,0,0
surplus_to_deficit_OD,4789,1,3,0.192691388912,0,0
surplus_to_deficit_OD,4789,1,4,10.4515361985,0,0
surplus_to_deficit_OD,4789,2,3,0.192691388912,0,0
surplus_to_deficit_OD,4789,2,4,10.4515361985,9.96379724854,0.953333276495
surplus_to_deficit_OD,4852,2,1,0.245617197241,0,0
surplus_to_deficit_OD,4852,2,3,2.80405850458,17.8941999754,6.38153588671
surplus_to_deficit_OD,4852,4,1,0.245617197241,0,0
surplus_to_deficit_OD,4852,4,3,1.38901707397,0,0
surplus_to_deficit_OD,4863,2,3,4.01523086566e-05,2.87456468029,71591.5168135
surplus_to_deficit_OD,4863,4,3,4.01523086566e-05,0,0
surplus_to_deficit_OD,4869,2,1,1.97437732639,0,0
surplus_to_deficit_OD,4869,2,3,1.32408036021,0,0
surplus_to_deficit_OD,4869,4,1,1.97437732639,0,0
surplus_to_deficit_OD,4869,4,3,1.32408036021,0,0
surplus_to_deficit_OD,4961,2,1,1.15217517173,0,0
surplus_to_deficit_OD,4961,3,1,1.15217517173,21.1843153458,18.3863668177
surplus_to_deficit_OD,4961,4,1,1.15217517173,0,0
surplus_to_deficit_OD,4985,1,3,2.74272514119,1.92639528321,0.702365415433
surplus_to_deficit_OD,4985,1,4,12.6383666223,1.14630203575,0.0907001727367
surplus_to_deficit_OD,4985,2,3,2.74272514119,0,0
surplus_to_deficit_OD,4985,2,4,12.6383666223,19.5986931843,1.55072991392
surplus_to_deficit_OD,5052,1,4,7.05325191949,0,0
surplus_to_deficit_OD,5052,2,4,9.36363150142,0,0
surplus_to_deficit_OD,5052,3,4,9.36363150142,0,0
surplus_to_deficit_OD,5172,1,3,3.88738478498,0,0
surplus_to_deficit_OD,5172,1,4,1.78181158452,0,0
surplus_to_deficit_OD,5172,2,3,3.88738478498,11.5836676733,2.97980990153
surplus_to_deficit_OD,5172,2,4,1.78181158452,11.8276920841,6.63801503304
surplus_to_deficit_OD,5230,1,3,11.0304299414,0,0
surplus_to_deficit_OD,5230,2,3,11.0304299414,0,0
surplus_to_deficit_OD,5230,4,3,11.0304299414,0,0
surplus_to_deficit_OD,5247,1,2,0.0650934345357,0,0
surplus_to_deficit_OD,5247,3,2,0.738330085795,0,0
surplus_to_deficit_OD,5247,4,2,0.738330085795,0,0
surplus_to_deficit_OD,5254,2,1,8.81031030891,0,0
surplus_to_deficit_OD,5254,2,3,1.92924556664,0,0
surplus_to_deficit_OD,5254,2,4,6.84929149069,0,0
surplus_to_deficit_OD,5255,1,4,4.58871544448,26.4624960604,5.76686359845
surplus_to_deficit_OD,5255,2,4,4.58871544448,15.604973043,3.40072798844
surplus_to_deficit_OD,5255,3,4,2.59405456534,0,0
surplus_to_deficit_OD,5273,2,1,2.15903897035,0,0
surplus_to_deficit_OD,5273,3,1,1.4497002181,2.34950036567,1.62068014913
surplus_to_deficit_OD,5273,4,1,2.15903897035,0,0
surplus_to_deficit_OD,5295,1,3,19.1527115184,0,0
surplus_to_deficit_OD,5295,2,3,19.1527115184,0,0
surplus_to_deficit_OD,5295,4,3,6.69366873774,0,0
surplus_to_deficit_OD,5304,1,2,0.718186107815,0,0
surplus_to_deficit_OD,5304,3,2,0.718186107815,0,0
surplus_to_deficit_OD,5304,4,2,0.718186107815,0,0
surplus_to_deficit_OD,5330,1,4,11.2365750203,4.09942082027,0.364828322944
surplus_to_deficit_OD,5330,2,4,27.2729517733,25.1450016153,0.921975803145
surplus_to_deficit_OD,5330,3,4,11.1703451785,0,0
surplus_to_deficit_OD,5353,2,1,29.5824480537,0,0
surplus_to_deficit_OD,5353,2,3,8.45647953121,2.39203546461,0.282864217407
surplus_to_deficit_OD,5353,4,1,13.2986447427,0,0
