path_id,source_classification,reclassification,terminal_gap_kg,no_movable_surplus_flag,surplus_appeared_too_late_flag,aggregate_capacity_limited_flag,destination_headroom_limited_flag,information_not_yet_revealed_flag,expost_misaligned_but_information_consistent_flag,capacity_available_but_not_used_strict_flag,first_information_consistent_opportunity_relative_hour,strict_information_consistent_unused_opportunity_kg_sum,conservative_expost_nonaligned_but_information_aligned_kg,formal_pairwise_road_block,causal_policy_failure_claim
8041,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,4.01523080242e-05,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
8246,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,0.000730915920506,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
8399,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,19.7256122071,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
8578,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,12.2886315014,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
8612,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,20.605112806,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
8656,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,2.29006001584,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
8883,CANDIDATE_UNDER_DISPATCH_98,CAPACITY_AVAILABLE_BUT_NOT_USED,12.7607475257,False,False,False,False,False,False,True,-24,18.4408628762,0,NO_SUCH_HARD_CONSTRAINT,NO
9272,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,2.53876374667,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
9441,CANDIDATE_UNDER_DISPATCH_98,INFORMATION_NOT_YET_REVEALED,0.0813392488481,False,False,False,False,True,False,False,,0,0,NO_SUCH_HARD_CONSTRAINT,NO
9527,CANDIDATE_UNDER_DISPATCH_98,NOT_IDENTIFIABLE,3.07104422739,False,False,False,False,False,False,False,-8,0.0620810160996,0,NO_SUCH_HARD_CONSTRAINT,NO
