record_type,mechanism,relative_hour,site,N,mean_inventory_minus_target_kg,median_inventory_minus_target_kg,deficit_probability,surplus_probability,path_id,first_observed_deficit_relative_hour,first_observed_simultaneous_deficit_surplus_hour,mismatch_hour_count,observed_hour_count
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-24,1,178,-58.5632673701,-78.5576244788,0.780898876404,0.219101123596,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-24,2,178,2.29726776131,6.20368429885,0.443820224719,0.556179775281,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-24,3,178,5.53747318736,5.69154043698,0.320224719101,0.679775280899,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-24,4,178,-41.2911584533,-32.9640670785,0.859550561798,0.140449438202,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-16,1,200,-32.9067904677,-27.3755176276,0.775,0.225,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-16,2,200,11.7619493076,20.4413955335,0.335,0.665,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-16,3,200,2.87298442485,6.40973723322,0.315,0.685,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-16,4,200,-30.8193164799,-22.8510477842,0.89,0.11,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-8,1,203,-3.81657651673,-3.3453016791,0.581280788177,0.418719211823,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-8,2,203,18.7388139814,21.5521631537,0.241379310345,0.758620689655,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-8,3,203,-1.49211575688,-1.03043218065,0.551724137931,0.448275862069,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-8,4,203,-14.9079567251,-9.77429149069,0.76354679803,0.23645320197,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-4,1,203,11.4538668211,8.75693257953,0.349753694581,0.650246305419,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-4,2,203,23.1836487141,22.0618753777,0.216748768473,0.783251231527,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-4,3,203,-1.34143018374,-1.72663257257,0.556650246305,0.443349753695,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,-4,4,203,-0.568130394303,0.076207963124,0.497536945813,0.502463054187,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,0,1,203,21.9950152923,11.8003987008,0.221674876847,0.753694581281,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,0,2,203,25.6065466367,23.0572831909,0.187192118227,0.812807881773,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,0,3,203,1.19122360013,-4.01523080029e-05,0.502463054187,0.497536945813,,,,,
checkpoint_site_summary,PURE_SPATIAL_MISMATCH,0,4,203,8.20995152744,1.42456884708,0.448275862069,0.551724137931,,,,,
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,11,-39,-37,27,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,16,-23,-21,22,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,24,-31,-27,27,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,55,-31,-31,20,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,61,-39,-8,9,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,152,-31,-1,2,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,156,-47,-34,31,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,182,-4,-4,5,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,202,-39,-37,38,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,216,-39,-37,27,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,222,-31,-31,18,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,230,-39,-26,25,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,272,-47,-18,17,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,282,-23,-13,14,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,285,-39,-39,26,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,289,-39,-35,21,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,313,-47,-43,19,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,439,-31,-27,26,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,462,-31,-29,30,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,467,-31,-1,2,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,484,-31,-27,18,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,488,-31,0,1,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,521,-39,-39,3,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,550,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,634,-39,-35,21,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,643,-31,-18,19,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,657,-31,-31,13,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,664,-31,-31,20,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,749,-23,-23,24,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,783,-39,-4,5,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,806,-31,-31,27,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,825,-23,-10,8,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,869,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,870,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,889,-31,-31,14,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,942,-47,-35,30,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,965,-39,-12,13,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,996,-31,-27,18,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1057,-39,-39,26,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1096,-39,-35,8,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1117,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1130,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1155,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1159,-39,-39,39,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1278,-31,-31,18,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1313,-47,0,1,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1349,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1353,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1364,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1389,-23,-23,12,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1405,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1420,-47,-34,31,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1432,-23,-12,11,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1455,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1459,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1460,-31,-31,14,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1511,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1538,-15,-15,4,16
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1564,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1580,-23,-19,16,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1616,-31,-31,14,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1624,-39,-14,15,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1655,-47,-47,24,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1666,-31,-18,16,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1671,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1674,-47,-34,35,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1696,-47,-17,18,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1710,-47,-36,37,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1719,-47,-43,29,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1743,-31,-29,30,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1761,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1801,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1820,-39,-37,29,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1827,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1847,-31,-31,14,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1897,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,1954,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,1974,-39,-35,18,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2018,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2032,-23,-23,8,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2052,-31,-3,4,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2081,-39,-39,25,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2103,-31,-18,9,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2106,-31,-19,16,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2132,-31,-27,28,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2158,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2165,-47,-47,48,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2180,-47,-47,39,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2219,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2224,-39,-39,15,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2240,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2305,-47,-2,3,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2306,-39,-39,13,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2317,-39,-3,4,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2333,-23,-23,6,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2411,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2414,-31,-29,10,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2419,-31,-27,12,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2420,-39,-6,7,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2422,-47,-34,35,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2425,-39,-39,13,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2467,-31,0,1,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2470,-31,-29,30,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2478,-31,-31,18,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2501,-39,-37,12,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2532,-39,-28,29,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2566,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2623,-23,-23,12,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2632,-23,-23,8,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2674,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2676,-31,-29,12,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2699,-47,-24,25,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2700,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2776,-31,-31,16,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2783,-31,-31,31,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2802,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2813,-31,-31,17,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2824,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2825,-31,-31,15,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2829,-39,-39,18,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2834,-47,-24,18,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2854,-47,-47,48,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2864,-23,-13,14,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2876,-39,-27,28,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2906,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2916,-31,-29,13,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,2937,-31,-27,28,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,2962,-39,0,1,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3005,-31,-31,16,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3013,-39,-37,38,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3070,-31,-20,16,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3129,-39,-39,39,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3136,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3160,-39,-35,36,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3245,-15,-15,16,16
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3247,-39,-26,23,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3269,-47,-8,9,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3272,-31,-31,31,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3273,-39,-39,40,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3381,-31,-31,30,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3428,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3442,-23,-21,11,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3447,-47,-20,21,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3495,-31,-29,30,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3503,-31,-31,27,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3507,-31,-31,16,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3515,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3527,-39,-37,38,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3545,-23,-21,22,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3548,-47,-11,12,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3557,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3660,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3702,-31,-27,28,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3758,-39,-35,36,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3762,-39,-35,12,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3813,-47,-47,48,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3959,-31,-21,22,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3974,-23,-21,13,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,3989,-47,-47,48,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,3997,-23,-12,13,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4012,-31,-31,15,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4059,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4070,-31,-31,14,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4102,-7,-7,6,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4106,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4114,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4120,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4183,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4209,-23,-23,22,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4235,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4321,-39,-26,15,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4326,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4329,-31,-27,8,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4395,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4406,-31,-20,21,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4408,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4434,-31,-20,21,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4448,-31,-29,12,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4473,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4483,-39,-10,11,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4500,-31,-31,31,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4569,-2,-2,3,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4665,-31,-27,28,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4674,-31,-29,20,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4694,-31,-31,22,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4711,-31,-1,2,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4744,-47,-7,7,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4787,-39,-28,29,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4789,-39,-37,37,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4797,-23,-23,12,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4852,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4863,-31,-31,14,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4869,-39,-37,38,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4875,-39,-7,8,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4961,-47,-47,47,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,4962,-39,-37,16,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,4985,-39,-37,38,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5052,-31,-31,32,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5054,-39,-26,27,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5055,-39,-5,6,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5091,-31,-31,14,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5102,-39,-39,22,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5152,-39,-4,5,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5172,-47,-47,48,48
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5212,-39,-2,3,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5230,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5247,-39,-39,30,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5254,-23,-23,12,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5255,-39,-37,24,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5273,-39,-39,31,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5287,-31,-31,13,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5295,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5304,-31,-31,13,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5330,-39,-26,23,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5334,-31,-27,13,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5353,-31,-21,22,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5377,-31,-31,14,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5409,-23,-21,11,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5443,-23,-23,12,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5445,-31,-1,2,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5557,-31,-29,20,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5593,-39,-39,40,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5661,-31,-31,20,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5668,-31,-20,21,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5692,-39,-37,11,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5702,-39,-7,8,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5716,-31,-31,16,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5744,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5763,-47,-14,15,48
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5781,-31,-27,28,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5807,-31,-20,21,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5816,-31,-31,29,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5830,-39,-12,13,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5831,-39,-35,11,40
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,5913,-39,-28,29,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5962,-39,-26,27,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,5984,-31,-31,20,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6018,-23,-21,22,24
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6098,-31,-18,8,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6105,-39,-28,29,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6206,-31,-31,32,32
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6264,-39,-28,24,40
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6266,-31,-4,5,32
path_timing,MIXED_QUANTITY_AND_SPATIAL,,,,,,,,6287,-23,-23,24,24
path_timing,PURE_SPATIAL_MISMATCH,,,,,,,,6312,-31,-31,32,32
