path_id,final_gap_kg,other_site_surplus_at_minus16h_kg,deficit_at_minus16h_kg,remaining_fleet_spare_proxy_minus16h_kg,realized_helpful_HTT_minus16h_kg,realized_total_HTT_minus16h_kg,any_saved_OD_flow_minus16h,fleet_capacity_binding_fraction_minus16h,enough_other_inventory_minus16h,other_site_surplus_at_minus8h_kg,deficit_at_minus8h_kg,remaining_fleet_spare_proxy_minus8h_kg,realized_helpful_HTT_minus8h_kg,realized_total_HTT_minus8h_kg,any_saved_OD_flow_minus8h,fleet_capacity_binding_fraction_minus8h,enough_other_inventory_minus8h,other_site_surplus_at_minus4h_kg,deficit_at_minus4h_kg,remaining_fleet_spare_proxy_minus4h_kg,realized_helpful_HTT_minus4h_kg,realized_total_HTT_minus4h_kg,any_saved_OD_flow_minus4h,fleet_capacity_binding_fraction_minus4h,enough_other_inventory_minus4h,diagnosis,road_accessibility_evidence,od_specific_capacity_evidence
484,12.8920604417,26.2807655441,110.912220891,1821.68648917,41.3852488086,78.5039870212,True,0,False,14.0076358959,29.4672228213,790.309833216,0,37.1187382126,True,0,False,46.7455270686,5.01936982006,376.595547502,0,37.1187382126,True,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
521,3.1532797752,100.230893667,0,2288.45714286,0,0,False,0,True,83.7521789357,0,1129.14285714,0,0,False,0,True,57.5697993109,0,564.571428571,0,0,False,0,True,mixed / unresolved,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
550,4.72735912179,104.272828837,5.68863150142,2102.33625808,0,23.073265734,True,0,True,58.0668036119,18.9756122071,891.212448552,0,23.073265734,True,0,True,76.0920340828,14.7325911746,434.069591409,0,23.073265734,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
634,21.479857364,0,135.579586925,2106.75286364,20.1954064007,52.1804696896,True,0,False,12.2985156271,66.7690306901,1039.51995039,13.138274303,33.241954376,True,0,False,12.8383834627,33.4312781505,532.035548562,0,4.34540381895,True,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
749,21.6322897209,104.272828837,5.68863150142,2428.34285714,0,0,False,0,True,58.0668036119,16.0506122071,1195.88571429,0,0,False,0,True,39.7462397992,34.2292279349,597.942857143,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
806,19.9376965688,36.3569337447,40.7727798048,2157.87996862,3.33550615524,65.3581266178,True,0,False,73.9415285162,9.18550615524,981.499016239,3.33550615524,65.3581266178,True,0,True,124.816022361,0,475.772165213,0,47.6564062151,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
889,0.451125765422,31.9769336444,3.44497404541,2366.17142857,0,0,False,0,True,21.4897410335,14.6638473662,1142.24761905,0,0,False,0,True,45.3282523454,0,571.123809524,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
942,12.1575597952,13.8069970985,109.066573454,1536.00876038,50.857155741,91.41981105,True,0,False,27.1154221419,61.7480044284,698.045222641,30.1186621721,63.8595392637,True,0,False,35.7217244765,47.2432561621,357.593861197,20.8316387646,23.3585197552,True,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
996,0.152263928381,0,84.6314553465,1972.3891547,0.305568543386,40.2584643491,True,0,False,14.1801897944,29.6397767198,956.952380952,0,0,False,0,False,31.9198844321,7.22369473633,478.476190476,0,0,False,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1159,3.74757370849,72.8116522358,76.2700870168,2026.38755745,20.859231211,50.2600616008,True,0,False,78.0863812385,0.435744157045,1020.95238095,0,0,False,0,True,106.907630243,1.72663257257,510.476190476,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1353,16.3180133701,6.40973723322,128.136788795,1856.6630655,8.74973723322,94.4226487831,True,0,False,56.2689864521,63.3281036607,892.156499438,0,31.2720719907,True,0,False,91.3689864521,38.3681036607,454.920704367,0,6.79358134774,True,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1364,0.106525322269,67.7211837051,6.77945909854,2118.67594918,5.71166139664,14.9621460617,True,0,True,38.2635133489,36.8147946731,941.990234891,5.71166139664,14.9621460617,True,0,True,41.6066694239,17.8896992446,469.225705811,0,9.25048466509,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1389,17.5888473662,85.0999655297,0,2436.87619048,0,0,False,0,True,31.9769336444,6.36997404541,1208.68571429,0,0,False,0,True,19.4530950708,30.3453150123,604.342857143,0,0,False,0,False,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1420,30.4721931459,7.42326746802,101.948241261,1692.17698059,15.1490617135,55.9373051201,True,0,False,32.1714312252,66.0694109485,767.012838373,15.1490617135,37.5585901987,True,0,False,41.3649214221,58.5350844089,402.285714286,0,0,False,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1455,15.2742850027,104.272828837,5.68863150142,2358.63425857,7.00307411909,9.36574142711,True,0,True,58.0668036119,18.9756122071,1130.44378238,7.00307411909,9.36574142711,True,0,True,32.7431656801,27.8712232167,569.904761905,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1459,2.59776935609,22.4273273702,97.8605777296,1918.06629114,49.942622678,150.657518379,True,0,False,40.6753003274,55.4815566175,901.905888733,21.866422394,55.0464922189,True,0,False,28.9940591884,21.5320639751,444.081352396,1.21476825564,34.3948380806,True,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1460,1.18674861547,31.9769336444,3.44497404541,2365.86666667,0,0,False,0,True,21.4897410335,20.5138473662,1176.38095238,0,0,False,0,True,49.6172694947,0,588.19047619,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1511,15.4280676311,58.0668036119,18.9756122071,2297.2952381,0,0,False,0,True,41.942415194,30.4072897209,1107.80952381,0,0,False,0,True,58.2349111923,11.8810267735,553.904761905,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1538,7.04662888354,4.88838764102,19.0862566377,2463.08571429,0,0,False,0,False,60.6712028657,0,1183.08571429,0,0,False,0,True,34.4888232409,0,591.542857143,0,0,False,0,True,mixed / unresolved,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1564,2.26693593943,22.8941964277,143.547631209,1801.21847456,75.2076807363,124.267239729,True,0,False,80.4333412389,80.9667760199,802.538481641,46.0760285005,56.890089788,True,0,False,72.4724300282,13.8307475194,429.714285714,0,0,False,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1616,4.0152308042e-05,31.9769336444,3.44497404541,2359.16190476,0,0,False,0,True,21.4897410335,14.6638473662,1150.47619048,0,0,False,0,True,41.6446526131,0,575.238095238,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1624,40.7609641599,0,130.128978064,1746.85298874,15.7565904624,62.5184398302,True,0,False,33.6845412729,82.7044474744,867.634257422,15.7565904624,23.7943140061,True,0,False,36.9941347132,52.1364205395,445.714285714,0,0,False,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1671,60.6412843767,22.8941964277,146.472631209,1816.32779127,15.3882323314,39.6722087332,True,0,False,56.2011975611,98.6705604797,755.756362695,15.3882323314,39.6722087332,True,0,False,91.6193125387,77.3403432407,397.714285714,0,0,False,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1674,26.8452842743,20.4413955335,111.082843068,1615.44894348,0.753166157049,38.7986755713,True,0,False,34.4912070295,75.772463906,723.106086333,0.753166157049,38.7986755713,True,0,False,41.4026318236,60.9793453098,349.041360535,0.753166157049,31.9110204177,True,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1710,39.3323593221,60.6072068522,43.7368443878,1631.28425427,14.3321184666,120.487174304,True,0,True,92.4781553891,14.9807988554,757.827450573,11.6736505063,101.601120856,True,0,True,114.459291284,14.6936832472,328.113164859,11.6736505063,101.601120856,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1719,8.19720660409,12.2985156271,66.7690306901,1581.66323821,21.9437935725,54.9081903643,True,0,False,27.7856749424,21.6291959361,784.588231558,0,10.8403398702,True,0,True,56.435053995,13.397709913,397.714285714,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1743,1.32236497081,34.1815333316,127.572422849,1821.70519642,55.9105901246,85.4948035807,True,0,False,66.4746703156,73.0058105727,862.381750215,42.2005404135,55.5611069282,True,0,False,60.5053126193,13.1513912865,458.971428571,0,0,False,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1897,10.4544590985,38.2635133489,36.8147946731,2378.66666667,0,0,False,0,True,25.8697424794,46.1270897353,1176.38095238,0,0,False,0,False,41.9175436808,14.635442821,588.19047619,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
1974,9.73166975472,0,132.654586925,2011.04108226,3.28372575254,44.2732034522,True,0,False,7.83911847034,59.3846335333,895.917452155,3.28372575254,22.0254049876,True,0,False,28.7991214786,24.9984174603,450.298670104,0,8.67275846713,True,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2018,9.74332144299,59.1844493425,89.6291302512,1927.83627885,41.1209527659,63.4780068642,True,0,False,84.9959455177,46.2687580054,828.864850279,41.1209527659,63.4780068642,True,0,True,108.742201589,16.1299524867,446.171428571,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2032,2.4550681526,60.6712028657,0,2106.60292474,0,23.073265734,True,0,True,8.22482581855,7.04662888354,891.212448552,0,23.073265734,True,0,True,23.4464484384,0,434.069591409,0,23.073265734,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2081,28.0501041863,0,214.456369134,1838.15910775,23.0039020079,62.0313684421,True,0,False,7.60195100393,126.575897503,778.131080045,23.0039020079,49.2974913838,True,0,False,0,58.9139464988,413.714285714,0,0,False,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2132,15.3067768444,12.9558592197,97.5873145662,1957.6437624,0,17.2133804541,True,0,False,30.9655436078,61.4960878348,914.285714286,0,0,False,0,False,45.1602954044,21.8057780416,457.142857143,0,0,False,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2158,9.36363150142,58.0668036119,16.0506122071,2340.26666667,0,0,False,0,True,41.942415194,27.4822897209,1150.78095238,0,0,False,0,True,60.2580997119,8.95602677345,575.39047619,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2180,52.7482677333,14.1482336948,156.270530966,1730.17285983,19.9569961304,20.6842830256,True,0,False,15.4330967109,96.9283999129,758.31814097,4.38314356292,5.11043045809,True,0,False,42.6468557946,68.8314112962,376.603855256,4.38314356292,5.11043045809,True,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2219,0.160254347448,72.8116522358,76.2700870168,1821.12558624,26.6951696053,65.9601280454,True,0,False,85.1111654113,7.46052832989,834.962548059,0,24.46602337,True,0,True,115.764663377,4.23640592054,425.134133602,0,4.58015211259,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2224,0.317177985377,181.951022361,0,2116.68332636,0,33.7166736354,True,0,True,263.060094223,0,1038.62857143,0,0,False,0,True,274.902714599,0,519.314285714,0,0,False,0,True,mixed / unresolved,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2240,9.40479788794,48.6142202224,63.4204765125,2106.49697698,20.9045477691,64.9315944492,True,0,False,77.2502943901,22.8846822592,984.864472821,17.965623356,61.9926700362,True,0,True,124.042102652,15.7914289316,523.428571429,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2306,0.483185378588,171.769629795,0,2279.27388843,0,2.78325442567,True,0,True,132.758701658,0,1137.02626938,0,2.78325442567,True,0,True,106.576322033,0,569.904761905,0,0,False,0,True,mixed / unresolved,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2422,25.5608417987,20.4413955335,111.082843068,1487.91792752,28.1937346466,71.2439772419,True,0,False,21.3212219064,51.3356753721,714.767247123,12.5319461127,47.1375147817,True,0,False,31.704325181,49.8577800127,380.952380952,0,0,False,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2425,0.0813392488481,21.4897410335,14.6638473662,2350.46975634,1.37254457604,2.29214842206,True,0,True,71.5549655297,0,1148.18404205,1.37254457604,2.29214842206,True,0,True,45.3725859049,0,573.79306713,1.37254457604,1.44502810789,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2470,18.3513795213,34.1815333316,127.572422849,1551.58143328,50.0135563631,94.132852437,True,0,False,48.1672593106,72.3862804072,630.038456907,36.303506652,64.8186859499,True,0,False,57.5768453635,27.9108048703,347.428571429,0,0,False,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2532,9.91390648182,6.77796116935,59.3331443097,1884.46083341,6.19926175956,66.6248808797,True,0,False,57.6427648103,29.0888760883,897.429222504,0,25.999348925,True,0,True,90.6568965677,11.2089228528,452.458974159,0,9.25531155565,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2623,16.9713339115,85.0999655297,0,2403.95391512,0,0.617513454709,True,0,True,31.9769336444,6.36997404541,1175.76343893,0,0.617513454709,True,0,True,18.8355816161,29.7278015576,588.19047619,0,0,False,0,False,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2632,19.9710287696,60.6712028657,0,2177.38410182,0.731854756653,29.7016124647,True,0,True,8.22482581855,7.04662888354,957.726958964,0.731854756653,29.7016124647,True,0,True,23.4464484384,0,464.744528006,0,28.9697577081,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2674,1.57965252942,47.0001560606,119.630459263,1906.01703152,65.2496646151,90.7829684767,True,0,False,88.2279102915,46.1902791408,941.510465459,26.6301235881,27.6323916843,True,0,True,102.944740542,7.02204780146,484.571428571,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2699,48.7593773146,21.288763722,144.492682793,1567.52808748,5.57843057667,30.643341089,True,0,False,35.3510655217,90.4299490883,726.431622607,0,4.99694882118,True,0,False,49.1157162063,81.9263482695,365.714285714,0,0,False,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2700,37.3953966509,6.40973723322,128.136788795,2054.83025764,17.2267946849,51.6840280711,True,0,False,7.3673852167,59.9225683571,945.408329437,14.8772943192,49.3345277055,True,0,False,53.0628099767,48.1019111335,497.371428571,0,0,False,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2776,4.0152308042e-05,31.9769336444,6.36997404541,2308.75698537,0,1.03349081966,True,0,True,16.5562502138,25.3303565466,1150.47619048,0,0,False,0,False,25.0111617935,0,575.238095238,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2783,2.07426074492,0,134.92625629,1928.79464685,24.1644420284,46.0624960059,True,0,False,22.0531210789,87.807508948,890.121272257,24.1644420284,24.1644420284,True,0,False,30.4241470266,42.2934733059,438.654594136,18.4882630072,18.4882630072,True,0,False,没有足够可搬库存,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2802,9.36363150142,58.0668036119,18.9756122071,2400.3047619,0,0,False,0,True,41.942415194,24.5572897209,1167.84761905,0,0,False,0,True,77.3847172806,11.8810267735,583.923809524,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2824,0.611948829209,58.0668036119,16.0506122071,2332.1346585,11.6682314397,24.8939129243,True,0,True,41.942415194,21.6322897209,1099.67751565,11.6682314397,24.8939129243,True,0,True,82.1247080325,6.99857987291,562.285714286,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2825,0.972194649057,31.9769336444,6.36997404541,2365.86666667,0,0,False,0,True,21.4897410335,23.4388473662,1176.38095238,0,0,False,0,False,47.4974981164,0,588.19047619,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2834,6.86471802776,1.27932461143,85.4723155447,1524.86454036,26.0683844281,76.9640310648,True,0,False,28.0756801781,23.8020187476,745.338090927,8.33769100746,59.2333376441,True,0,True,70.9919553603,14.9238085896,378.950283023,0,23.3354312627,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2854,5.51726025871,143.621330163,65.9706930811,1907.14771497,47.6511262167,57.3475231228,True,0,True,148.379321228,10.1016900773,1007.03181676,11.5404204526,13.9205641891,True,0,True,121.049760124,14.0806720837,507.85408242,2.62210805581,2.62210805581,True,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2906,15.4280676311,41.942415194,21.6322897209,2309.79047619,0,0,False,0,True,59.8424998578,6.43863150142,1150.47619048,0,0,False,0,True,47.9697391629,9.17676378023,575.238095238,0,0,False,0,True,有库存也有系统HTT空间但未充分调运（道路可达性未保存，属候选诊断）,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
2937,0.0526928605788,12.9558592197,97.5873145662,1843.64715578,7.48229409718,18.7528442208,True,0,False,37.8151707225,53.2747576479,745.302495963,7.48229409718,18.1260754659,True,0,False,52.7489586089,12.9653770731,371.070504346,0,10.6437813687,True,0,True,有库存但出现得太晚,NOT_AVAILABLE_FROM_SAVED_DATA,NOT_AVAILABLE_FROM_SAVED_DATA
