arm,penalty,path_id,stage,state_id,hurricane_a,hurricane_loc,hurricane_lf,beta,hour_in_stage,global_hour,site,electrical_bus,tariff_yuan_per_kwh,ordinary_demand_kg,ordinary_served_kg,ordinary_shortage_kg,H2_production_kg,P_EL_kW,pv_available_kw,pv_used_kw,root_grid_import,site_voltage_pu,begin_inventory_kg,inventory_before_HTT_kg,end_inventory_kg,HTT_in_kg,HTT_out_kg,begin_inventory_source,inventory_before_HTT_source,end_inventory_source,electrolyzer_capacity_binding,storage_capacity_binding,end_hour,relative_hour,pmax_kw,utilization,case_type,final_target_kg,min_voltage_pu,min_voltage_bus,max_line_loading_pct,total_HTT_kg
Arm-A,1000,1101,1,81,2,4,1,0,4,4,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3400.000815,0.918688326453,31.489235054,33.6310104569,33.6310104569,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-36,120,1,surplus_gt200_typical,0,0.918688326453,18,0.628296863943,0
Arm-A,1000,1101,1,81,2,4,1,0,4,4,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3400.000815,0.932773406127,40.7556467249,43.4199131946,43.4199131946,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-36,150,1,surplus_gt200_typical,7.91030645811,0.918688326453,18,0.628296863943,0
Arm-A,1000,1101,1,81,2,4,1,0,5,5,1,24,0.32,0.930941096818,0.930941096818,0,5.85,300,0,0,3366.001135,0.976174278958,79.1172043028,84.036263206,84.036263206,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-35,300,1,surplus_gt200_typical,3.27305014181,0.919490186928,18,0.621671195978,0
Arm-A,1000,1101,1,81,2,4,1,0,5,5,2,14,0.32,1.24223602484,1.24223602484,0,3.9,200,0,0,3366.001135,0.925960616192,64.3553429076,67.0131068827,67.0131068827,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-35,200,1,surplus_gt200_typical,0,0.919490186928,18,0.621671195978,0
Arm-A,1000,1101,1,81,2,4,1,0,5,5,3,18,0.32,0.198224597087,0.198224597087,0,2.34,120,0,0,3366.001135,0.919490186928,33.6310104569,35.7727858598,35.7727858598,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-35,120,1,surplus_gt200_typical,0,0.919490186928,18,0.621671195978,0
Arm-A,1000,1101,1,81,2,4,1,0,5,5,4,31,0.32,0.521467060664,0.521467060664,0,2.925,150,0,0,3366.001135,0.933521183292,43.4199131946,45.8234461339,45.8234461339,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-35,150,1,surplus_gt200_typical,7.91030645811,0.919490186928,18,0.621671195978,0
Arm-A,1000,1101,1,81,2,4,1,0,6,6,1,24,0.36,1.86188219364,1.86188219364,0,5.85,300,0,0,3288.000995,0.976734462797,84.036263206,88.0243810124,88.0243810124,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-34,300,1,surplus_gt200_typical,3.27305014181,0.921327132775,18,0.606474197242,0
Arm-A,1000,1101,1,81,2,4,1,0,6,6,2,14,0.36,3.03105590062,3.03105590062,0,3.9,200,0,0,3288.000995,0.927672820852,67.0131068827,67.8820509821,67.8820509821,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-34,200,1,surplus_gt200_typical,0,0.921327132775,18,0.606474197242,0
Arm-A,1000,1101,1,81,2,4,1,0,6,6,3,18,0.36,0.396449194174,0.396449194174,0,2.34,120,0,0,3288.000995,0.921327132775,35.7727858598,37.7163366656,37.7163366656,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-34,120,1,surplus_gt200_typical,0,0.921327132775,18,0.606474197242,0
Arm-A,1000,1101,1,81,2,4,1,0,6,6,4,31,0.36,1.04293412133,1.04293412133,0,2.925,150,0,0,3288.000995,0.935234432099,45.8234461339,47.7055120126,47.7055120126,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-34,150,1,surplus_gt200_typical,7.91030645811,0.921327132775,18,0.606474197242,0
Arm-A,1000,1101,1,81,2,4,1,0,7,7,1,24,0.45,4.31956668923,4.31956668923,0,5.85,300,0,0,3232.001085,0.977136446646,88.0243810124,89.5548143231,89.5548143231,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-33,300,1,surplus_gt200_typical,3.27305014181,0.922643705772,18,0.595566498652,0
Arm-A,1000,1101,1,81,2,4,1,0,7,7,2,14,0.45,3.78881987578,3.78881987578,0,3.9,200,0,0,3232.001085,0.928900145494,67.8820509821,67.9932311063,67.9932311063,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-33,200,1,surplus_gt200_typical,0,0.922643705772,18,0.595566498652,0
Arm-A,1000,1101,1,81,2,4,1,0,7,7,3,18,0.45,0.792898388348,0.792898388348,0,2.34,120,0,0,3232.001085,0.922643705772,37.7163366656,39.2634382773,39.2634382773,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-33,120,1,surplus_gt200_typical,0,0.922643705772,18,0.595566498652,0
Arm-A,1000,1101,1,81,2,4,1,0,7,7,4,31,0.45,2.08586824266,2.08586824266,0,2.925,150,0,0,3232.001085,0.936462519745,47.7055120126,48.5446437699,48.5446437699,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-33,150,1,surplus_gt200_typical,7.91030645811,0.922643705772,18,0.595566498652,0
Arm-A,1000,1101,1,81,2,4,1,0,8,8,1,24,0.58,5.39945836154,5.39945836154,0,5.85,300,0,0,3080.000815,0.977126469102,89.5548143231,90.0053559616,90.0053559616,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-32,300,1,surplus_gt200_typical,3.27305014181,0.936536355506,33,0.580652163306,0
Arm-A,1000,1101,1,81,2,4,1,0,8,8,2,14,0.58,3.03105590062,3.03105590062,0,0,0,0,0,3080.000815,0.941683950077,67.9932311063,64.9621752057,64.9621752057,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-32,200,0,surplus_gt200_typical,0,0.936536355506,33,0.580652163306,0
Arm-A,1000,1101,1,81,2,4,1,0,8,8,3,18,0.58,1.5857967767,1.5857967767,0,0,0,0,0,3080.000815,0.937958455296,39.2634382773,37.6776415006,37.6776415006,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-32,120,0,surplus_gt200_typical,0,0.936536355506,33,0.580652163306,0
Arm-A,1000,1101,1,81,2,4,1,0,8,8,4,31,0.58,2.60733530332,2.60733530332,0,2.925,150,0,0,3080.000815,0.93736685999,48.5446437699,48.8623084666,48.8623084666,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-32,150,1,surplus_gt200_typical,7.91030645811,0.936536355506,33,0.580652163306,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,1,9,1,24,0.68,4.31956668923,4.31956668923,0,0,0,2.9938,2.9938,2964.025855,0.978978071796,90.0053559616,85.6857892724,85.6857892724,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-31,300,0,surplus_gt200_typical,3.27305014181,0.933695183383,18,0.581668365163,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,1,9,2,14,0.68,1.55279503106,1.55279503106,0,0,0,2.9938,2.9938,2964.025855,0.937861977187,64.9621752057,63.4093801746,63.4093801746,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-31,200,0,surplus_gt200_typical,0,0.933695183383,18,0.581668365163,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,1,9,3,18,0.68,1.70473153495,1.70473153495,0,0,0,2.9938,2.9938,2964.025855,0.933695183383,37.6776415006,35.9729099656,35.9729099656,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-31,120,0,surplus_gt200_typical,0,0.933695183383,18,0.581668365163,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,1,9,4,31,0.68,2.08586824266,2.08586824266,0,0,0,2.9938,2.9938,2964.025855,0.937150630562,48.8623084666,46.776440224,46.776440224,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-31,150,0,surplus_gt200_typical,7.91030645811,0.933695183383,18,0.581668365163,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,2,10,1,24,0.74,2.32735274204,2.32735274204,0,0,0,8.6468,8.6468,2941.413855,0.979111005617,85.6857892724,83.3584365303,83.3584365303,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-30,300,0,surplus_gt200_typical,3.27305014181,0.934506838152,18,0.578471101036,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,2,10,2,14,0.74,1.24223602484,1.24223602484,0,0,0,8.6468,8.6468,2941.413855,0.938543832496,63.4093801746,62.1671441498,62.1671441498,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-30,200,0,surplus_gt200_typical,0,0.934506838152,18,0.578471101036,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,2,10,3,18,0.74,1.36378522796,1.36378522796,0,0,0,8.6468,8.6468,2941.413855,0.934506838152,35.9729099656,34.6091247377,34.6091247377,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-30,120,0,surplus_gt200_typical,0,0.934506838152,18,0.578471101036,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,2,10,4,31,0.74,1.30366765166,1.30366765166,0,0,0,8.6468,8.6468,2941.413855,0.937559696081,46.776440224,45.4727725723,45.4727725723,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-30,150,0,surplus_gt200_typical,7.91030645811,0.934506838152,18,0.578471101036,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,3,11,1,24,0.78,1.86188219364,1.86188219364,0,0,0,18.9976,18.9976,3057.01027,0.978229512459,83.3584365303,81.4965543367,81.4965543367,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-29,300,0,surplus_gt200_typical,3.27305014181,0.932348215698,18,0.603408379471,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,3,11,2,14,0.78,1.24223602484,1.24223602484,0,0,0,18.9976,18.9976,3057.01027,0.936386110775,62.1671441498,60.924908125,60.924908125,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-29,200,0,surplus_gt200_typical,0,0.932348215698,18,0.603408379471,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,3,11,3,18,0.78,0.852365767474,0.852365767474,0,0,0,18.9976,18.9976,3057.01027,0.932348215698,34.6091247377,33.7567589702,33.7567589702,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-29,120,0,surplus_gt200_typical,0,0.932348215698,18,0.603408379471,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,3,11,4,31,0.78,1.04293412133,1.04293412133,0,0,0,18.9976,18.9976,3057.01027,0.934867934583,45.4727725723,44.429838451,44.429838451,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-29,150,0,surplus_gt200_typical,7.91030645811,0.932348215698,18,0.603408379471,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,4,12,1,24,0.82,1.86188219364,1.86188219364,0,0,0,34.8842,34.8842,3105.46369,0.977800408747,81.4965543367,79.634672143,79.634672143,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-28,300,0,surplus_gt200_typical,3.27305014181,0.932029559841,18,0.616442690195,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,4,12,2,14,0.82,1.39751552795,1.39751552795,0,0,0,34.8842,34.8842,3105.46369,0.935872485773,60.924908125,59.527392597,59.527392597,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-28,200,0,surplus_gt200_typical,0,0.932029559841,18,0.616442690195,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,4,12,3,18,0.82,0.792898388348,0.792898388348,0,0,0,34.8842,34.8842,3105.46369,0.932029559841,33.7567589702,32.9638605818,32.9638605818,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-28,120,0,surplus_gt200_typical,0,0.932029559841,18,0.616442690195,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,4,12,4,31,0.82,1.23066226317,1.23066226317,0,0,0,34.8842,34.8842,3105.46369,0.933560922939,44.429838451,43.1991761878,43.1991761878,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-28,150,0,surplus_gt200_typical,7.91030645811,0.932029559841,18,0.616442690195,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,5,13,1,24,0.86,2.32735274204,2.32735274204,0,0,0,43.9456,43.9456,3125.218,0.977612117958,79.634672143,77.307319401,77.307319401,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-27,300,0,surplus_gt200_typical,3.27305014181,0.931940611514,33,0.622353244389,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,5,13,2,14,0.86,1.67701863354,1.67701863354,0,0,0,43.9456,43.9456,3125.218,0.935750794045,59.527392597,57.8503739635,57.8503739635,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-27,200,0,surplus_gt200_typical,0,0.931940611514,33,0.622353244389,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,5,13,3,18,0.86,0.792898388348,0.792898388348,0,0,0,43.9456,43.9456,3125.218,0.932031097679,32.9638605818,32.1709621935,32.1709621935,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-27,120,0,surplus_gt200_typical,0,0.931940611514,33,0.622353244389,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,5,13,4,31,0.86,1.53832782896,1.53832782896,0,0,0,43.9456,43.9456,3125.218,0.932988021271,43.1991761878,41.6608483588,41.6608483588,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-27,150,0,surplus_gt200_typical,7.91030645811,0.931940611514,33,0.622353244389,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,6,14,1,24,0.88,2.79282329045,2.79282329045,0,0,0,67.001,67.001,3133.996105,0.977430553788,77.307319401,74.5144961105,74.5144961105,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-26,300,0,surplus_gt200_typical,3.27305014181,0.931362178717,33,0.62933135308,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,6,14,2,14,0.88,1.95652173913,1.95652173913,0,0,0,67.001,67.001,3133.996105,0.936342889847,57.8503739635,55.8938522243,55.8938522243,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-26,200,0,surplus_gt200_typical,0,0.931362178717,33,0.62933135308,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,6,14,3,18,0.88,0.991122985435,0.991122985435,0,0,0,67.001,67.001,3133.996105,0.932999291692,32.1709621935,31.1798392081,31.1798392081,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-26,120,0,surplus_gt200_typical,0,0.931362178717,33,0.62933135308,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,6,14,4,31,0.88,1.84599339475,1.84599339475,0,0,0,67.001,67.001,3133.996105,0.932442286835,41.6608483588,39.8148549641,39.8148549641,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-26,150,0,surplus_gt200_typical,7.91030645811,0.931362178717,33,0.62933135308,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,7,15,1,24,0.8,3.25829383886,3.25829383886,0,0,0,77.1168,77.1168,2992.5332,0.978392990494,74.5144961105,71.2562022717,71.2562022717,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-25,300,0,surplus_gt200_typical,3.27305014181,0.934351791079,33,0.603966417261,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,7,15,2,14,0.8,2.48447204969,2.48447204969,0,0,0,77.1168,77.1168,2992.5332,0.93975377079,55.8938522243,53.4093801746,53.4093801746,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-25,200,0,surplus_gt200_typical,0,0.934351791079,33,0.603966417261,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,7,15,3,18,0.8,1.18934758252,1.18934758252,0,0,0,77.1168,77.1168,2992.5332,0.936792217772,31.1798392081,29.9904916255,29.9904916255,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-25,120,0,surplus_gt200_typical,0,0.934351791079,33,0.603966417261,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,7,15,4,31,0.8,2.15365896054,2.15365896054,0,0,0,77.1168,77.1168,2992.5332,0.935396500924,39.8148549641,37.6611960036,37.6611960036,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-25,150,0,surplus_gt200_typical,7.91030645811,0.934351791079,33,0.603966417261,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,8,16,1,24,0.72,3.72376438727,3.72376438727,0,0,0,66.483,66.483,3035.0684,0.978142731522,71.2562022717,67.5324378844,67.5324378844,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-24,300,0,surplus_gt200_typical,3.27305014181,0.93357950955,33,0.609833785051,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,8,16,2,14,0.72,3.10559006211,3.10559006211,0,0,0,66.483,66.483,3035.0684,0.938472382903,53.4093801746,50.3037901125,50.3037901125,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-24,200,0,surplus_gt200_typical,0,0.93357950955,33,0.609833785051,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,8,16,3,18,0.72,1.38757217961,1.38757217961,0,0,0,66.483,66.483,3035.0684,0.935268569447,29.9904916255,28.6029194459,28.6029194459,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-24,120,0,surplus_gt200_typical,0,0.93357950955,33,0.609833785051,0
Arm-A,1000,1101,2,98,2,6,2,0.0269047619048,8,16,4,31,0.72,2.08586824266,2.08586824266,0,0,0,66.483,66.483,3035.0684,0.934625082639,37.6611960036,35.5753277609,35.5753277609,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-24,150,0,surplus_gt200_typical,7.91030645811,0.93357950955,33,0.609833785051,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,1,17,1,24,0.7,5.02708192282,5.02708192282,0,0,0,54.6124,54.6124,3048.55112,0.978107087434,67.5324378844,62.5053559616,62.5053559616,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-23,300,0,surplus_gt200_typical,3.27305014181,0.933475249017,33,0.609752454972,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,1,17,2,14,0.7,2.7950310559,2.7950310559,0,0,0,54.6124,54.6124,3048.55112,0.937777793161,50.3037901125,47.5087590566,47.5087590566,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-23,200,0,surplus_gt200_typical,0,0.933475249017,33,0.609752454972,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,1,17,3,18,0.7,1.5857967767,1.5857967767,0,0,0,54.6124,54.6124,3048.55112,0.93435386433,28.6029194459,27.0171226692,27.0171226692,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-23,120,0,surplus_gt200_typical,0,0.933475249017,33,0.609752454972,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,1,17,4,31,0.7,2.60733530332,2.60733530332,0,0,0,54.6124,54.6124,3048.55112,0.934510174314,35.5753277609,32.9679924576,32.9679924576,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-23,150,0,surplus_gt200_typical,7.91030645811,0.933475249017,33,0.609752454972,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,2,18,1,24,0.78,4.52437373053,4.52437373053,0,0,0,35.5048,35.5048,2990.98147,0.978617935866,62.5053559616,57.9809822311,57.9809822311,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-22,300,0,surplus_gt200_typical,3.27305014181,0.934719750392,18,0.594145478116,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,2,18,2,14,0.78,1.86335403727,1.86335403727,0,0,0,35.5048,35.5048,2990.98147,0.938378923913,47.5087590566,45.6454050194,45.6454050194,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-22,200,0,surplus_gt200_typical,0,0.934719750392,18,0.594145478116,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,2,18,3,18,0.78,2.47780746359,2.47780746359,0,0,0,35.5048,35.5048,2990.98147,0.934719750392,27.0171226692,24.5393152056,24.5393152056,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-22,120,0,surplus_gt200_typical,0,0.934719750392,18,0.594145478116,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,2,18,4,31,0.78,2.34660177299,2.34660177299,0,0,0,35.5048,35.5048,2990.98147,0.936064849523,32.9679924576,30.6213906846,30.6213906846,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-22,150,0,surplus_gt200_typical,7.91030645811,0.934719750392,18,0.594145478116,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,3,19,1,24,0.92,3.01624915369,3.01624915369,0,0,0,10.5576,10.5576,3168.77041,0.977471414179,57.9809822311,54.9647330774,54.9647330774,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-21,300,0,surplus_gt200_typical,3.27305014181,0.929315773171,18,0.623456393278,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,3,19,2,14,0.92,1.24223602484,1.24223602484,0,0,0,10.5576,10.5576,3168.77041,0.933667463683,45.6454050194,44.4031689945,44.4031689945,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-21,200,0,surplus_gt200_typical,0,0.929315773171,18,0.623456393278,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,3,19,3,18,0.92,2.23002671723,2.23002671723,0,0,0,10.5576,10.5576,3168.77041,0.929315773171,24.5393152056,22.3092884884,22.3092884884,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-21,120,0,surplus_gt200_typical,0,0.929315773171,18,0.623456393278,0
Arm-A,1000,1101,3,75,2,3,3,0.0438095238095,3,19,4,31,0.92,1.56440118199,1.56440118199,0,0,0,10.5576,10.5576,3168.77041,0.93254032153,30.6213906846,29.0569895026,29.0569895026,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-21,150,0,surplus_gt200_typical,7.91030645811,0.929315773171,18,0.623456393278,0
