N,base_seed,derived_seed,a0,loc0,lfw0,stage,stage_index,distribution_type,max_abs_error,total_variation_distance,support_size
2000,20260721,20261721,2,1,0,W3,3,loc,0.00868813565891471,0.0232935465735984,13
2000,20260721,20261721,2,1,0,W3,3,lfw,0.018995,0.02438,4
2000,20260721,20261721,2,1,0,W3,3,joint,0.00610711595602855,0.0761293263585091,312
5000,20260721,20261721,2,1,0,W1,1,intensity,0.00180000000000002,0.00200000000000001,6
5000,20260721,20261721,2,1,0,W1,1,loc,0.0086,0.00999999999999999,13
5000,20260721,20261721,2,1,0,W1,1,lfw,0.0068,0.00680000000000002,4
5000,20260721,20261721,2,1,0,W1,1,joint,0.00683959999999999,0.0273009,312
5000,20260721,20261721,2,1,0,W2,2,intensity,0.00361900000000015,0.0048803333333334,6
5000,20260721,20261721,2,1,0,W2,2,loc,0.00864689922480626,0.0167548449612403,13
5000,20260721,20261721,2,1,0,W2,2,lfw,0.0111,0.0127,4
5000,20260721,20261721,2,1,0,W2,2,joint,0.00709765875892474,0.0467470966463111,312
5000,20260721,20261721,2,1,0,W3,3,intensity,0.00875482344444456,0.00882872955555562,6
5000,20260721,20261721,2,1,0,W3,3,loc,0.0114918757267441,0.0207504223003425,13
5000,20260721,20261721,2,1,0,W3,3,lfw,0.012097,0.01668,4
5000,20260721,20261721,2,1,0,W3,3,joint,0.0037460106428104,0.0468836443929977,312
10000,20260721,20261721,2,1,0,W1,1,intensity,0.00379999999999991,0.00439999999999997,6
10000,20260721,20261721,2,1,0,W1,1,loc,0.00439999999999999,0.00689999999999996,13
10000,20260721,20261721,2,1,0,W1,1,lfw,0.00339999999999996,0.00339999999999998,4
10000,20260721,20261721,2,1,0,W1,1,joint,0.00376499999999999,0.0172319,312
10000,20260721,20261721,2,1,0,W2,2,intensity,0.00428099999999987,0.00567433333333328,6
10000,20260721,20261721,2,1,0,W2,2,loc,0.00544689922480625,0.0153612403100776,13
10000,20260721,20261721,2,1,0,W2,2,lfw,0.00460000000000005,0.00550000000000002,4
10000,20260721,20261721,2,1,0,W2,2,joint,0.0045385085718575,0.0336281039700033,312
10000,20260721,20261721,2,1,0,W3,3,intensity,0.00163232466666663,0.00167851799999992,6
10000,20260721,20261721,2,1,0,W3,3,loc,0.00829187572674414,0.0150602514985578,13
10000,20260721,20261721,2,1,0,W3,3,lfw,0.00619700000000001,0.00838000000000002,4
10000,20260721,20261721,2,1,0,W3,3,joint,0.00329498955480917,0.0378950854417913,312
500,20260721,20262721,2,2,0,W1,1,intensity,0.02,0.02,6
500,20260721,20262721,2,2,0,W1,1,loc,0.022,0.04,13
500,20260721,20262721,2,2,0,W1,1,lfw,0.026,0.026,4
500,20260721,20262721,2,2,0,W1,1,joint,0.020765,0.0911084,312
500,20260721,20262721,2,2,0,W2,2,intensity,0.034338,0.0343379999999999,6
500,20260721,20262721,2,2,0,W2,2,loc,0.0244672480620155,0.0601916666666667,13
500,20260721,20262721,2,2,0,W2,2,lfw,0.0331,0.0331,4
500,20260721,20262721,2,2,0,W2,2,joint,0.0159201789211249,0.16083785209006,312
500,20260721,20262721,2,2,0,W3,3,intensity,0.0230323246666667,0.0230323246666666,6
500,20260721,20262721,2,2,0,W3,3,loc,0.0216469033542906,0.0548698672201902,13
500,20260721,20262721,2,2,0,W3,3,lfw,0.022115,0.025898,4
500,20260721,20262721,2,2,0,W3,3,joint,0.0160721591497554,0.152728709024255,312
1000,20260721,20262721,2,2,0,W1,1,intensity,0.016,0.016,6
1000,20260721,20262721,2,2,0,W1,1,loc,0.00999999999999995,0.023,13
1000,20260721,20262721,2,2,0,W1,1,lfw,0.018,0.018,4
1000,20260721,20262721,2,2,0,W1,1,joint,0.0141826,0.066333,312
1000,20260721,20262721,2,2,0,W2,2,intensity,0.0267809999999998,0.0295993333333332,6
1000,20260721,20262721,2,2,0,W2,2,loc,0.0248,0.040578488372093,13
1000,20260721,20262721,2,2,0,W2,2,lfw,0.0251,0.0251,4
1000,20260721,20262721,2,2,0,W2,2,joint,0.0111159598448125,0.106612077605111,312
1000,20260721,20262721,2,2,0,W3,3,intensity,0.0200323246666667,0.0220250771111111,6
1000,20260721,20262721,2,2,0,W3,3,loc,0.0206469033542906,0.0383939806687826,13
1000,20260721,20262721,2,2,0,W3,3,lfw,0.013995,0.013995,4
1000,20260721,20262721,2,2,0,W3,3,joint,0.0093275133528098,0.110471700164336,312
2000,20260721,20262721,2,2,0,W1,1,intensity,0.00349999999999995,0.00349999999999997,6
2000,20260721,20262721,2,2,0,W1,1,loc,0.015,0.0245,13
2000,20260721,20262721,2,2,0,W1,1,lfw,0.01,0.01,4
2000,20260721,20262721,2,2,0,W1,1,joint,0.00938999999999998,0.0485596,312
2000,20260721,20262721,2,2,0,W2,2,intensity,0.00978099999999993,0.0112593333333333,6
2000,20260721,20262721,2,2,0,W2,2,loc,0.00879999999999997,0.0187916666666667,13
2000,20260721,20262721,2,2,0,W2,2,lfw,0.0166000000000001,0.0166,4
2000,20260721,20262721,2,2,0,W2,2,joint,0.00839756079555244,0.0670191023974957,312
2000,20260721,20262721,2,2,0,W3,3,intensity,0.0105323246666666,0.013525077111111,6
2000,20260721,20262721,2,2,0,W3,3,loc,0.011365433624031,0.0229936238525092,13
2000,20260721,20262721,2,2,0,W3,3,lfw,0.00661500000000001,0.00661500000000004,4
2000,20260721,20262721,2,2,0,W3,3,joint,0.00818552688637304,0.0811219118087127,312
5000,20260721,20262721,2,2,0,W1,1,intensity,0.00439999999999999,0.00440000000000002,6
5000,20260721,20262721,2,2,0,W1,1,loc,0.00760000000000001,0.0162,13
5000,20260721,20262721,2,2,0,W1,1,lfw,0.002,0.00199999999999999,4
5000,20260721,20262721,2,2,0,W1,1,joint,0.00699,0.0270709,312
5000,20260721,20262721,2,2,0,W2,2,intensity,0.00246200000000002,0.00294033333333343,6
5000,20260721,20262721,2,2,0,W2,2,loc,0.00733275193798447,0.012943992248062,13
5000,20260721,20262721,2,2,0,W2,2,lfw,0.00530000000000008,0.00560000000000005,4
5000,20260721,20262721,2,2,0,W2,2,joint,0.00508030901986249,0.0472219575228906,312
5000,20260721,20262721,2,2,0,W3,3,intensity,0.00544517655555543,0.00577127044444437,6
5000,20260721,20262721,2,2,0,W3,3,loc,0.005365433624031,0.00857488717111195,13
5000,20260721,20262721,2,2,0,W3,3,lfw,0.003217,0.00430199999999996,4
5000,20260721,20262721,2,2,0,W3,3,joint,0.00496527941151909,0.050816977242656,312
10000,20260721,20262721,2,2,0,W1,1,intensity,0.0023,0.0023,6
10000,20260721,20262721,2,2,0,W1,1,loc,0.00470000000000001,0.00840000000000001,13
10000,20260721,20262721,2,2,0,W1,1,lfw,0.00790000000000002,0.0079,4
10000,20260721,20262721,2,2,0,W1,1,joint,0.0033826,0.0190907,312
10000,20260721,20262721,2,2,0,W2,2,intensity,0.00195333333333333,0.0020183333333334,6
10000,20260721,20262721,2,2,0,W2,2,loc,0.00259166666666666,0.0060184108527132,13
10000,20260721,20262721,2,2,0,W2,2,lfw,0.00940000000000007,0.00940000000000003,4
10000,20260721,20262721,2,2,0,W2,2,joint,0.00228974478420001,0.0294691454402641,312
10000,20260721,20262721,2,2,0,W3,3,intensity,0.00783232466666667,0.00843191799999993,6
10000,20260721,20262721,2,2,0,W3,3,loc,0.00476543362403101,0.00955818930396234,13
10000,20260721,20262721,2,2,0,W3,3,lfw,0.00559699999999996,0.00591200000000001,4
10000,20260721,20262721,2,2,0,W3,3,joint,0.00352420592054163,0.0390014404722898,312
500,20260721,20263721,2,3,0,W1,1,intensity,0.00599999999999998,0.00599999999999999,6
500,20260721,20263721,2,3,0,W1,1,loc,0.032,0.054,13
500,20260721,20263721,2,3,0,W1,1,lfw,0.014,0.014,4
500,20260721,20263721,2,3,0,W1,1,joint,0.039235,0.0983467,312
500,20260721,20263721,2,3,0,W2,2,intensity,0.007662,0.00802700000000004,6
500,20260721,20263721,2,3,0,W2,2,loc,0.0201833333333333,0.03315,13
500,20260721,20263721,2,3,0,W2,2,lfw,0.0208999999999999,0.0209,4
500,20260721,20263721,2,3,0,W2,2,joint,0.016809073706735,0.138702762826806,312
500,20260721,20263721,2,3,0,W3,3,intensity,0.0152451765555555,0.0161455832222222,6
500,20260721,20263721,2,3,0,W3,3,loc,0.0181436114341085,0.0477525335627071,13
500,20260721,20263721,2,3,0,W3,3,lfw,0.021885,0.02688,4
500,20260721,20263721,2,3,0,W3,3,joint,0.0124541205914286,0.176070232419528,312
1000,20260721,20263721,2,3,0,W1,1,intensity,0.00299999999999997,0.00299999999999999,6
1000,20260721,20263721,2,3,0,W1,1,loc,0.02,0.03,13
1000,20260721,20263721,2,3,0,W1,1,lfw,0.012,0.012,4
1000,20260721,20263721,2,3,0,W1,1,joint,0.020235,0.0756355,312
1000,20260721,20263721,2,3,0,W2,2,intensity,0.006662,0.00702700000000004,6
1000,20260721,20263721,2,3,0,W2,2,loc,0.0122666666666667,0.0279666666666666,13
1000,20260721,20263721,2,3,0,W2,2,lfw,0.0228999999999999,0.0229,4
1000,20260721,20263721,2,3,0,W2,2,joint,0.011626116146615,0.104064137733278,312
1000,20260721,20263721,2,3,0,W3,3,intensity,0.00624517655555545,0.00714558322222215,6
1000,20260721,20263721,2,3,0,W3,3,loc,0.00805253893881046,0.0222269274437512,13
1000,20260721,20263721,2,3,0,W3,3,lfw,0.022903,0.022903,4
1000,20260721,20263721,2,3,0,W3,3,joint,0.00886006142822888,0.124121894507827,312
2000,20260721,20263721,2,3,0,W1,1,intensity,0.00700000000000001,0.00699999999999999,6
2000,20260721,20263721,2,3,0,W1,1,loc,0.0145,0.018,13
2000,20260721,20263721,2,3,0,W1,1,lfw,0.00600000000000001,0.00600000000000001,4
2000,20260721,20263721,2,3,0,W1,1,joint,0.0125025,0.0503882,312
2000,20260721,20263721,2,3,0,W2,2,intensity,0.004662,0.00502700000000004,6
2000,20260721,20263721,2,3,0,W2,2,loc,0.00968333333333332,0.0239833333333333,13
2000,20260721,20263721,2,3,0,W2,2,lfw,0.0105,0.013,4
2000,20260721,20263721,2,3,0,W2,2,joint,0.006309073706735,0.0677331822127945,312
2000,20260721,20263721,2,3,0,W3,3,intensity,0.00227390611111111,0.00330623077777771,6
2000,20260721,20263721,2,3,0,W3,3,loc,0.0140209649122807,0.0257400467249555,13
2000,20260721,20263721,2,3,0,W3,3,lfw,0.00840299999999999,0.00840299999999999,4
2000,20260721,20263721,2,3,0,W3,3,joint,0.00594462415130152,0.0888718432904993,312
5000,20260721,20263721,2,3,0,W1,1,intensity,0.00460000000000002,0.00460000000000001,6
5000,20260721,20263721,2,3,0,W1,1,loc,0.0078,0.0114,13
5000,20260721,20263721,2,3,0,W1,1,lfw,0.00780000000000003,0.00780000000000002,4
5000,20260721,20263721,2,3,0,W1,1,joint,0.00803959999999999,0.0328683,312
5000,20260721,20263721,2,3,0,W2,2,intensity,0.00218099999999988,0.00259933333333328,6
5000,20260721,20263721,2,3,0,W2,2,loc,0.00631666666666664,0.012,13
5000,20260721,20263721,2,3,0,W2,2,lfw,0.00610000000000011,0.00630000000000005,4
5000,20260721,20263721,2,3,0,W2,2,joint,0.005026116146615,0.0431670367493906,312
5000,20260721,20263721,2,3,0,W3,3,intensity,0.00223232466666667,0.00250623077777772,6
5000,20260721,20263721,2,3,0,W3,3,loc,0.0104050726744186,0.0176769976589944,13
5000,20260721,20263721,2,3,0,W3,3,lfw,0.00999500000000003,0.009995,4
5000,20260721,20263721,2,3,0,W3,3,joint,0.0040341304759321,0.0535822397561804,312
10000,20260721,20263721,2,3,0,W1,1,intensity,0.00140000000000001,0.00159999999999997,6
10000,20260721,20263721,2,3,0,W1,1,loc,0.00889999999999999,0.0109,13
10000,20260721,20263721,2,3,0,W1,1,lfw,0.00569999999999998,0.0057,4
10000,20260721,20263721,2,3,0,W1,1,joint,0.00733500000000001,0.0230882,312
10000,20260721,20263721,2,3,0,W2,2,intensity,0.00338099999999986,0.00354599999999994,6
10000,20260721,20263721,2,3,0,W2,2,loc,0.00858333333333333,0.0136333333333333,13
10000,20260721,20263721,2,3,0,W2,2,lfw,0.00459999999999994,0.00559999999999995,4
10000,20260721,20263721,2,3,0,W2,2,joint,0.003038357668,0.03435672629782,312
10000,20260721,20263721,2,3,0,W3,3,intensity,0.00514517655555546,0.00519177655555551,6
10000,20260721,20263721,2,3,0,W3,3,loc,0.00371083333333336,0.010239175953568,13
10000,20260721,20263721,2,3,0,W3,3,lfw,0.00440300000000005,0.00462,4
10000,20260721,20263721,2,3,0,W3,3,joint,0.00227604294807943,0.0355426303603151,312
500,20260721,20264721,2,4,0,W1,1,intensity,0.005,0.00499999999999999,6
500,20260721,20264721,2,4,0,W1,1,loc,0.016,0.03,13
500,20260721,20264721,2,4,0,W1,1,lfw,0.022,0.022,4
500,20260721,20264721,2,4,0,W1,1,joint,0.02861,0.0952651,312
500,20260721,20264721,2,4,0,W2,2,intensity,0.010338,0.010338,6
500,20260721,20264721,2,4,0,W2,2,loc,0.0196,0.0489,13
500,20260721,20264721,2,4,0,W2,2,lfw,0.00889999999999991,0.0129,4
500,20260721,20264721,2,4,0,W2,2,joint,0.01534005660096,0.147431772598097,312
500,20260721,20264721,2,4,0,W3,3,intensity,0.0207548234444446,0.0207548234444445,6
500,20260721,20264721,2,4,0,W3,3,loc,0.0190906162790698,0.0534583610527864,13
500,20260721,20264721,2,4,0,W3,3,lfw,0.043005,0.044788,4
500,20260721,20264721,2,4,0,W3,3,joint,0.0116127319994006,0.146988313857401,312
1000,20260721,20264721,2,4,0,W1,1,intensity,0.01,0.011,6
1000,20260721,20264721,2,4,0,W1,1,loc,0.012,0.018,13
1000,20260721,20264721,2,4,0,W1,1,lfw,0.015,0.015,4
1000,20260721,20264721,2,4,0,W1,1,joint,0.02161,0.0665176,312
1000,20260721,20264721,2,4,0,W2,2,intensity,0.00533800000000001,0.00655700000000005,6
1000,20260721,20264721,2,4,0,W2,2,loc,0.0186,0.0356,13
1000,20260721,20264721,2,4,0,W2,2,lfw,0.0131,0.0131,4
1000,20260721,20264721,2,4,0,W2,2,joint,0.01173516721792,0.0906446889102333,312
1000,20260721,20264721,2,4,0,W3,3,intensity,0.0137548234444446,0.0147010167777779,6
1000,20260721,20264721,2,4,0,W3,3,loc,0.0201515542243142,0.0440281985495661,13
1000,20260721,20264721,2,4,0,W3,3,lfw,0.00811500000000001,0.00989800000000004,4
1000,20260721,20264721,2,4,0,W3,3,joint,0.008271943792646,0.10753370733461,312
2000,20260721,20264721,2,4,0,W1,1,intensity,0.001,0.001,6
2000,20260721,20264721,2,4,0,W1,1,loc,0.0105,0.015,13
2000,20260721,20264721,2,4,0,W1,1,lfw,0.00749999999999995,0.00749999999999998,4
2000,20260721,20264721,2,4,0,W1,1,joint,0.01311,0.0457888,312
2000,20260721,20264721,2,4,0,W2,2,intensity,0.00633800000000001,0.00699799999999994,6
2000,20260721,20264721,2,4,0,W2,2,loc,0.0161,0.0281,13
2000,20260721,20264721,2,4,0,W2,2,lfw,0.00960000000000005,0.00960000000000003,4
2000,20260721,20264721,2,4,0,W2,2,joint,0.01334005660096,0.07335845691718,312
2000,20260721,20264721,2,4,0,W3,3,intensity,0.00346767533333336,0.00435441677777788,6
2000,20260721,20264721,2,4,0,W3,3,loc,0.0123763023255814,0.0404008635250918,13
2000,20260721,20264721,2,4,0,W3,3,lfw,0.00449500000000003,0.004495,4
2000,20260721,20264721,2,4,0,W3,3,joint,0.00684759116254974,0.0848435021934764,312
5000,20260721,20264721,2,4,0,W1,1,intensity,0.00440000000000002,0.00519999999999999,6
5000,20260721,20264721,2,4,0,W1,1,loc,0.0102,0.0138,13
5000,20260721,20264721,2,4,0,W1,1,lfw,0.00160000000000002,0.00160000000000003,4
5000,20260721,20264721,2,4,0,W1,1,joint,0.00981000000000001,0.0291161,312
5000,20260721,20264721,2,4,0,W2,2,intensity,0.00753799999999999,0.00779799999999992,6
5000,20260721,20264721,2,4,0,W2,2,loc,0.00660000000000002,0.0168,13
5000,20260721,20264721,2,4,0,W2,2,lfw,0.00209999999999999,0.00250000000000001,4
5000,20260721,20264721,2,4,0,W2,2,joint,0.00335451036135,0.0415899252128767,312
5000,20260721,20264721,2,4,0,W3,3,intensity,0.00176064755555556,0.00248674144444451,6
5000,20260721,20264721,2,4,0,W3,3,loc,0.00773849999999998,0.0284008635250918,13
5000,20260721,20264721,2,4,0,W3,3,lfw,0.010303,0.010303,4
5000,20260721,20264721,2,4,0,W3,3,joint,0.004464907313931,0.0593250753976342,312
10000,20260721,20264721,2,4,0,W1,1,intensity,0.00479999999999992,0.00509999999999997,6
10000,20260721,20264721,2,4,0,W1,1,loc,0.00490000000000002,0.007,13
10000,20260721,20264721,2,4,0,W1,1,lfw,0.00140000000000001,0.00139999999999998,4
10000,20260721,20264721,2,4,0,W1,1,joint,0.00491000000000003,0.0196164,312
10000,20260721,20264721,2,4,0,W2,2,intensity,0.00718099999999988,0.00720599999999994,6
10000,20260721,20264721,2,4,0,W2,2,loc,0.00460000000000002,0.0101,13
10000,20260721,20264721,2,4,0,W2,2,lfw,0.00159999999999993,0.00229999999999997,4
10000,20260721,20264721,2,4,0,W2,2,joint,0.00484005660096001,0.0293456691253233,312
10000,20260721,20264721,2,4,0,W3,3,intensity,0.00224517655555545,0.00240582411111104,6
10000,20260721,20264721,2,4,0,W3,3,loc,0.00497630232558142,0.015437893905922,13
10000,20260721,20264721,2,4,0,W3,3,lfw,0.00510499999999997,0.00510499999999999,4
10000,20260721,20264721,2,4,0,W3,3,joint,0.00384759116254974,0.0414943712069332,312
500,20260721,20265721,2,5,0,W1,1,intensity,0.00800000000000001,0.008,6
500,20260721,20265721,2,5,0,W1,1,loc,0.032,0.066,13
500,20260721,20265721,2,5,0,W1,1,lfw,0.022,0.022,4
500,20260721,20265721,2,5,0,W1,1,joint,0.0239975,0.10132,312
500,20260721,20265721,2,5,0,W2,2,intensity,0.0327809999999998,0.0378846666666666,6
500,20260721,20265721,2,5,0,W2,2,loc,0.0262947368421052,0.051678947368421,13
500,20260721,20265721,2,5,0,W2,2,lfw,0.0431,0.0471,4
500,20260721,20265721,2,5,0,W2,2,joint,0.02910297543696,0.166002094350218,312
500,20260721,20265721,2,5,0,W3,3,intensity,0.0352451765555555,0.0368716771111111,6
500,20260721,20265721,2,5,0,W3,3,loc,0.0433233684210526,0.070613447022488,13
500,20260721,20265721,2,5,0,W3,3,lfw,0.058995,0.06488,4
500,20260721,20265721,2,5,0,W3,3,joint,0.0177043256453668,0.186773660916227,312
1000,20260721,20265721,2,5,0,W1,1,intensity,0.013,0.013,6
1000,20260721,20265721,2,5,0,W1,1,loc,0.013,0.032,13
1000,20260721,20265721,2,5,0,W1,1,lfw,0.013,0.013,4
1000,20260721,20265721,2,5,0,W1,1,joint,0.019235,0.0685721,312
1000,20260721,20265721,2,5,0,W2,2,intensity,0.0112190000000001,0.0137656666666667,6
1000,20260721,20265721,2,5,0,W2,2,loc,0.0206,0.0426526315789473,13
1000,20260721,20265721,2,5,0,W2,2,lfw,0.0265,0.0291,4
1000,20260721,20265721,2,5,0,W2,2,joint,0.02010297543696,0.0970899040574216,312
1000,20260721,20265721,2,5,0,W3,3,intensity,0.00424517655555545,0.00502507711111105,6
1000,20260721,20265721,2,5,0,W3,3,loc,0.0203233684210526,0.0619842831127235,13
1000,20260721,20265721,2,5,0,W3,3,lfw,0.027995,0.027995,4
1000,20260721,20265721,2,5,0,W3,3,joint,0.00795587528355093,0.127350119320222,312
2000,20260721,20265721,2,5,0,W1,1,intensity,0.00900000000000001,0.00899999999999999,6
2000,20260721,20265721,2,5,0,W1,1,loc,0.0145,0.025,13
2000,20260721,20265721,2,5,0,W1,1,lfw,0.016,0.016,4
2000,20260721,20265721,2,5,0,W1,1,joint,0.016235,0.0525211,312
2000,20260721,20265721,2,5,0,W2,2,intensity,0.0132190000000001,0.0152656666666667,6
2000,20260721,20265721,2,5,0,W2,2,loc,0.0112947368421052,0.0258157894736842,13
2000,20260721,20265721,2,5,0,W2,2,lfw,0.0205,0.022,4
2000,20260721,20265721,2,5,0,W2,2,joint,0.01060297543696,0.0710200156298625,312
2000,20260721,20265721,2,5,0,W3,3,intensity,0.00324517655555545,0.00387167711111105,6
2000,20260721,20265721,2,5,0,W3,3,loc,0.00810184582122828,0.0193105731793735,13
2000,20260721,20265721,2,5,0,W3,3,lfw,0.017995,0.02338,4
2000,20260721,20265721,2,5,0,W3,3,joint,0.00785876962874737,0.0860328444613169,312
5000,20260721,20265721,2,5,0,W1,1,intensity,0.0106000000000001,0.0106,6
5000,20260721,20265721,2,5,0,W1,1,loc,0.00840000000000002,0.00980000000000001,13
5000,20260721,20265721,2,5,0,W1,1,lfw,0.0028,0.00279999999999998,4
5000,20260721,20265721,2,5,0,W1,1,joint,0.010235,0.031719,312
5000,20260721,20265721,2,5,0,W2,2,intensity,0.0128190000000001,0.0133656666666667,6
5000,20260721,20265721,2,5,0,W2,2,loc,0.00420000000000001,0.0101947368421052,13
5000,20260721,20265721,2,5,0,W2,2,lfw,0.0121,0.0121,4
5000,20260721,20265721,2,5,0,W2,2,joint,0.00521721423808211,0.0489907522701627,312
5000,20260721,20265721,2,5,0,W3,3,intensity,0.00455482344444458,0.00539417588888897,6
5000,20260721,20265721,2,5,0,W3,3,loc,0.0123018458212283,0.0217968538811278,13
5000,20260721,20265721,2,5,0,W3,3,lfw,0.0131950000000001,0.01448,4
5000,20260721,20265721,2,5,0,W3,3,joint,0.00565422090857879,0.0656062678996524,312
10000,20260721,20265721,2,5,0,W1,1,intensity,0.00590000000000002,0.0059,6
10000,20260721,20265721,2,5,0,W1,1,loc,0.0086,0.0103,13
10000,20260721,20265721,2,5,0,W1,1,lfw,0.00170000000000003,0.00170000000000003,4
10000,20260721,20265721,2,5,0,W1,1,joint,0.00476500000000001,0.0188437,312
10000,20260721,20265721,2,5,0,W2,2,intensity,0.00726199999999999,0.00778033333333338,6
10000,20260721,20265721,2,5,0,W2,2,loc,0.00377894736842108,0.0101947368421053,13
10000,20260721,20265721,2,5,0,W2,2,lfw,0.00220000000000009,0.00220000000000003,4
10000,20260721,20265721,2,5,0,W2,2,joint,0.00275089723562527,0.0315167114531714,312
10000,20260721,20265721,2,5,0,W3,3,intensity,0.00103935244444444,0.00149417588888897,6
10000,20260721,20265721,2,5,0,W3,3,loc,0.00800184582122829,0.0116369999439593,13
10000,20260721,20265721,2,5,0,W3,3,lfw,0.00399500000000003,0.00507999999999999,4
10000,20260721,20265721,2,5,0,W3,3,joint,0.00355422090857879,0.0431344385678393,312
500,20260721,20266721,2,6,0,W1,1,intensity,0.005,0.006,6
500,20260721,20266721,2,6,0,W1,1,loc,0.026,0.054,13
500,20260721,20266721,2,6,0,W1,1,lfw,0.00999999999999998,0.00999999999999999,4
500,20260721,20266721,2,6,0,W1,1,joint,0.025535,0.102916,312
500,20260721,20266721,2,6,0,W2,2,intensity,0.00878099999999993,0.00914599999999997,6
500,20260721,20266721,2,6,0,W2,2,loc,0.0266028241335045,0.0568636713735558,13
500,20260721,20266721,2,6,0,W2,2,lfw,0.0148999999999999,0.0149,4
500,20260721,20266721,2,6,0,W2,2,joint,0.0152522975565833,0.131212711896391,312
500,20260721,20266721,2,6,0,W3,3,intensity,0.00727390611111111,0.00727390611111107,6
500,20260721,20266721,2,6,0,W3,3,loc,0.0123759232484291,0.0361379826943502,13
500,20260721,20266721,2,6,0,W3,3,lfw,0.022995,0.022995,4
500,20260721,20266721,2,6,0,W3,3,joint,0.0194148574865806,0.181118976197096,312
1000,20260721,20266721,2,6,0,W1,1,intensity,0.005,0.007,6
1000,20260721,20266721,2,6,0,W1,1,loc,0.025,0.043,13
1000,20260721,20266721,2,6,0,W1,1,lfw,0.005,0.005,4
1000,20260721,20266721,2,6,0,W1,1,joint,0.0139975,0.0814695,312
1000,20260721,20266721,2,6,0,W2,2,intensity,0.00378099999999992,0.00380599999999996,6
1000,20260721,20266721,2,6,0,W2,2,loc,0.0216028241335045,0.038617458279846,13
1000,20260721,20266721,2,6,0,W2,2,lfw,0.0315,0.0375,4
1000,20260721,20266721,2,6,0,W2,2,joint,0.0109439125760846,0.0976190944319517,312
1000,20260721,20266721,2,6,0,W3,3,intensity,0.00224517655555545,0.00345963077777771,6
1000,20260721,20266721,2,6,0,W3,3,loc,0.0127934512335191,0.0366829831006438,13
1000,20260721,20266721,2,6,0,W3,3,lfw,0.010903,0.012898,4
1000,20260721,20266721,2,6,0,W3,3,joint,0.0100344870769016,0.127551120542806,312
2000,20260721,20266721,2,6,0,W1,1,intensity,0.00949999999999998,0.01,6
2000,20260721,20266721,2,6,0,W1,1,loc,0.00900000000000001,0.0165,13
2000,20260721,20266721,2,6,0,W1,1,lfw,0.014,0.014,4
2000,20260721,20266721,2,6,0,W1,1,joint,0.01089,0.0476005,312
2000,20260721,20266721,2,6,0,W2,2,intensity,0.017662,0.0186403333333334,6
2000,20260721,20266721,2,6,0,W2,2,loc,0.00963735558408216,0.0286636713735558,13
