path_id,path_type,relative_hour,valid,origin_inventory_available,total_surplus_kg,total_site_shortfall_kg,aggregate_htt_capacity_remaining,aggregate_htt_used_remaining,aggregate_htt_slack_remaining,destination_headroom_total,minimum_required_redistribution_kg,optimistic_redistributable_kg,origin_inventory_limit_flag,aggregate_capacity_limit_flag,destination_headroom_limit_flag,timing_limit_flag,not_identifiable_flag,optimistic_recoverable_flag,final_no_future_HTT_inventory_total_kg,remaining_actual_production_kg,remaining_actual_served_demand_kg,remaining_ordinary_demand_kg,remaining_observed_shortage_kg,source_availability_is_monotone,reason,site1_origin_inventory_available_at_cutoff_kg,site1_origin_inventory_available_final_hour_kg,site1_shortfall_at_cutoff_kg,site1_shortfall_final_hour_kg,site1_destination_headroom_final_hour_kg,site2_origin_inventory_available_at_cutoff_kg,site2_origin_inventory_available_final_hour_kg,site2_shortfall_at_cutoff_kg,site2_shortfall_final_hour_kg,site2_destination_headroom_final_hour_kg,site3_origin_inventory_available_at_cutoff_kg,site3_origin_inventory_available_final_hour_kg,site3_shortfall_at_cutoff_kg,site3_shortfall_final_hour_kg,site3_destination_headroom_final_hour_kg,site4_origin_inventory_available_at_cutoff_kg,site4_origin_inventory_available_final_hour_kg,site4_shortfall_at_cutoff_kg,site4_shortfall_final_hour_kg,site4_destination_headroom_final_hour_kg,infinite_cap_optimistic_redistributable_kg,infinite_cap_optimistic_recoverable_flag
230,pure_location,-8,True,77.2171217363,77.2171217363,67.9180285696,923.428571429,50.5411200886,872.88745134,165.332335572,67.9180285696,77.2171217363,False,False,False,False,True,True,552.355956189,120.12,8.49593304064,59.4930059307,50.9970728901,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,7.45833051324,7.45833051324,77.7946440384,67.3297661919,67.3297661919,0,0,36.3853925302,9.88735554447,9.88735554447,0,0,45.9263157091,0,0,60.4596980564,60.4596980564,87.5376915334,77.2171217363,True
230,pure_location,-4,True,77.2171217363,77.2171217363,67.9180285696,461.714285714,50.5411200886,411.173165626,165.332335572,67.9180285696,77.2171217363,False,False,False,False,True,True,552.355956189,60.06,6.79120150569,33.3106263059,26.5194248002,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,7.45833051324,7.45833051324,77.7946440384,67.3297661919,67.3297661919,0,0,36.3853925302,9.88735554447,9.88735554447,0,0,45.9263157091,0,0,60.4596980564,60.4596980564,87.5376915334,77.2171217363,True
272,mixed,-16,True,56.0653185472,56.0653185472,107.453936958,1475.04761905,55.5061931117,1419.54142594,192.317234355,107.453936958,56.0653185472,True,False,False,False,False,False,521.817409557,234.787934353,59.4930059307,104.989071862,45.4960659317,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,18.0711009773,18.0711009773,94.4175621156,30.1302833697,30.1302833697,0,0,60.8962098875,25.9350351775,25.9350351775,0,0,24.9691462013,0,0,89.3828359803,89.3828359803,97.8996722391,56.0653185472,False
272,mixed,-8,True,44.1570841559,44.1570841559,95.5457025663,633.904761905,23.4082913481,610.496470557,154.966720204,95.5457025663,44.1570841559,True,False,False,False,False,False,521.817409557,114.667934353,0,45.4960659317,45.4960659317,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,3.55600157948,3.55600157948,0,0,72.7904595588,40.6010825765,40.6010825765,0,0,50.4254106807,0,0,6.16286658605,6.16286658605,57.0670479649,0,0,89.3828359803,89.3828359803,97.8996722391,44.1570841559,False
272,mixed,-4,True,40.5749721317,40.5749721317,91.9635905421,316.952380952,19.8261793238,297.126201629,151.38460818,91.9635905421,40.5749721317,True,False,False,False,False,False,521.817409557,55.9005033089,0,8.99688639124,8.99688639124,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,3.55600157948,3.55600157948,0,0,72.7904595588,37.0189705522,37.0189705522,0,0,54.0075227049,0,0,2.58075456182,2.58075456182,53.4849359407,0,0,89.3828359803,89.3828359803,97.8996722391,40.5749721317,False
282,mixed,-16,True,37.8992183966,37.8992183966,122.09220933,2161.98095238,29.3141664871,2132.66678589,283.331862109,122.09220933,37.8992183966,True,False,False,False,False,False,371.306343625,234.787934353,104.989071862,104.989071862,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,79.1220239805,79.1220239805,156.555442955,31.4554133478,31.4554133478,0,0,95.9918620614,6.44380504879,6.44380504879,0,0,49.3699322049,0,0,42.9701853494,42.9701853494,126.776419154,37.8992183966,False
282,mixed,-8,True,37.8992183966,37.8992183966,122.09220933,950.857142857,29.3141664871,921.54297637,283.331862109,122.09220933,37.8992183966,True,False,False,False,False,False,371.306343625,114.667934353,45.4960659317,45.4960659317,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,79.1220239805,79.1220239805,156.555442955,31.4554133478,31.4554133478,0,0,95.9918620614,6.44380504879,6.44380504879,0,0,49.3699322049,0,0,42.9701853494,42.9701853494,126.776419154,37.8992183966,False
282,mixed,-4,True,31.4554133478,31.4554133478,115.648404281,475.428571429,0,475.428571429,332.701794314,115.648404281,31.4554133478,True,False,False,False,False,False,371.306343625,55.9005033089,8.99688639124,8.99688639124,0,True,UPPER_BOUND_BELOW_REQUIRED_REDISTRIBUTION,0,0,49.8078574934,49.8078574934,127.241276468,31.4554133478,31.4554133478,0,0,95.9918620614,0,0,11.7118564015,11.7118564015,67.5255936553,0,0,54.1286903861,54.1286903861,137.93492419,31.4554133478,False
285,pure_location,-16,True,62.5182972171,64.3945573961,34.8128077555,1784.99047619,50.0751241365,1734.91535205,165.544644038,34.8128077555,64.3945573961,False,False,False,False,True,True,346.522481134,240.24,39.0109281376,98.5039340683,59.4930059307,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,34.8128077555,34.8128077555,165.544644038,40.607158346,40.607158346,0,0,108.637824794,20.7839088452,22.6601690242,0,0,47.8823584994,1.12723002589,1.12723002589,0,0,131.412691533,64.3945573961,True
285,pure_location,-8,True,56.4206509252,56.4206509252,26.8389012846,763.428571429,26.3904334945,737.038137934,157.570737567,26.8389012846,56.4206509252,False,False,False,False,True,True,346.522481134,120.12,0,59.4930059307,59.4930059307,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,26.8389012846,26.8389012846,157.570737567,28.4175103673,28.4175103673,0,0,120.827472773,11.1651263609,11.1651263609,0,0,59.3774011627,16.838014197,16.838014197,0,0,115.701907362,56.4206509252,True
285,pure_location,-4,True,30.0302174307,30.0302174307,0.448467790116,381.714285714,0,381.714285714,131.180304073,0.448467790116,30.0302174307,False,False,False,False,True,True,346.522481134,60.06,0,33.3106263059,33.3106263059,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,0.448467790116,0.448467790116,131.180304073,14.3872591793,14.3872591793,0,0,134.857723961,1.5539645055,1.5539645055,0,0,68.9885630181,14.0889937458,14.0889937458,0,0,118.450927813,30.0302174307,True
289,pure_location,-16,True,67.8482974059,67.8482974059,8.89309382908,2106.51428571,50.6868196862,2055.82746603,124.594644038,8.89309382908,67.8482974059,False,False,False,False,True,True,445.721134127,240.24,45.7052094978,98.5039340683,52.7987245705,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,8.89309382908,8.89309382908,124.594644038,37.2437256792,37.2437256792,0,0,80.3002995358,27.1867090084,27.1867090084,0,0,38.4462307654,3.41786271823,3.41786271823,0,0,110.937691533,67.8482974059,True
289,pure_location,-8,True,67.8482974059,67.8482974059,8.89309382908,994.742857143,35.9580643484,958.784792794,124.594644038,8.89309382908,67.8482974059,False,False,False,False,True,True,445.721134127,120.12,6.69428136022,59.4930059307,52.7987245705,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,8.89309382908,8.89309382908,124.594644038,22.5149703414,22.5149703414,0,0,95.0290548737,27.1867090084,27.1867090084,0,0,38.4462307654,18.1466180561,18.1466180561,0,0,96.2089361955,67.8482974059,True
289,pure_location,-4,True,67.8482974059,67.8482974059,8.89309382908,497.371428571,35.9580643484,461.413364223,124.594644038,8.89309382908,67.8482974059,False,False,False,False,True,True,445.721134127,60.06,2.18047056796,33.3106263059,31.130155738,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,8.89309382908,8.89309382908,124.594644038,22.5149703414,22.5149703414,0,0,95.0290548737,27.1867090084,27.1867090084,0,0,38.4462307654,18.1466180561,18.1466180561,0,0,96.2089361955,67.8482974059,True
313,pure_location,-16,True,37.2516089001,37.2516089001,23.6851298937,1947.12380952,43.034705329,1904.08910419,253.742234355,23.6851298937,37.2516089001,False,False,False,False,True,True,400.332409557,234.787934353,59.4930059307,104.989071862,45.4960659317,True,UPPER_BOUND_SUFFICIENT_NOT_FEASIBILITY_PROOF,0,0,19.6660119063,19.6660119063,135.367562116,17.6478153276,17.6478153276,0,0,99.8962098875,19.6037935725,19.6037935725,0,0,46.0291462013,0,0,4.01911798749,4.01911798749,118.374672239,37.2516089001,True
