path_id,checkpoint_relative_hour,failure_type,tail_group,site,site_increment_kw,all125_recovered,ablated_candidate_total_increment_kw,ablated_physical_margin_kg,recovery_survives_site_ablation,increment_necessary,contribution_class,diagnostic_scope
8873,-8,pure_quantity,difficult4,1,75,YES,117.5,-7.485558605,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9276,-8,mixed,difficult4,1,75,YES,117.5,0.17729044,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-8,mixed,difficult4,1,75,YES,117.5,5.795413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9657,-8,pure_quantity,difficult4,1,75,YES,117.5,2.870413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-8,mixed,difficult4,1,75,YES,117.5,12.195546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9955,-8,mixed,difficult4,1,75,YES,117.5,17.910100051,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
477,-4,pure_quantity,difficult4,1,75,YES,117.5,2.753121767,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
783,-4,mixed,difficult4,1,75,YES,117.5,3.424200121,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
869,-4,mixed,difficult4,1,75,YES,117.5,8.631565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
965,-4,mixed,difficult4,1,75,YES,117.5,6.246648242,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1432,-4,mixed,difficult4,1,75,YES,117.5,6.265379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1580,-4,mixed,difficult4,1,75,YES,117.5,6.861796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3269,-4,mixed,difficult4,1,75,YES,117.5,-5.176354648,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3381,-4,mixed,difficult4,1,75,YES,117.5,-0.468373191,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3997,-4,mixed,difficult4,1,75,YES,117.5,6.265379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5055,-4,mixed,difficult4,1,75,YES,117.5,-4.72117678,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-4,mixed,difficult4,1,75,YES,117.5,3.030546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-4,mixed,difficult4,1,75,YES,117.5,-0.843978063,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7392,-4,mixed,difficult4,1,75,YES,117.5,-1.85497909,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-4,mixed,difficult4,1,75,YES,117.5,-0.843978063,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8384,-4,mixed,difficult4,1,75,YES,117.5,6.861796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8440,-4,mixed,difficult4,1,75,YES,117.5,6.265379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-4,mixed,difficult4,1,75,YES,117.5,-0.843978063,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9334,-4,pure_quantity,difficult4,1,75,YES,117.5,6.308112131,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-4,mixed,difficult4,1,75,YES,117.5,-3.369586925,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-4,mixed,difficult4,1,75,YES,117.5,-3.144391876,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
152,-16,mixed,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
326,-16,pure_quantity,extreme1,2,50,YES,142.5,6.131882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
467,-16,mixed,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
488,-16,mixed,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
518,-16,pure_quantity,extreme1,2,50,YES,142.5,39.903087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
643,-16,mixed,difficult4,2,50,YES,142.5,43.777612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
801,-16,pure_quantity,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
904,-16,pure_quantity,difficult4,2,50,YES,142.5,7.182309084,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1165,-16,pure_quantity,extreme1,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1313,-16,mixed,difficult4,2,50,YES,142.5,-11.361553407,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1320,-16,pure_quantity,extreme1,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1628,-16,pure_quantity,extreme1,2,50,YES,142.5,-7.170519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1666,-16,mixed,difficult4,2,50,YES,142.5,43.777612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2000,-16,pure_quantity,extreme1,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2052,-16,mixed,difficult4,2,50,YES,142.5,39.903087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2103,-16,mixed,difficult4,2,50,YES,142.5,43.777612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2268,-16,pure_quantity,extreme1,2,50,YES,142.5,21.146882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2316,-16,pure_quantity,extreme1,2,50,YES,142.5,12.371882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2420,-16,mixed,difficult4,2,50,YES,142.5,-7.170519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2435,-16,pure_quantity,difficult4,2,50,YES,142.5,39.903087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2467,-16,mixed,difficult4,2,50,YES,142.5,34.506511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2501,-16,mixed,difficult4,2,50,YES,142.5,40.708044551,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2962,-16,mixed,extreme1,2,50,YES,142.5,-10.490925286,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3349,-16,pure_quantity,difficult4,2,50,YES,142.5,34.506511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3724,-16,pure_quantity,extreme1,2,50,YES,142.5,11.215140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3909,-16,pure_quantity,extreme1,2,50,YES,142.5,21.146882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4007,-16,pure_quantity,difficult4,2,50,YES,142.5,42.852948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4689,-16,pure_quantity,difficult4,2,50,YES,142.5,11.215140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
