dataset_id,seed_id,distribution_id,distribution_label,namespace,path_seed,wind_seed,resistance_seed,sample_count,sample_weight,weight_sum,intensity_delta,location_delta,lfw_delta,physical_path_sequence_sha256,path_uniform_A_sha256,path_uniform_location_sha256,path_uniform_lfw_sha256,wind_uniform_sha256,line_resistance_uniform_sha256,road_resistance_uniform_sha256,full_D_sha256,full_A_sha256,full_C_sha256,full_failed_line_sha256,full_closed_road_sha256,full_wind_mps_sha256,scenario_hash_sequence_sha256,damage_hash_sequence_sha256,local_mat_path,local_mat_bytes,local_mat_sha256,generation_and_replay_runtime_sec
11,2,4,lfw-only,markov-perturbation-C3,326796064,69348633,697256691,15000,6.66666666666667e-05,1,0,0,0.05,01cdc7e3e5144ace2a28bdbc39292868d9a160ae279e0e0e84acdddac2b66e2b,06b574bd11d856f7af4f04509e4ac9c0b323c63aa22315f078548d63bdba6894,5dd2e32e4adee93448ea78fb2bf4129df8d27c2ac33cf03d193922e3e5d60dcb,93977f17d091cef58f1bf3d135d03171cfd603ac4d8988caf453e102c071bceb,7db587ff86aa999f8fff604f246562cc0cf0da013e1cb5290c87a4741d38d2f3,e7f4b9a70a19e2834fa5ae26d26bad5087268793481d086c5186a77d5de73b40,b4f33ee99d72eef501b40aff38b14eade92ce839ad49290dd1287cb3114e9e1e,995465a6b112db65637e3b0c655aa2ef0e31336296193c89df8f9446373b46da,d0beb6e3e3c4fd991c1443ed87e47e5d7d96629ce574b29195f040898baecefe,50af552e68c4ef98d494fbaeae2e8c9f1e3f33afbbd13c5a492ee18e75d1f75f,180319fd6af6811cf2208ffad1e3f20d74a1461d290fb7cb8b81e267d855cdd6,d27e6ce63f12087dfe49fc404180153bc31620dac8c9dfcd2c3abf986045b5a9,6c7cefb17974c07f195007948f30817813dc9bd919c627abfad3553c621ff635,25abf37fe805e8355356ffefe91b4b18af8d6d2f41cfbc1df4e17a28fb5c79d8,f5c66dca1fb91907200a1e0bafb6937b7d85b2af393d156fc12fdf001e0d96f4,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed002_dist004.mat,20434905,15e28d758a2cc862e976b71bba81f4a45a672b8641ddf575978bd26c167cf545,24.2757407
12,2,5,combined-mild,markov-perturbation-C3,326796064,69348633,697256691,15000,6.66666666666667e-05,1,0.02,0.02,0.02,91654bc076a5cb2fd67bbcccabcfb27800c374396d8c34e99b3e81676174962b,06b574bd11d856f7af4f04509e4ac9c0b323c63aa22315f078548d63bdba6894,5dd2e32e4adee93448ea78fb2bf4129df8d27c2ac33cf03d193922e3e5d60dcb,93977f17d091cef58f1bf3d135d03171cfd603ac4d8988caf453e102c071bceb,7db587ff86aa999f8fff604f246562cc0cf0da013e1cb5290c87a4741d38d2f3,e7f4b9a70a19e2834fa5ae26d26bad5087268793481d086c5186a77d5de73b40,b4f33ee99d72eef501b40aff38b14eade92ce839ad49290dd1287cb3114e9e1e,b09d53df99749be59fd11222c892d6229b8801f55b3b591f321c92712f13c8f3,07225756850ce21b25a721c016b2423c09f4023fe10d9b4513f76b7b0ec5b246,9a282b3c866132128ced2220812390bca91223203cf0dfe7b573e3c85e5efd3f,003424f0ee8419599cdbef0d0106ecde2cab47b7e2b77ccf115de50d0d747f52,b44e49c928154d283af005affe22bde5e6b2b815cc2801b45c12bfd0c275ef2d,c5a412168598ead52de446a6c597a8c0f6aefea997898791c357467dccbd9b68,e9eca1316c4ef049cc954f365ea7b657a65523a5af44a6668ffa0579dfa32617,4d98e013c57ab176db6ce881a3a270a8095a8620cdb99f2735e81a595450e337,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed002_dist005.mat,20904161,e4b77d2186e9d9427a6920231a2af9df7929e9ea6f54bb93ea08b6a44e698dbc,25.8573713
13,2,6,combined-medium,markov-perturbation-C3,326796064,69348633,697256691,15000,6.66666666666667e-05,1,0.05,0.05,0.05,69887b8ea84cddce29d81f9ea1a4c195673f9e7dc826722f2ba7334df204f9c0,06b574bd11d856f7af4f04509e4ac9c0b323c63aa22315f078548d63bdba6894,5dd2e32e4adee93448ea78fb2bf4129df8d27c2ac33cf03d193922e3e5d60dcb,93977f17d091cef58f1bf3d135d03171cfd603ac4d8988caf453e102c071bceb,7db587ff86aa999f8fff604f246562cc0cf0da013e1cb5290c87a4741d38d2f3,e7f4b9a70a19e2834fa5ae26d26bad5087268793481d086c5186a77d5de73b40,b4f33ee99d72eef501b40aff38b14eade92ce839ad49290dd1287cb3114e9e1e,8a25650e3dd6af2e9840ad89ded42feaf5f07286889fda775e1b768aeb86bd94,a448b241c15c8d2697fcf5309a7b9ce9c02bf9eb37dc0e2195d78cc21ae5f6cb,de2fc4450d89273b6c4d5b107a2ff6c5c35ecf7a20f7de02ad96c229c3ac44ea,4c6bfb130d9b8572c2010b856bc45c4e61da9dbeab524b347bbb794c58a7c09c,56456561fa84899e80685bc1ec10984bc015fa7e1ef9753bc948e5f4f4cd705f,4f1470c3087775f9a21537ad0daddffa06b4cb4765d881bd3fdd306b4e73a254,da2a79cb86da2d9866e133f9d2a5b80cf5af8e8b0a4b940344b2ce23441378a4,59725166b2e0f25f4e2ede40fe810ab60d665177c3252aaa8d7f5a1a3f966f50,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed002_dist006.mat,22122384,83ace2cd2627058cfd3283d5199e8f564a5416dcdaf6bd8e744bca84aa12682c,22.9126046
14,2,7,combined-strong,markov-perturbation-C3,326796064,69348633,697256691,15000,6.66666666666667e-05,1,0.1,0.1,0.1,09939fae57398935f592c86698cbc107ad8c40e44b847ed99ab8717056ecb4bb,06b574bd11d856f7af4f04509e4ac9c0b323c63aa22315f078548d63bdba6894,5dd2e32e4adee93448ea78fb2bf4129df8d27c2ac33cf03d193922e3e5d60dcb,93977f17d091cef58f1bf3d135d03171cfd603ac4d8988caf453e102c071bceb,7db587ff86aa999f8fff604f246562cc0cf0da013e1cb5290c87a4741d38d2f3,e7f4b9a70a19e2834fa5ae26d26bad5087268793481d086c5186a77d5de73b40,b4f33ee99d72eef501b40aff38b14eade92ce839ad49290dd1287cb3114e9e1e,4a79da0b534291caf1312d98d8a803c6b21d6b988102ae598f187a7027541680,120a66bed563b2828f1815c2483005c07fed14f85da7bc5379ab50940fd9644b,df2481255b6b15e698802fbe54b8d34c045c797745390c638aa0cbc3f3a45a89,8b3f495ceeaba70cc2e211d20b5d7d72b1bd43923cf7ed69f62689a08dd5445d,3a996fde82f40bef3d24abadbe23859e9d86b3b5624f9e7305dc807c39b17727,40d5da5bafeb302871cf8acfd6792fe0a63e0346ca76dd61df28b784cb918e6f,564f519ca4230788b4634debb3505b7c27d67ece377bd8b4fa5a2f3e0150e951,6252567b221142ee5a6bf6fd3c639ed99c3dfd05311b35b2837ae16fbb2e95fb,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed002_dist007.mat,23788514,07334d2a2d557876e21b5dcad7e44ccd7dc9a065e49840e8646e7fb141af92c3,32.4169651
15,3,1,nominal,markov-perturbation-C3,1029622182,840401885,272840227,15000,6.66666666666667e-05,1,0,0,0,62432e909c2593b484574c319bf027c6e394db0625ece0cce624f539387096de,2c10aa9638541faa3866fd41b8d747832f2e71c7b0762b6251a6dc62d0ff9b7a,3ab528ad916ecd2da6e00a172d2c6fd4904f46507ea0d81a5c39518c02b676d9,69cffe1576e789513989e36f7840cbd84ddfe2a0b8f42584ce0cd35e5e247db7,933c4d23511aa99ecae0eb5a4e5536c9446c5f4e8fc5eda80144e9e98547d500,cd54aa0cc6dd798c933b1068ef5e37853ecef54baa20dcd316fdb93f1690910f,fe392349355d64310e9483cde1b54496f98ec4a276cf75cb11bc61d2e272adb0,e6de758df12a95edaae554296a091474f73054bd6cafdb4e605b414206ece725,e02a87807716815bfb5d4db06cf747b8e8adc98282a2b15cf61208cfe584d24f,bbae0c2b6a72446a3d28c6830eddcadf0df8a452067bca66d86fb0f6385259a8,56c0c17a26d32257c041b0f4eaaadb45e974a890f4685d363c9df32b62561c63,a03dea1bea834aee1a2e475ed6e1b4c3d6a7345346bb815513126bbba16a2ab3,6283e7818b1cf6d9bec8df18fcf066358039f77a50f177d5d754a1c9c9b5e2f7,0c3d92b30caa37d7eb4c6494169b37b26d113c0b285c02c6e9e15b1dfc6a6232,a7479e9c44aa32ee4cbb00b8ac983f41a344ccc75dadae8337f18735dba1b89c,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed003_dist001.mat,19957292,7d7a1cdb21cdf942b817609c5e27d75b87b2b9de73568a81e9fc4eab849eb006,22.7241295
16,3,2,intensity-only,markov-perturbation-C3,1029622182,840401885,272840227,15000,6.66666666666667e-05,1,0.05,0,0,5d8da02134666fe26240fe18fc85d7022d22a0dc1891978636b5511220be9d69,2c10aa9638541faa3866fd41b8d747832f2e71c7b0762b6251a6dc62d0ff9b7a,3ab528ad916ecd2da6e00a172d2c6fd4904f46507ea0d81a5c39518c02b676d9,69cffe1576e789513989e36f7840cbd84ddfe2a0b8f42584ce0cd35e5e247db7,933c4d23511aa99ecae0eb5a4e5536c9446c5f4e8fc5eda80144e9e98547d500,cd54aa0cc6dd798c933b1068ef5e37853ecef54baa20dcd316fdb93f1690910f,fe392349355d64310e9483cde1b54496f98ec4a276cf75cb11bc61d2e272adb0,1354e04daf2991555e261a4986e1c65ee07c3b550e34b3aca9967d8a39e99ab7,bc4fb55822027d5f2f142980664e1233ca5d7ff637559b2b23433d3be5566136,658448411b2be905deb782f1ac519ba3de9a5e9ed478879c61957d62f5882f31,0e7428b8aea305e1dbe05e96eb61f83dc84dc68766556b0299f2960fb1ffdd78,8c09016f5081cdf2f4da4da2264b7717cbc0fdda578b033ef1317860c288b157,1f74f701226a5a3ba2f2d99a75bebeb937ce7dc5191fe5ce16f36b1e25e64ff1,86baac90e7a8199a9b54dd040f0aa33d8f9fc60a4fcfd545d9a9206fa08c0a60,ceaca94f31a171ae5cbc6efe4207403a4d9be7967056c8427a87cee52de4506a,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed003_dist002.mat,21449065,ea7eb12a7e4f429fa47d5bd806604385aea4986edd703ecc33ece8d60cf7ad71,23.2053157
17,3,3,location-only,markov-perturbation-C3,1029622182,840401885,272840227,15000,6.66666666666667e-05,1,0,0.05,0,3fdaca758149a20d6625e27eb124522cd238186a4175d9ebdee6e05ecab53f1d,2c10aa9638541faa3866fd41b8d747832f2e71c7b0762b6251a6dc62d0ff9b7a,3ab528ad916ecd2da6e00a172d2c6fd4904f46507ea0d81a5c39518c02b676d9,69cffe1576e789513989e36f7840cbd84ddfe2a0b8f42584ce0cd35e5e247db7,933c4d23511aa99ecae0eb5a4e5536c9446c5f4e8fc5eda80144e9e98547d500,cd54aa0cc6dd798c933b1068ef5e37853ecef54baa20dcd316fdb93f1690910f,fe392349355d64310e9483cde1b54496f98ec4a276cf75cb11bc61d2e272adb0,b7659567198043521687297964a29e84093f1c360b9b0d0cdf3f3925b7a6e489,1a44d4b6c649eaaed2450e8708cdd4fbca8c3268105ff63831d87962d0856799,805e9d1092564b778d96eca797751993030fbddbcf731ce558ead234c310a5df,a32577fb0911640a2795546de7cb5680217f5375f9e486afce211f7883319924,38669573c69caf38d80e804db049e9660db774cfc1cc4d166665c4861f89c743,6283e7818b1cf6d9bec8df18fcf066358039f77a50f177d5d754a1c9c9b5e2f7,29bfb016af9c01ebb3717ca6d3a1c00786afc278c3875b3a29d53b01e0fe1d6c,8c96b9122abdafb6533ceba345acdf1d6447af53915ff7c50acc923455c7b961,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed003_dist003.mat,20245081,412ddd2d358e0afccc984e3deee9a7635c5bfee130d89fbcf31765bab91c8285,29.4148945
18,3,4,lfw-only,markov-perturbation-C3,1029622182,840401885,272840227,15000,6.66666666666667e-05,1,0,0,0.05,e268fea0c882740815165c02adca2d97f6a0e9d24de3c040fbcc835797d4b6e1,2c10aa9638541faa3866fd41b8d747832f2e71c7b0762b6251a6dc62d0ff9b7a,3ab528ad916ecd2da6e00a172d2c6fd4904f46507ea0d81a5c39518c02b676d9,69cffe1576e789513989e36f7840cbd84ddfe2a0b8f42584ce0cd35e5e247db7,933c4d23511aa99ecae0eb5a4e5536c9446c5f4e8fc5eda80144e9e98547d500,cd54aa0cc6dd798c933b1068ef5e37853ecef54baa20dcd316fdb93f1690910f,fe392349355d64310e9483cde1b54496f98ec4a276cf75cb11bc61d2e272adb0,9f713c259e4b5c22d5950d7793f2f402a1238d5bb715f0d32954f2e4a2f6ef8d,a5e7544d8722f5d2f3fd32c3b4fcc1bf945e02f61e3fa5b7e70727b8586ef928,fc6bdade0244295c9100b8762e1d4f90f2d5990473b03f20a5ce1c426195f9ca,2bcde3e50321d201de5ce9a065f416e65f344b57d44278ca548bf0e5d14d7fde,f3d0d74301ed6507a4310553f67dbc3d9daa19881558b2687de1a1fd54328dc9,6283e7818b1cf6d9bec8df18fcf066358039f77a50f177d5d754a1c9c9b5e2f7,1c3ff26299e79a0f1abe6982aefe8c8a65e76f307bb665ddcaf9c9b192cd7c6f,d28da116908cd301fbbc2ed44635cc75a287a740c48447c95d429949c6e94588,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed003_dist004.mat,20436221,cf7094d1efba8cd7aef58b65d79d1ba2b632bc94083e3f36ab0b52a6f763e59c,21.471138
19,3,5,combined-mild,markov-perturbation-C3,1029622182,840401885,272840227,15000,6.66666666666667e-05,1,0.02,0.02,0.02,c6004b85ea986a0da9a9c70b7504a91c391b753b7fa438b5fa29e6989e8f52b0,2c10aa9638541faa3866fd41b8d747832f2e71c7b0762b6251a6dc62d0ff9b7a,3ab528ad916ecd2da6e00a172d2c6fd4904f46507ea0d81a5c39518c02b676d9,69cffe1576e789513989e36f7840cbd84ddfe2a0b8f42584ce0cd35e5e247db7,933c4d23511aa99ecae0eb5a4e5536c9446c5f4e8fc5eda80144e9e98547d500,cd54aa0cc6dd798c933b1068ef5e37853ecef54baa20dcd316fdb93f1690910f,fe392349355d64310e9483cde1b54496f98ec4a276cf75cb11bc61d2e272adb0,bd7a0cf8ed030efcc557774d62debcc62eb2ffb82a73b7cbac20af7da660f4f6,b2c7aee63d04bc8c5b28e0e5737e236065b0446a9f1a76cbe2a3bc3f29ea6092,3db2f30c5cb48eea8fe6bffbea329150e01888735fd28bd983b462eba4d1865e,81e981aee39aeef3d65ab5272320db2bb2ca9fd2dd8efa225f5303f042fd52e7,0fd6140bde9768893fd424c0d9a8b7eec0b15ec71e3d6c56b42c48d183c1aee2,0aff816ed29cf386c2fae9e8dc1ddca3d1cfd6460ba57fede28fd4ad42d8b637,d65a267faa911a4dbcd972387e7f1f935bdb4f1edd534054ad60dd96fdb5efa3,c02bf00f3224cdb4172d1099e1e78a1d2e1154d1197e88b0b1964a2f969308c4,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed003_dist005.mat,20884092,602ef6e9ee8cb0e49a33f3d91db4bb3aa288758c228b2f7d6a00e98e8f9731af,22.3989943
20,3,6,combined-medium,markov-perturbation-C3,1029622182,840401885,272840227,15000,6.66666666666667e-05,1,0.05,0.05,0.05,0d2e2ec20c321fb9edcee2e55bb13caa27cd7ca7970528e1c882656a9defa1d4,2c10aa9638541faa3866fd41b8d747832f2e71c7b0762b6251a6dc62d0ff9b7a,3ab528ad916ecd2da6e00a172d2c6fd4904f46507ea0d81a5c39518c02b676d9,69cffe1576e789513989e36f7840cbd84ddfe2a0b8f42584ce0cd35e5e247db7,933c4d23511aa99ecae0eb5a4e5536c9446c5f4e8fc5eda80144e9e98547d500,cd54aa0cc6dd798c933b1068ef5e37853ecef54baa20dcd316fdb93f1690910f,fe392349355d64310e9483cde1b54496f98ec4a276cf75cb11bc61d2e272adb0,ad12932c168d2c78cd8e055ad222b41beaf010a717addfcf9b8c1f7f4d296126,360e05a41e9167b4aceadb56da1d24dfd77d497bedd0ab2402d4b963bbac484d,f78730139fa2e1e05ab5336192b1214d4f12c19f455aac3c7e06e1f42be32522,d98a902c934cd9003eda3dee9dca3e2c841633108d36ded5ca5859e59d007442,156305e2afc3cfa5bd17d036dd697692c471221db6a9f81071fa83d1aaf936f8,1f74f701226a5a3ba2f2d99a75bebeb937ce7dc5191fe5ce16f36b1e25e64ff1,ed2ce2b6e3c6db490c33e8bb0daaac0dfd3205136df1349b36cc5e397f6e812a,870128517392901607c21433bbf7c9516e964c61555485fbd90e1363a1c79ecf,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed003_dist006.mat,22098972,23f619f5f3ef58c8a22970ed291c7495e49b1f88f9d3fbe2d1757953cf5590f8,24.5392571
21,3,7,combined-strong,markov-perturbation-C3,1029622182,840401885,272840227,15000,6.66666666666667e-05,1,0.1,0.1,0.1,16a05a92315d8e0325ea85fcb8be4a3adb3008f07045e6140dc1400920850d52,2c10aa9638541faa3866fd41b8d747832f2e71c7b0762b6251a6dc62d0ff9b7a,3ab528ad916ecd2da6e00a172d2c6fd4904f46507ea0d81a5c39518c02b676d9,69cffe1576e789513989e36f7840cbd84ddfe2a0b8f42584ce0cd35e5e247db7,933c4d23511aa99ecae0eb5a4e5536c9446c5f4e8fc5eda80144e9e98547d500,cd54aa0cc6dd798c933b1068ef5e37853ecef54baa20dcd316fdb93f1690910f,fe392349355d64310e9483cde1b54496f98ec4a276cf75cb11bc61d2e272adb0,287500ff488c4b20112773dd01db9ccfa0e3c09791dd0b9fc5ae65173d56e7df,5a8835d67d69bb69f3ea1a41df881d614f0fa99660aba73e3150ed28425c195a,9abf851a7a265ceea331afdd08a2e2d1442726cf1c5f35d3c30146316a33b5be,175876d3e26b6b751459892856ee355c2386b8a3c69d77f3b564fcb9e63fc4df,4fa0b5cab20d347ea35dc60a658bacdb5540b51ed16be78e27f58f06ddd9cf0b,fb4aa8587a21559b38b0afda878d2950da131bb167442711b26011f2767be81b,ce2162d2b95744fba16cc3ec2feeb804d151efcfe3f239bf306a4cefbfa9bf7d,d5e2d6da93bd5a675e33adbb3877184a9c0f6f67653adf1fcba6329796057089,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\48-markov-transition-perturbation\run-001\dataset_seed003_dist007.mat,23707142,666bc77225988e2923cda3dd827d6061b42af54b8276d6056535d65d4876e255,20.1713886
