a0,loc0,lfw0,seed_id,base_seed,N,metric,fixed_value,random_value,random_minus_fixed,relative_difference,fixed_reference,formal_random_mode
2,1,0,3,20260725,15000,reachable_pair_share,0.999590235690236,0.999446127946128,-0.000144107744108113,-0.000144166818524997,Step-03D fixed_representative run-001,stagewise_random_triangular
2,1,0,3,20260725,15000,C_reachable_mean_km,19.0234325646792,19.0242537675146,0.000821202835421531,4.31679631228203e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,1,0,3,20260725,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,1,0,3,20260725,15000,W3_failed_lines_mean,0.0816666666666667,0.0869333333333333,0.00526666666666663,0.0644897959183668,Step-03D fixed_representative run-001,stagewise_random_triangular
2,1,0,3,20260725,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,1,0,3,20260725,15000,W3_closed_roads_mean,0.0262,0.0305333333333333,0.00433333333333333,0.165394402035623,Step-03D fixed_representative run-001,stagewise_random_triangular
2,1,0,3,20260725,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,D_mean_kg,3.00915546100065,3.15366082062752,0.144505359626868,0.0480218990011288,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,D_q99_kg,112.102119302839,121.921283037395,9.81916373455564,0.087591240875916,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,full_loss_probability,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,D_upper_bound_hit_share,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,A0_pair_share,0.000440909090909091,0.000423400673400673,-1.75084175084176e-05,-0.0397098129056894,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,reachable_pair_share,0.999559090909091,0.999576599326599,1.75084175083606e-05,1.75161405339597e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,C_reachable_mean_km,19.0243378853176,19.0240015269623,-0.000336358355298216,-1.76804237459327e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,W3_failed_lines_mean,0.0794666666666667,0.0828666666666667,0.00339999999999997,0.0427852348993285,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,W3_closed_roads_mean,0.025,0.0252,0.000199999999999999,0.00799999999999995,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,1,20260723,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,D_mean_kg,3.08201729263836,3.21835819945631,0.13634090681795,0.044237554131708,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,D_q99_kg,117.284455718299,121.921283037395,4.63682731909564,0.0395348837209311,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,full_loss_probability,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,D_upper_bound_hit_share,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,A0_pair_share,0.000378282828282828,0.00047053872053872,9.22558922558925e-05,0.243880729862039,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,reachable_pair_share,0.999621717171717,0.999529461279461,-9.22558922556993e-05,-9.22908042821677e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,C_reachable_mean_km,19.0262520985809,19.0260564890401,-0.000195609540782016,-1.02810337931245e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,W3_failed_lines_mean,0.0801333333333333,0.0852666666666667,0.00513333333333336,0.0640599001663898,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,W3_closed_roads_mean,0.0261333333333333,0.0281333333333333,0.00200000000000003,0.0765306122448993,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,2,20260724,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,D_mean_kg,3.08179908899981,3.13564083681095,0.0538417478111444,0.0174708818635606,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,D_q99_kg,121.921283037395,117.829964814663,-4.09131822273173,-0.0335570469798687,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,full_loss_probability,0,0.000133333333333333,0.000133333333333333,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,D_upper_bound_hit_share,0,0.000133333333333333,0.000133333333333333,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,A0_pair_share,0.000454208754208754,0.00046986531986532,1.56565656565659e-05,0.0344699777613052,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,reachable_pair_share,0.999545791245791,0.999530134680135,-1.56565656562746e-05,-1.56636802369614e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,C_reachable_mean_km,19.0239263704117,19.0251028460422,0.00117647563045153,6.18418935999106e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,W3_failed_lines_mean,0.0797333333333333,0.0833333333333333,0.00360000000000003,0.0451505016722412,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,W3_closed_roads_mean,0.0256,0.0277333333333333,0.00213333333333333,0.0833333333333332,Step-03D fixed_representative run-001,stagewise_random_triangular
2,2,0,3,20260725,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,D_mean_kg,2.73150951458782,2.7717680858995,0.0402585713116799,0.0147385799305022,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,D_q99_kg,90.8272645446363,93.8275645746393,3.00030003000299,0.0330330330330329,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,full_loss_probability,6.66666666666667e-05,6.66666666666667e-05,-2.71050543121376e-20,-4.06575814682064e-16,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,D_upper_bound_hit_share,6.66666666666667e-05,6.66666666666667e-05,-2.71050543121376e-20,-4.06575814682064e-16,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,A0_pair_share,0.000276936026936027,0.000324410774410774,4.74747474747474e-05,0.171428571428571,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,reachable_pair_share,0.999723063973064,0.999675589225589,-4.74747474747961e-05,-4.74878985847577e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,C_reachable_mean_km,19.0244364517211,19.0239451675436,-0.000491284177531526,-2.58238491730503e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,W3_failed_lines_mean,0.0679333333333333,0.0702,0.00226666666666669,0.0333660451422968,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,W3_closed_roads_mean,0.0202666666666667,0.0214666666666667,0.00119999999999996,0.0592105263157876,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,1,20260723,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,D_mean_kg,2.68612315777032,2.74896580567148,0.0628426479011566,0.0233952965705864,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,D_q99_kg,91.6455281891825,90.8272645446363,-0.818263644546221,-0.00892857142857087,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,full_loss_probability,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,2.64274279543342e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,D_upper_bound_hit_share,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,2.64274279543342e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,A0_pair_share,0.000357575757575758,0.000328787878787879,-2.87878787878792e-05,-0.0805084745762723,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,reachable_pair_share,0.999642424242424,0.999671212121212,2.87878787881279e-05,2.87981763178416e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,C_reachable_mean_km,19.0221877268139,19.0236508150175,0.00146308820355046,7.69148230772672e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,W3_failed_lines_mean,0.0668,0.0701333333333333,0.00333333333333334,0.0499001996007985,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,W3_closed_roads_mean,0.0212666666666667,0.022,0.000733333333333298,0.0344827586206879,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,2,20260724,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,D_mean_kg,2.58369473310967,2.87648764876488,0.292792915655207,0.113323339597015,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,D_q99_kg,84.5539099364482,95.4640918637318,10.9101819272836,0.129032258064516,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,full_loss_probability,6.66666666666667e-05,6.66666666666667e-05,-2.71050543121376e-20,-4.06575814682064e-16,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,D_upper_bound_hit_share,6.66666666666667e-05,6.66666666666667e-05,-2.71050543121376e-20,-4.06575814682064e-16,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,A0_pair_share,0.000322727272727273,0.000391077441077441,6.83501683501681e-05,0.211789254042774,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,reachable_pair_share,0.999677272727273,0.999608922558923,-6.8350168350384e-05,-6.83722339349721e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,C_reachable_mean_km,19.022497290808,19.0232376756035,0.000740384795463456,3.89215350721181e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,W3_failed_lines_mean,0.0659333333333333,0.0714666666666667,0.00553333333333336,0.0839231547017194,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,W3_closed_roads_mean,0.0218,0.0238,0.002,0.0917431192660551,Step-03D fixed_representative run-001,stagewise_random_triangular
2,3,0,3,20260725,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,D_mean_kg,2.68768695051323,2.79378846975607,0.106101519242836,0.0394768889370004,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,D_q99_kg,87.008700870087,94.3730736710035,7.36437280091646,0.0846394984326019,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,full_loss_probability,6.66666666666667e-05,0.000133333333333333,6.66666666666666e-05,0.999999999999999,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,D_upper_bound_hit_share,6.66666666666667e-05,0.000133333333333333,6.66666666666666e-05,0.999999999999999,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,A0_pair_share,0.00037962962962963,0.000424242424242424,4.46127946127943e-05,0.117516629711751,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,reachable_pair_share,0.999620370370371,0.999575757575758,-4.4612794613319e-05,-4.46297373839925e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,C_reachable_mean_km,19.0264606679354,19.0274348649093,0.00097419697393164,5.12022173190319e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,W3_failed_lines_mean,0.0800666666666667,0.0838666666666667,0.00379999999999997,0.0474604496253118,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,W3_closed_roads_mean,0.0259333333333333,0.0274,0.0014666666666667,0.0565552699228805,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,1,20260723,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,D_mean_kg,2.61582521888553,2.71958104901399,0.103755830128462,0.0396646646646627,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,D_q99_kg,97.9188827973706,100.373673731009,2.45479093363886,0.0250696378830088,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,full_loss_probability,6.66666666666667e-05,0.000133333333333333,6.66666666666666e-05,0.999999999999999,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,D_upper_bound_hit_share,6.66666666666667e-05,0.000133333333333333,6.66666666666666e-05,0.999999999999999,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,A0_pair_share,0.000368855218855219,0.000423737373737374,5.48821548821548e-05,0.148790506617982,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,reachable_pair_share,0.999631144781145,0.999576262626263,-5.48821548824741e-05,-5.49024059214259e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,C_reachable_mean_km,19.0276164437145,19.026929404483,-0.000687039231525688,-3.61074774424855e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,W3_failed_lines_mean,0.0785333333333333,0.0809333333333333,0.00240000000000003,0.0305602716468594,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,W3_closed_roads_mean,0.0240666666666667,0.0256666666666667,0.00159999999999997,0.0664819944598323,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,2,20260724,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,D_mean_kg,2.73454618189092,2.82975570284301,0.0952095209520922,0.0348173022575378,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,D_q99_kg,102.828464664648,109.374573821018,6.54610915637046,0.0636604774535838,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,full_loss_probability,6.66666666666667e-05,0,-6.66666666666667e-05,-1,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,D_upper_bound_hit_share,6.66666666666667e-05,0,-6.66666666666667e-05,-1,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,A0_pair_share,0.000305387205387205,0.00033030303030303,2.49158249158253e-05,0.0815876515986783,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,reachable_pair_share,0.999694612794613,0.999669696969697,-2.49158249159276e-05,-2.49234362144618e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,C_reachable_mean_km,19.0255571212942,19.0259933668594,0.000436245565161641,2.29294502326756e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,W3_failed_lines_mean,0.0778,0.0809333333333333,0.00313333333333334,0.0402742073693231,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,W3_closed_roads_mean,0.0254666666666667,0.0268,0.0013333333333333,0.052356020942407,Step-03D fixed_representative run-001,stagewise_random_triangular
2,4,0,3,20260725,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,D_mean_kg,1.65049232195947,1.75353899026266,0.103046668303193,0.0624338974087776,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,D_q99_kg,42.5497095164062,45.8227640945913,3.27305457818507,0.0769230769230763,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,full_loss_probability,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,D_upper_bound_hit_share,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,A0_pair_share,0.00027020202020202,0.000298821548821549,2.86195286195288e-05,0.105919003115266,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,reachable_pair_share,0.999729797979798,0.999701178451179,-2.86195286194335e-05,-2.86272637639354e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,C_reachable_mean_km,19.0197242608565,19.0207603965515,0.00103613569501704,5.44769041236552e-05,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,C_reachable_q95_km,19.0137618887991,19.0137618887991,-3.90798504668055e-14,-2.05534552790562e-15,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,W3_failed_lines_mean,0.0518666666666667,0.0570666666666667,0.00519999999999997,0.10025706940874,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,W3_failed_lines_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,W3_closed_roads_mean,0.0162,0.0179333333333333,0.00173333333333333,0.106995884773663,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,1,20260723,15000,W3_closed_roads_q95,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,2,20260724,15000,D_mean_kg,1.67938612043023,1.81643618907345,0.137050068643223,0.0816072414651807,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,2,20260724,15000,D_q95_kg,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,2,20260724,15000,D_q99_kg,30.2757548482121,42.5497095164062,12.2739546681941,0.405405405405405,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,2,20260724,15000,full_loss_probability,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
2,5,0,2,20260724,15000,D_upper_bound_hit_share,0,0,0,NaN,Step-03D fixed_representative run-001,stagewise_random_triangular
