tau,stage,bus,v_sq,v_pu,lower_margin_pu,below_0p95,diagnostic_class
1,1,24,0.959199919713618,0.979387522747568,-0.0293875227475682,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,25,0.954152707103839,0.976807405328112,-0.0268074053281121,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,26,0.923714973294138,0.961100917330817,-0.0111009173308172,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,27,0.920018926292611,0.959176170623839,-0.00917617062383858,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,28,0.90352974308244,0.950541815535982,-0.000541815535981871,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,29,0.891690612525924,0.944293710942694,0.00570628905730597,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,30,0.886570164816229,0.94157854946692,0.00842145053307997,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,31,0.880595294579262,0.938400391399781,0.0115996086002189,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,32,0.879281059199179,0.937699876932475,0.0123001230675246,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
1,1,33,0.878873913082665,0.937482753485452,0.0125172465145478,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,1,1,1,-0.05,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,2,0.995836340003594,0.99791599847061,-0.0479159984706097,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,3,0.97625325494935,0.988055289419246,-0.0380552894192459,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,4,0.965993224370522,0.98284954309931,-0.0328495430993097,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,5,0.955873769208913,0.977687971291921,-0.0276879712919212,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,6,0.930744434524157,0.964750970211566,-0.0147509702115656,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,7,0.925986055395207,0.962281692330893,-0.0122816923308926,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,8,0.919367534396128,0.958836552492721,-0.00883655249272153,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,9,0.910854382512747,0.954386914470618,-0.00438691447061801,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,10,0.902989856109476,0.950257784029932,-0.000257784029931707,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,11,0.901823683658273,0.949643977319013,0.000356022680987222,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,12,0.899792127889086,0.948573733501559,0.00142626649844135,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,13,0.891530093961277,0.944208713135648,0.00579128686435182,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,14,0.888469566832506,0.942586636247568,0.00741336375243151,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,15,0.886564568988792,0.941575577948362,0.00842442205163807,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,16,0.884720216936951,0.940595671336495,0.00940432866350538,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,17,0.881989360958873,0.939142886337789,0.010857113662211,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,18,0.881171420750881,0.938707313677102,0.0112926863228978,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,19,0.995062224597381,0.997528057047711,-0.0475280570477109,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,20,0.989825510646661,0.99489974904342,-0.0448997490434205,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,21,0.988794504564138,0.994381468333023,-0.0443814683330228,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,22,0.987861910940904,0.993912426193024,-0.0439124261930245,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,23,0.971112578080007,0.985450444253798,-0.0354504442537976,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,24,0.961556193362683,0.980589717141008,-0.0305897171410083,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,25,0.956800465818378,0.978161778960095,-0.028161778960095,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,26,0.92812056262101,0.96339014040056,-0.0133901404005597,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,27,0.924637968585611,0.96158097349397,-0.01158097349397,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,28,0.909101063596954,0.953467914298617,-0.00346791429861659,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,29,0.897945662855731,0.947599948741942,0.00240005125805809,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,30,0.893120929662406,0.945050755072132,0.00494924492786819,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,31,0.887491118287999,0.942067470135764,0.00793252986423587,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,32,0.886252782224119,0.941409996879212,0.0085900031207875,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
2,1,33,0.885869149484513,0.941206220487579,0.00879377951242122,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,1,1,1,-0.05,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,2,0.995919887462658,0.9979578585605,-0.0479578585604996,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,3,0.976729754041913,0.988296389774805,-0.0382963897748049,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,4,0.966675599900047,0.983196623214323,-0.0331966232143229,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,5,0.956759200407392,0.978140685385999,-0.0281406853859992,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,6,0.93213410767868,0.965470925340934,-0.0154709253409343,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,7,0.92747120956543,0.963053066848048,-0.0130530668480476,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,8,0.920985494946486,0.95967989191526,-0.00967989191526053,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,9,0.91264316685974,0.955323592747369,-0.00532359274736882,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,10,0.904936449018722,0.95128147728142,-0.00128147728142047,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,11,0.903793676832001,0.950680638717335,-0.000680638717335369,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,12,0.901802885996215,0.949633027014233,0.000366972985766711,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,13,0.893706636964859,0.945360585684034,0.00463941431596615,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,14,0.890707521974742,0.943773024606416,0.00622697539358419,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,15,0.888840749569585,0.942783511507061,0.00721648849293866,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,16,0.887033406045743,0.941824509155364,0.00817549084463587,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,17,0.884357347067957,0.94040275790108,0.00959724209892021,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,18,0.883555819541621,0.939976499462418,0.0100235005375821,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,19,0.995161305355338,0.997577718954938,-0.0475777189549385,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,20,0.990029670624537,0.995002347044738,-0.0450023470447378,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,21,0.989019352575751,0.994494521139132,-0.0444945211391317,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,22,0.988105472254666,0.994034945187877,-0.0440349451878774,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,23,0.971692229324925,0.985744505094969,-0.0357445050949691,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,24,0.962327601778374,0.980982977313253,-0.0309829773132531,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,25,0.957667302043418,0.978604773155853,-0.0286047731558526,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,26,0.929562886047315,0.964138416435791,-0.0141384164357911,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,27,0.926150173290133,0.962366963943657,-0.0123669639436574,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,28,0.910925029812897,0.954423925628909,-0.00442392562890914,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,29,0.89999347188967,0.948679857428032,0.00132014257196844,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,30,0.895265551164057,0.946184734163502,0.00381526583649772,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,31,0.889748706851261,0.943264918700606,0.00673508129939371,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,32,0.888535219077514,0.94262146118021,0.00737853881979,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
3,1,33,0.888159284262483,0.942422030866471,0.00757796913352926,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,1,1,1,-0.05,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,2,0.996004952940398,0.998000477424935,-0.0480004774249349,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,3,0.97721491090252,0.988541810396768,-0.0385418103967685,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,4,0.967370373877221,0.983549883776731,-0.0335498837767313,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,5,0.957660719481075,0.978601409911653,-0.0286014099116531,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,6,0.933549030551444,0.966203410546373,-0.0162034105463735,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,7,0.928983348299772,0.963837822613209,-0.0138378226132093,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,8,0.922632853091444,0.960537793681979,-0.0105377936819788,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,9,0.914464452590681,0.956276347396861,-0.00627634739686067,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,10,0.906918410620475,0.952322639981049,-0.0023226399810492,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,11,0.905799463870215,0.95173497564722,-0.00173497564722025,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,12,0.90385017864781,0.950710354759961,-0.00071035475996073,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,13,0.895922726747771,0.946531947029666,0.00346805297033381,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,14,0.892986139726452,0.944979438785021,0.0050205612149794,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,15,0.891158287298385,0.94401180463932,0.0059881953606804,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,16,0.889388624730371,0.943074029294822,0.00692597070517798,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,17,0.886768358389019,0.941683788959446,0.0083162110405538,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,18,0.88598354175517,0.941266987498855,0.00873301250114455,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,19,0.995262186364824,0.997628280656089,-0.0476282806560889,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,20,0.990237540094749,0.995106798336113,-0.045106798336113,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,21,0.989248285971701,0.994609614859871,-0.0446096148598712,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,22,0.988353458964808,0.994159674783084,-0.0441596747830845,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,23,0.97228241256477,0.986043818785337,-0.0360438187853367,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,24,0.963113026328063,0.981383220932609,-0.0313832209326093,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,25,0.958549888281598,0.979055610413217,-0.0290556104132174,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,26,0.931031415822939,0.964899692104282,-0.0148996921042823,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,27,0.927689854054466,0.963166576483251,-0.013166576483251,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,28,0.912782136651068,0.955396324386413,-0.00539632438641324,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,29,0.902078488666272,0.94977812602011,0.000221873979889819,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,30,0.897449139446116,0.947337922520848,0.00266207747915181,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,31,0.892047314754173,0.944482564558062,0.00551743544193817,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,32,0.890859126752494,0.943853339641543,0.00614666035845712,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
4,1,33,0.890491029729765,0.943658322556298,0.0063416774437024,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,1,1,1,-0.05,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,2,0.996056599434512,0.998026352074188,-0.0480263520741883,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,3,0.977509468126103,0.988690784889848,-0.0386907848898476,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,4,0.967792197642586,0.983764299841474,-0.0337642998414741,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,5,0.958208066075366,0.978881027538774,-0.0288810275387742,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,6,0.934408084162399,0.966647859441275,-0.016647859441275,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,7,0.929901425366026,0.964313966178042,-0.0143139661780419,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,8,0.923633027016258,0.961058284921502,-0.0110582849215016,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,9,0.915570224582825,0.956854338226475,-0.00685433822647474,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,10,0.90812173505853,0.9529542145657,-0.00295421456570011,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,11,0.907017253638938,0.952374534329293,-0.00237453432929324,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,12,0.905093168056554,0.951363846305163,-0.00136384630516295,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,13,0.897268199329249,0.94724241845963,0.00275758154036987,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,14,0.894369575421268,0.945711147984028,0.00428885201597207,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,15,0.892565352794867,0.94475676911831,0.00524323088169032,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,16,0.890818567771482,0.943831853547803,0.00616814645219654,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,17,0.888232175266447,0.942460702239858,0.00753929776014151,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,18,0.887457504452424,0.942049629506017,0.00795037049398284,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,19,0.995323435071127,0.997658977342021,-0.0476589773420212,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,20,0.990363745573812,0.995170209348035,-0.045170209348035,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,21,0.989387280163007,0.994679486147677,-0.044679486147677,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,22,0.988504021149445,0.994235395240707,-0.0442353952407071,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,23,0.972640735306647,0.986225499217419,-0.0362254992174188,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,24,0.963589887511474,0.98162614447226,-0.0316261444722599,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,25,0.959085740029761,0.979329229641269,-0.0293292296412689,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,26,0.931923016228041,0.965361598691413,-0.0153615986914131,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,27,0.928624652936991,0.963651728030927,-0.0136517280309266,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,28,0.913909657002862,0.955986222182549,-0.00598622218254929,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,29,0.903344381829299,0.950444307589508,-0.000444307589507864,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,30,0.898774879127515,0.94803738276901,0.00196261723098956,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,31,0.893442887231781,0.94522107849528,0.00477892150471981,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,32,0.892270059686116,0.944600476225857,0.0053995237741431,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
5,1,33,0.89190672128586,0.944408132793158,0.00559186720684157,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,1,1,1,-0.05,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,2,0.996175083895877,0.998085709694251,-0.0480857096942511,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,3,0.978185224623736,0.989032468943126,-0.0390324689431261,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,4,0.96875992183157,0.984256024534049,-0.0342560245340489,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,5,0.959463757628441,0.979522208849009,-0.0295222088490089,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,6,0.936378876296972,0.967666717572208,-0.0176667175722085,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,7,0.932007625768458,0.965405420415929,-0.0154054204159295,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,8,0.925927569381359,0.962251302613491,-0.0122513026134906,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,9,0.918107024052563,0.958179014617083,-0.00817901461708259,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,10,0.910882333823982,0.954401557953455,-0.00440155795345498,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,11,0.909811037946643,0.953840153247201,-0.00384015324720066,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,12,0.907944763951001,0.952861356101191,-0.00286135610119098,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,13,0.900354906313594,0.948870331664761,0.00112966833523898,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,14,0.897543375229873,0.947387658368987,0.00261234163101276,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,15,0.895793362755984,0.946463608785876,0.00353639121412375,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,16,0.894099062099627,0.945568116054908,0.00443188394509231,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,17,0.891590381031143,0.944240637248336,0.00575936275166444,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,18,0.89083898618227,0.943842670248739,0.00615732975126093,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,19,0.995463948383796,0.997729396371479,-0.0477293963714793,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,20,0.990653279035174,0.995315668034606,-0.0453156680346063,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,21,0.989706152763602,0.994839762355527,-0.0448397623555274,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,22,0.988849432385092,0.994409087038675,-0.0444090870386753,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,23,0.973462779044458,0.986642173761318,-0.0366421737613178,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,24,0.964683875427439,0.98218321886878,-0.0321832188687805,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,25,0.960315060757957,0.979956662693793,-0.0299566626937933,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,26,0.933968475374187,0.966420444410292,-0.0164204444102922,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,27,0.930769215583133,0.964763813367362,-0.0147638133673615,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,28,0.916496350327411,0.95733815881715,-0.00733815881715028,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,29,0.906248522219477,0.951970862064316,-0.00197086206431607,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,30,0.901816316010235,0.949640098147838,0.000359901852162281,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,31,0.896644530559998,0.946913158932749,0.00308684106725077,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,32,0.895506942102453,0.94631228571886,0.0036877142811399,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
6,1,33,0.895154520664331,0.946126059605342,0.00387394039465827,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,1,1,1,-0.05,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,2,0.996260149373617,0.998128323099599,-0.0481283230995986,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,3,0.978670381484343,0.989277706958134,-0.0392777069581338,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,4,0.969454695808744,0.98460890500175,-0.0346089050017497,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,5,0.960365276702124,0.979982283871563,-0.0299822838715629,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,6,0.937793799169736,0.968397541906079,-0.0183975419060792,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,7,0.9335197645028,0.966188265558426,-0.0161882655584263,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,8,0.927574927526317,0.963106913860718,-0.0131069138607184,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,9,0.919928309783504,0.959128932825772,-0.00912893282577198,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,10,0.912864295425735,0.955439320640372,-0.005439320640372,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,11,0.911816824984857,0.954891001625242,-0.00489100162524181,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,12,0.909992056602596,0.953935037936334,-0.00393503793633454,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,13,0.902570996096505,0.950037365631745,-3.73656317446125e-05,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,14,0.899821992981583,0.948589475474814,0.00141052452518575,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,15,0.898110900484784,0.947687132172208,0.00231286782779205,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,16,0.896454280784255,0.946812695724057,0.00318730427594305,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,17,0.894001392352205,0.945516468577996,0.00448353142200386,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,18,0.89326670839582,0.945127879387662,0.00487212061233766,1,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,19,0.995564829393283,0.997779950386498,-0.0477799503864982,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,20,0.990861148505387,0.995420086448624,-0.0454200864486245,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,21,0.989935086159553,0.994954816139684,-0.0449548161396842,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,22,0.989097419095234,0.99453376971083,-0.0445337697108297,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,23,0.974052962284303,0.986941215212083,-0.0369412152120829,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,24,0.965469299977127,0.982582973583975,-0.0325829735839752,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,25,0.961197646996137,0.980406878288875,-0.0304068782888749,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
7,1,26,0.935437005149811,0.96717992387653,-0.0171799238765302,0,RELAXED_DIAGNOSTIC_FOR_BASE_GATE
