path_id,relative_hour,previous_physically_unrecoverable,current_inventory_kg,current_production_kg,current_ordinary_demand_kg,current_ordinary_served_kg,target_total,failure_type,remaining_hours,known_remaining_ordinary_demand_kg,optimistic_margin_kg,recomputed_physically_unrecoverable,checkpoint_present,recomputed_status,path_status_match
55,-4,True,211.974491256,15.015,1.54554668825,0.819342609509,316.940731494,mixed,4,32.8359897274,-44.9062402384,True,True,PHYSICALLY_UNRECOVERABLE,True
61,-16,False,254.111343625,15.015,1.54554668825,1.54554668825,455.499334558,mixed,16,98.5039340683,38.8520090667,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
61,-8,False,374.231343625,15.015,12.6236463422,0,455.499334558,mixed,8,59.4930059307,38.8520090667,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
61,-4,False,408.108964,15.015,5.2829583731,5.2829583731,455.499334558,mixed,4,33.3106263059,12.6696294419,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
139,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,300.911202866,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
139,-8,False,182.014475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,121.298196935,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
139,-4,False,145.515295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,24.7390173945,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
152,-16,True,182.014475204,0,10.3027948716,10.3027948716,423.861526765,mixed,16,84.5069940693,-1.60705156141,True,True,PHYSICALLY_UNRECOVERABLE,True
152,-8,True,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,8,39.0109281376,-52.5551831404,True,True,PHYSICALLY_UNRECOVERABLE,True
152,-4,True,311.246343625,15.015,1.54554668825,0,423.861526765,mixed,4,32.8359897274,-52.5551831404,True,True,PHYSICALLY_UNRECOVERABLE,True
156,-16,False,448.53188923,15.015,12.6236463422,12.6236463422,543.056863022,pure_location,16,104.989071862,145.715026207,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
156,-8,False,509.158883299,15.015,10.3027948716,10.3027948716,543.056863022,pure_location,8,45.4960659317,86.2220202766,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
156,-4,False,525.886700035,8.18199627703,5.21888439962,5.21888439962,543.056863022,pure_location,4,8.99688639124,42.8898370132,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
182,-16,False,186.356815296,0,12.6236463422,12.6236463422,58.1956878969,pure_location,16,104.989071862,368.4011274,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
182,-8,False,126.863809366,0,10.3027948716,10.3027948716,58.1956878969,pure_location,8,45.4960659317,188.788121469,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
182,-4,False,90.3646298252,0,5.21888439962,5.21888439962,58.1956878969,pure_location,4,8.99688639124,92.2289419283,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
201,-16,False,182.014475204,0,10.3027948716,10.3027948716,386.76593055,pure_quantity,16,84.5069940693,35.4885446535,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
201,-8,True,251.186343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_quantity,8,39.0109281376,-15.4595869254,True,True,PHYSICALLY_UNRECOVERABLE,True
201,-4,True,305.071405215,15.015,1.54554668825,1.54554668825,386.76593055,pure_quantity,4,32.8359897274,-21.6345253356,True,True,PHYSICALLY_UNRECOVERABLE,True
202,-16,False,371.306343625,15.015,1.54554668825,1.54554668825,395.525364721,pure_location,16,98.5039340683,216.020978903,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
202,-8,False,452.415415487,15.015,12.6236463422,12.6236463422,395.525364721,pure_location,8,59.4930059307,177.010050766,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
202,-4,False,486.293035862,15.015,5.2829583731,5.2829583731,395.525364721,pure_location,4,33.3106263059,150.827671141,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
216,-16,False,251.186343625,15.015,1.54554668825,1.54554668825,395.525364721,pure_location,16,98.5039340683,95.9009789034,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
216,-8,False,371.306343625,15.015,12.6236463422,0,395.525364721,pure_location,8,59.4930059307,95.9009789034,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
216,-4,False,431.366343625,15.015,5.2829583731,0,395.525364721,pure_location,4,33.3106263059,95.9009789034,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
222,-16,False,182.014475204,0,10.3027948716,10.3027948716,316.940731494,mixed,16,84.5069940693,105.31374371,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
222,-8,True,151.533409272,15.015,1.54554668825,1.54554668825,316.940731494,mixed,8,39.0109281376,-45.2873222219,True,True,PHYSICALLY_UNRECOVERABLE,True
222,-4,True,205.418470862,15.015,1.54554668825,1.54554668825,316.940731494,mixed,4,32.8359897274,-51.4622606321,True,True,PHYSICALLY_UNRECOVERABLE,True
230,-16,False,359.622817367,15.015,1.54554668825,1.54554668825,543.056863022,pure_location,16,98.5039340683,56.8059543449,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
230,-8,False,440.73188923,15.015,12.6236463422,12.6236463422,543.056863022,pure_location,8,59.4930059307,17.7950262074,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
230,-4,False,499.087157695,15.015,5.2829583731,0,543.056863022,pure_location,4,33.3106263059,16.0902946724,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
272,-16,False,346.522481134,15.015,12.6236463422,12.6236463422,573.206027967,mixed,16,104.989071862,13.5564531676,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
272,-8,True,407.149475204,15.015,10.3027948716,10.3027948716,573.206027967,mixed,8,45.4960659317,-45.9365527631,True,True,PHYSICALLY_UNRECOVERABLE,True
272,-4,True,465.916906248,13.7224310439,5.21888439962,0,573.206027967,mixed,4,8.99688639124,-47.2291217192,True,True,PHYSICALLY_UNRECOVERABLE,True
282,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,455.499334558,mixed,16,104.989071862,26.2481465764,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
282,-8,True,302.134475204,15.015,10.3027948716,10.3027948716,455.499334558,mixed,8,45.4960659317,-33.2448593543,True,True,PHYSICALLY_UNRECOVERABLE,True
282,-4,True,324.402726707,13.7224310439,5.21888439962,5.21888439962,455.499334558,mixed,4,8.99688639124,-71.0366078509,True,True,PHYSICALLY_UNRECOVERABLE,True
285,-16,False,145.293409272,8.775,1.54554668825,1.54554668825,316.940731494,pure_location,16,98.5039340683,68.5926777781,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
285,-8,False,226.402481134,15.015,12.6236463422,12.6236463422,316.940731494,pure_location,8,59.4930059307,29.5817496406,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
285,-4,False,286.462481134,15.015,5.2829583731,0,316.940731494,pure_location,4,33.3106263059,29.5817496406,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
289,-16,False,251.186343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_location,16,98.5039340683,104.660413075,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
289,-8,False,332.295415487,15.015,12.6236463422,12.6236463422,386.76593055,pure_location,8,59.4930059307,65.649484937,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
289,-4,False,387.841604695,15.015,5.2829583731,0.378002691842,386.76593055,pure_location,4,33.3106263059,61.1356741448,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
313,-16,False,225.037481134,8.775,12.6236463422,12.6236463422,386.76593055,pure_location,16,104.989071862,78.5115505843,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
313,-8,False,285.664475204,15.015,10.3027948716,10.3027948716,386.76593055,pure_location,8,45.4960659317,19.0185446535,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
313,-4,False,344.431906248,13.7224310439,5.21888439962,0,386.76593055,pure_location,4,8.99688639124,17.7259756974,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
326,-16,True,145.293409272,8.775,1.54554668825,1.54554668825,423.861526765,pure_quantity,16,98.5039340683,-38.3281174931,True,True,PHYSICALLY_UNRECOVERABLE,True
326,-8,True,255.83990479,15.015,12.6236463422,3.40598944136,423.861526765,pure_quantity,8,59.4930059307,-47.9016219753,True,True,PHYSICALLY_UNRECOVERABLE,True
326,-4,True,289.717525165,15.015,5.2829583731,5.2829583731,423.861526765,pure_quantity,4,33.3106263059,-74.0840016001,True,True,PHYSICALLY_UNRECOVERABLE,True
439,-16,False,302.134475204,15.015,10.3027948716,10.3027948716,386.76593055,pure_location,16,84.5069940693,155.608544654,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
439,-8,False,388.994224464,15.015,1.54554668825,1.08007613984,386.76593055,pure_location,8,39.0109281376,122.348293914,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
439,-4,False,445.054119518,15.015,1.54554668825,1.28481315792,386.76593055,pure_location,4,32.8359897274,118.348188968,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
459,-16,False,151.533409272,15.015,1.54554668825,1.54554668825,386.76593055,pure_quantity,16,98.5039340683,5.00747872182,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
459,-8,True,255.042954597,15.015,12.6236463422,4.61685267732,386.76593055,pure_quantity,8,59.4930059307,-11.6029759528,True,True,PHYSICALLY_UNRECOVERABLE,True
459,-4,True,288.920574973,15.015,5.2829583731,5.2829583731,386.76593055,pure_quantity,4,33.3106263059,-37.7853555776,True,True,PHYSICALLY_UNRECOVERABLE,True
462,-16,False,302.134475204,15.015,10.3027948716,10.3027948716,395.525364721,pure_location,16,84.5069940693,146.849110482,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
462,-8,False,371.306343625,15.015,1.54554668825,1.54554668825,395.525364721,pure_location,8,39.0109281376,95.9009789034,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
462,-4,False,426.549512086,15.015,1.54554668825,1.11911683556,395.525364721,pure_location,4,32.8359897274,91.0841473645,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
467,-16,True,182.014475204,0,10.3027948716,10.3027948716,423.861526765,mixed,16,84.5069940693,-1.60705156141,True,True,PHYSICALLY_UNRECOVERABLE,True
467,-8,True,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,8,39.0109281376,-52.5551831404,True,True,PHYSICALLY_UNRECOVERABLE,True
467,-4,True,311.246343625,15.015,1.54554668825,0,423.861526765,mixed,4,32.8359897274,-52.5551831404,True,True,PHYSICALLY_UNRECOVERABLE,True
477,-16,False,190.108006047,0,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,249.511727779,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
477,-8,False,130.615000117,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,69.898721848,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
477,-4,True,114.364400036,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,-6.411878233,True,True,PHYSICALLY_UNRECOVERABLE,True
484,-16,False,302.134475204,15.015,10.3027948716,10.3027948716,386.76593055,pure_location,16,84.5069940693,155.608544654,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
484,-8,False,371.306343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_location,8,39.0109281376,104.660413075,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
484,-4,False,428.492087799,15.015,1.54554668825,0.465470548409,386.76593055,pure_location,4,32.8359897274,101.786157249,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
488,-16,True,182.014475204,0,10.3027948716,10.3027948716,423.861526765,mixed,16,84.5069940693,-1.60705156141,True,True,PHYSICALLY_UNRECOVERABLE,True
488,-8,True,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,8,39.0109281376,-52.5551831404,True,True,PHYSICALLY_UNRECOVERABLE,True
488,-4,True,305.071405215,15.015,1.54554668825,1.54554668825,423.861526765,mixed,4,32.8359897274,-58.7301215506,True,True,PHYSICALLY_UNRECOVERABLE,True
491,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,300.911202866,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
491,-8,False,184.939475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,124.223196935,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
491,-4,False,148.440295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,27.6640173945,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
518,-16,True,302.134475204,15.015,10.3027948716,10.3027948716,546.93138762,pure_quantity,16,84.5069940693,-4.55691241672,True,True,PHYSICALLY_UNRECOVERABLE,True
518,-8,True,356.235386323,15.015,1.54554668825,1.54554668825,546.93138762,pure_quantity,8,39.0109281376,-70.5760012973,True,True,PHYSICALLY_UNRECOVERABLE,True
518,-4,True,410.120447913,15.015,1.54554668825,1.54554668825,546.93138762,pure_quantity,4,32.8359897274,-76.7509397075,True,True,PHYSICALLY_UNRECOVERABLE,True
521,-16,False,256.638409272,0,1.54554668825,1.54554668825,156.407515605,pure_location,16,98.5039340683,340.470893667,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
521,-8,False,240.15969454,0,12.6236463422,12.6236463422,156.407515605,pure_location,8,59.4930059307,203.872178936,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
521,-4,False,213.977314916,0,5.2829583731,5.2829583731,156.407515605,pure_location,4,33.3106263059,117.629799311,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
550,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,142.923283799,pure_location,16,104.989071862,338.824197335,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
550,-8,False,182.014475204,0,10.3027948716,10.3027948716,142.923283799,pure_location,8,45.4960659317,159.211191405,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
550,-4,False,204.282726707,13.7224310439,5.21888439962,5.21888439962,142.923283799,pure_location,4,8.99688639124,121.419442908,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
579,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,300.911202866,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
579,-8,False,182.014475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,121.298196935,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
579,-4,False,145.515295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,24.7390173945,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
634,-16,False,251.186343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_location,16,98.5039340683,104.660413075,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
634,-8,False,332.295415487,15.015,12.6236463422,12.6236463422,386.76593055,pure_location,8,59.4930059307,65.649484937,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
634,-4,False,366.173035862,15.015,5.2829583731,5.2829583731,386.76593055,pure_location,4,33.3106263059,39.4671053122,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
643,-16,True,302.134475204,15.015,10.3027948716,10.3027948716,543.056863022,mixed,16,84.5069940693,-0.682387818447,True,True,PHYSICALLY_UNRECOVERABLE,True
643,-8,True,371.306343625,15.015,1.54554668825,1.54554668825,543.056863022,mixed,8,39.0109281376,-51.6305193974,True,True,PHYSICALLY_UNRECOVERABLE,True
643,-4,True,431.366343625,15.015,1.54554668825,0,543.056863022,mixed,4,32.8359897274,-51.6305193974,True,True,PHYSICALLY_UNRECOVERABLE,True
657,-16,False,187.986245268,0,10.3027948716,10.3027948716,180.836278269,mixed,16,84.5069940693,247.389967,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
657,-8,False,162.380179337,11.115,1.54554668825,1.54554668825,180.836278269,mixed,8,39.0109281376,101.663901068,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
657,-4,False,194.169964496,9.23411003215,1.54554668825,1.54554668825,180.836278269,mixed,4,32.8359897274,73.3936862272,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
664,-16,False,182.014475204,0,10.3027948716,10.3027948716,156.407515605,mixed,16,84.5069940693,265.846959599,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
664,-8,False,145.293409272,8.775,1.54554668825,1.54554668825,156.407515605,mixed,8,39.0109281376,109.005893667,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
664,-4,False,175.601851811,8.775,1.54554668825,1.54554668825,156.407515605,mixed,4,32.8359897274,79.2543362063,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
668,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,316.940731494,pure_quantity,16,104.989071862,164.806749641,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
668,-8,True,182.014475204,0,10.3027948716,10.3027948716,316.940731494,pure_quantity,8,45.4960659317,-14.8062562901,True,True,PHYSICALLY_UNRECOVERABLE,True
668,-4,True,217.064344708,13.7224310439,5.21888439962,3.35700220598,316.940731494,pure_quantity,4,8.99688639124,-39.8163867855,True,True,PHYSICALLY_UNRECOVERABLE,True
710,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,300.911202866,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
710,-8,False,182.014475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,121.298196935,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
710,-4,False,145.515295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,24.7390173945,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
749,-16,False,241.507481134,8.775,12.6236463422,12.6236463422,142.923283799,pure_location,16,104.989071862,338.824197335,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
749,-8,False,184.939475204,0,10.3027948716,10.3027948716,142.923283799,pure_location,8,45.4960659317,162.136191405,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
749,-4,False,148.440295663,0,5.21888439962,5.21888439962,142.923283799,pure_location,4,8.99688639124,65.5770118643,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
766,-16,False,182.014475204,0,10.3027948716,10.3027948716,386.76593055,pure_quantity,16,84.5069940693,35.4885446535,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
766,-8,True,251.186343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_quantity,8,39.0109281376,-15.4595869254,True,True,PHYSICALLY_UNRECOVERABLE,True
766,-4,True,308.762607497,15.015,1.54554668825,0.621118012422,386.76593055,pure_quantity,4,32.8359897274,-17.9433230533,True,True,PHYSICALLY_UNRECOVERABLE,True
778,-16,False,184.939475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,16,84.5069940693,244.343196935,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
778,-8,False,163.233409272,15.015,1.54554668825,1.54554668825,180.836278269,pure_quantity,8,39.0109281376,102.517131003,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
778,-4,False,197.991514717,8.775,1.54554668825,1.54554668825,180.836278269,pure_quantity,4,32.8359897274,77.2152364479,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
783,-16,False,254.111343625,15.015,1.54554668825,1.54554668825,455.499334558,mixed,16,98.5039340683,38.8520090667,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
783,-8,True,335.220415487,15.015,12.6236463422,12.6236463422,455.499334558,mixed,8,59.4930059307,-0.158919070834,True,True,PHYSICALLY_UNRECOVERABLE,True
783,-4,True,389.698534679,15.015,5.2829583731,0.792898388348,455.499334558,mixed,4,33.3106263059,-5.7407998788,True,True,PHYSICALLY_UNRECOVERABLE,True
801,-16,True,182.014475204,0,10.3027948716,10.3027948716,423.861526765,pure_quantity,16,84.5069940693,-1.60705156141,True,True,PHYSICALLY_UNRECOVERABLE,True
801,-8,True,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,pure_quantity,8,39.0109281376,-52.5551831404,True,True,PHYSICALLY_UNRECOVERABLE,True
801,-4,True,305.071405215,15.015,1.54554668825,1.54554668825,423.861526765,pure_quantity,4,32.8359897274,-58.7301215506,True,True,PHYSICALLY_UNRECOVERABLE,True
806,-16,False,184.939475204,0,10.3027948716,10.3027948716,189.355321264,pure_location,16,84.5069940693,235.82415394,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
806,-8,False,254.111343625,15.015,1.54554668825,1.54554668825,189.355321264,pure_location,8,39.0109281376,184.876022361,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
806,-4,False,314.171343625,15.015,1.54554668825,0,189.355321264,pure_location,4,32.8359897274,184.876022361,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
825,-16,True,241.507481134,8.775,12.6236463422,12.6236463422,543.056863022,mixed,16,104.989071862,-61.3093818877,True,True,PHYSICALLY_UNRECOVERABLE,True
825,-8,True,302.134475204,15.015,10.3027948716,10.3027948716,543.056863022,mixed,8,45.4960659317,-120.802387818,True,True,PHYSICALLY_UNRECOVERABLE,True
825,-4,True,360.901906248,13.7224310439,5.21888439962,0,543.056863022,mixed,4,8.99688639124,-122.094956775,True,True,PHYSICALLY_UNRECOVERABLE,True
838,-16,False,184.939475204,0,10.3027948716,10.3027948716,423.861526765,pure_quantity,16,84.5069940693,1.31794843859,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
838,-8,True,254.111343625,15.015,1.54554668825,1.54554668825,423.861526765,pure_quantity,8,39.0109281376,-49.6301831404,True,True,PHYSICALLY_UNRECOVERABLE,True
838,-4,True,307.996405215,15.015,1.54554668825,1.54554668825,423.861526765,pure_quantity,4,32.8359897274,-55.8051215506,True,True,PHYSICALLY_UNRECOVERABLE,True
869,-16,False,184.939475204,0,10.3027948716,10.3027948716,374.764778406,mixed,16,84.5069940693,50.414696798,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
869,-8,True,254.111343625,15.015,1.54554668825,1.54554668825,374.764778406,mixed,8,39.0109281376,-0.533434781004,True,True,PHYSICALLY_UNRECOVERABLE,True
869,-4,True,314.171343625,15.015,1.54554668825,0,374.764778406,mixed,4,32.8359897274,-0.533434781004,True,True,PHYSICALLY_UNRECOVERABLE,True
870,-16,False,145.293409272,8.775,1.54554668825,1.54554668825,180.565756528,mixed,16,98.5039340683,204.967652744,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
870,-8,False,197.512732889,2.925,12.6236463422,12.6236463422,180.565756528,mixed,8,59.4930059307,137.066976361,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
870,-4,False,171.330353265,0,5.2829583731,5.2829583731,180.565756528,mixed,4,33.3106263059,50.8245967366,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
889,-16,False,184.939475204,0,10.3027948716,10.3027948716,156.407515605,pure_location,16,84.5069940693,268.771959599,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
889,-8,False,163.233409272,15.015,1.54554668825,1.54554668825,156.407515605,pure_location,8,39.0109281376,126.945893667,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
889,-4,False,201.73576795,15.015,1.54554668825,1.54554668825,156.407515605,pure_location,4,32.8359897274,105.388252345,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
904,-16,True,251.186343625,15.015,1.54554668825,1.54554668825,528.704034541,pure_quantity,16,98.5039340683,-37.2776909166,True,True,PHYSICALLY_UNRECOVERABLE,True
904,-8,True,332.295415487,15.015,12.6236463422,12.6236463422,528.704034541,pure_quantity,8,59.4930059307,-76.2886190541,True,True,PHYSICALLY_UNRECOVERABLE,True
904,-4,True,392.355415487,15.015,5.2829583731,0,528.704034541,pure_quantity,4,33.3106263059,-76.2886190541,True,True,PHYSICALLY_UNRECOVERABLE,True
942,-16,False,433.444458186,15.015,12.6236463422,12.6236463422,528.704034541,pure_location,16,104.989071862,144.980423644,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
942,-8,False,494.071452255,15.015,10.3027948716,10.3027948716,528.704034541,pure_location,8,45.4960659317,85.4874177136,False,True,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True
